hora,metaf,aero
1677808800000,"METAF SBGL 030200Z  33003KT CAVOK 27/22 Q1013=
",SBGL
1677801600000,"METAF SBGL 030000Z 07002KT 9999    RA  FEW031   28/22 Q1013=
",SBGL
1677805200000,"METAF SBGL 030100Z 04001KT 9999       FEW033   28/22 Q1013=
",SBGL
1677812400000,"METAF SBGL 030300Z  31004KT CAVOK 27/22 Q1013=
",SBGL
1677816000000,"METAF SBGL 030400Z  28003KT CAVOK 26/22 Q1013=
",SBGL
1677819600000,"METAF SBGL 030500Z  24003KT 9000       FEW033   26/22 Q1012=
",SBGL
1677823200000,"METAF SBGL 030600Z  23003KT 8000       FEW033   25/21 Q1012=
",SBGL
1677826800000,"METAF SBGL 030700Z  23002KT 7000       FEW033   25/21 Q1012=
",SBGL
1677830400000,"METAF SBGL 030800Z 02001KT CAVOK 25/21 Q1013=
",SBGL
1677834000000,"METAF SBGL 030900Z 06003KT 6000       FEW022   24/21 Q1013=
",SBGL
1677837600000,"METAF SBGL 031000Z 08004KT CAVOK 25/21 Q1013=
",SBGL
1677841200000,"METAF SBGL 031100Z  12003KT CAVOK 27/21 Q1014=
",SBGL
1677844800000,"METAF SBGL 031200Z  15003KT CAVOK 29/20 Q1014=
",SBGL
1677848400000,"METAF SBGL 031300Z  14004KT CAVOK 30/20 Q1014=
",SBGL
1677852000000,"METAF SBGL 031400Z  15004KT CAVOK 32/20 Q1014=
",SBGL
1677855600000,"METAF SBGL 031500Z  13005KT 9999       FEW033   33/20 Q1013=
",SBGL
1677859200000,"METAF SBGL 031600Z  14006KT 9999       BKN033   33/20 Q1013=
",SBGL
1677862800000,"METAF SBGL 031700Z  13008KT 9999       SCT033   33/20 Q1012=
",SBGL
1677866400000,"METAF SBGL 031800Z  13009KT 9999       FEW033   33/21 Q1011=
",SBGL
1677870000000,"METAF SBGL 031900Z  12009KT 9999       FEW033   33/21 Q1011=
",SBGL
1677873600000,"METAF SBGL 032000Z  11008KT 9999       BKN033   33/22 Q1011=
",SBGL
1677877200000,"METAF SBGL 032100Z 07008KT 9999       SCT033   32/22 Q1011=
",SBGL
1677880800000,"METAF SBGL 032200Z 07008KT CAVOK 31/22 Q1012=
",SBGL
1677884400000,"METAF SBGL 032300Z 07007KT CAVOK 30/22 Q1012=
",SBGL
1677801600000,"METAF SBGR 030000Z 07003KT CAVOK 23/19 Q1014=
",SBGR
1677805200000,"METAF SBGR 030100Z 05004KT 8000       FEW023   23/18 Q1015=
",SBGR
1677808800000,"METAF SBGR 030200Z 05005KT 7000       FEW020   22/18 Q1015=
",SBGR
1677812400000,"METAF SBGR 030300Z 05004KT 5000     BR SCT019   21/19 Q1015=
",SBGR
1677816000000,"METAF SBGR 030400Z 03004KT 5000     BR SCT020   21/18 Q1015=
",SBGR
1677819600000,"METAF SBGR 030500Z 03004KT 5000     BR SCT022   21/18 Q1014=
",SBGR
1677823200000,"METAF SBGR 030600Z  35003KT 7000       FEW033   20/16 Q1014=
",SBGR
1677826800000,"METAF SBGR 030700Z 01003KT 8000       FEW033   20/16 Q1014=
",SBGR
1677830400000,"METAF SBGR 030800Z 02004KT CAVOK 20/15 Q1014=
",SBGR
1677834000000,"METAF SBGR 030900Z 02003KT CAVOK 20/15 Q1014=
",SBGR
1677837600000,"METAF SBGR 031000Z 02002KT CAVOK 21/15 Q1015=
",SBGR
1677841200000,"METAF SBGR 031100Z 06002KT CAVOK 23/16 Q1016=
",SBGR
1677844800000,"METAF SBGR 031200Z 04001KT CAVOK 24/16 Q1016=
",SBGR
1677848400000,"METAF SBGR 031300Z 03002KT CAVOK 26/16 Q1016=
",SBGR
1677852000000,"METAF SBGR 031400Z  36004KT CAVOK 28/15 Q1015=
",SBGR
1677855600000,"METAF SBGR 031500Z  35005KT CAVOK 29/15 Q1015=
",SBGR
1677859200000,"METAF SBGR 031600Z  34005KT CAVOK 30/15 Q1014=
",SBGR
1677862800000,"METAF SBGR 031700Z  34005KT CAVOK 30/15 Q1013=
",SBGR
1677866400000,"METAF SBGR 031800Z  34005KT CAVOK 31/15 Q1012=
",SBGR
1677870000000,"METAF SBGR 031900Z  33005KT CAVOK 31/16 Q1011=
",SBGR
1677873600000,"METAF SBGR 032000Z  32002KT CAVOK 30/16 Q1011=
",SBGR
1677877200000,"METAF SBGR 032100Z  14004KT CAVOK 28/18 Q1011=
",SBGR
1677880800000,"METAF SBGR 032200Z  11006KT 9999       FEW029   26/19 Q1012=
",SBGR
1677884400000,"METAF SBGR 032300Z 09008KT 9999       SCT023   25/20 Q1013=
",SBGR
1677801600000,"METAF SBKP 030000Z  11004KT 9999       FEW033   23/18 Q1013=
",SBKP
1677805200000,"METAF SBKP 030100Z 09005KT 9999       FEW033   23/17 Q1014=
",SBKP
1677808800000,"METAF SBKP 030200Z 09007KT 9999       FEW033   23/18 Q1014=
",SBKP
