hora,metaf,aero
1660953600000,"METAF SBBR 200000Z  16007KT CAVOK 20/08 Q1021=
",SBBR
1660957200000,"METAF SBBR 200100Z  19009KT CAVOK 19/08 Q1018=
",SBBR
1660960800000,"METAF SBBR 200200Z  18010KT CAVOK 18/09 Q1018=
",SBBR
1660964400000,"METAF SBBR 200300Z  18006KT CAVOK 16/09 Q1018=
",SBBR
1660968000000,"METAF SBBR 200400Z  20006KT CAVOK 15/10 Q1018=
",SBBR
1660971600000,"METAF SBBR 200500Z  22006KT CAVOK 14/10 Q1018=
",SBBR
1660975200000,"METAF SBBR 200600Z  20007KT CAVOK 13/10 Q1019=
",SBBR
1660978800000,"METAF SBBR 200700Z  16005KT 3000     BR FEW033   12/10 Q1017=
",SBBR
1660982400000,"METAF SBBR 200800Z  18004KT 4000     BR FEW033   11/09 Q1016=
",SBBR
1660986000000,"METAF SBBR 200900Z  15003KT 5000     BR FEW033   11/08 Q1018=
",SBBR
1660989600000,"METAF SBBR 201000Z 07007KT CAVOK 12/08 Q1019=
",SBBR
1660993200000,"METAF SBBR 201100Z 08021KT 9999       SCT033   16/07 Q1022=
",SBBR
1660996800000,"METAF SBBR 201200Z 08020KT CAVOK 20/08 Q1024=
",SBBR
1661000400000,"METAF SBBR 201300Z 08021KT CAVOK 21/08 Q1022=
",SBBR
1661004000000,"METAF SBBR 201400Z 09020KT CAVOK 22/08 Q1021=
",SBBR
1661007600000,"METAF SBBR 201500Z 09020KT CAVOK 23/07 Q1020=
",SBBR
1661011200000,"METAF SBBR 201600Z 08019KT CAVOK 24/07 Q1020=
",SBBR
1661014800000,"METAF SBBR 201700Z 09019KT CAVOK 25/06 Q1020=
",SBBR
1661018400000,"METAF SBBR 201800Z  10013KT CAVOK 26/06 Q1020=
",SBBR
1661022000000,"METAF SBBR 201900Z 09013KT CAVOK 26/05 Q1018=
",SBBR
1661025600000,"METAF SBBR 202000Z  10014KT CAVOK 25/05 Q1017=
",SBBR
1661029200000,"METAF SBBR 202100Z  11011KT CAVOK 23/05 Q1017=
",SBBR
1661032800000,"METAF SBBR 202200Z  11009KT CAVOK 21/05 Q1019=
",SBBR
1661036400000,"METAF SBBR 202300Z  11009KT CAVOK 20/05 Q1021=
",SBBR
1660953600000,"METAF SBCF 200000Z  13021KT 9999       BKN033   16/11 Q1022=
",SBCF
1660957200000,"METAF SBCF 200100Z  12018KT 9999       BKN033   14/10 Q1023=
",SBCF
1660960800000,"METAF SBCF 200200Z  12017KT 9999       BKN033   14/09 Q1024=
",SBCF
1660964400000,"METAF SBCF 200300Z  12015KT 8000       OVC033   13/09 Q1024=
",SBCF
1660968000000,"METAF SBCF 200400Z  12013KT 6000       OVC033   13/09 Q1024=
",SBCF
1660971600000,"METAF SBCF 200500Z  12012KT 5000     BR BKN033   12/09 Q1024=
",SBCF
1660975200000,"METAF SBCF 200600Z  12014KT 5000     BR OVC033   13/10 Q1023=
",SBCF
1660978800000,"METAF SBCF 200700Z  12018KT 6000       OVC033   14/10 Q1023=
",SBCF
1660982400000,"METAF SBCF 200800Z  13015KT 8000       OVC033   13/10 Q1024=
",SBCF
1660986000000,"METAF SBCF 200900Z  13016KT 9000       OVC033   13/09 Q1025=
",SBCF
1660989600000,"METAF SBCF 201000Z  13014KT 9000       OVC033   13/09 Q1025=
",SBCF
1660993200000,"METAF SBCF 201100Z  13016KT 9999       BKN033   14/09 Q1026=
",SBCF
1660996800000,"METAF SBCF 201200Z  12018KT 9999       OVC033   17/10 Q1026=
",SBCF
1661000400000,"METAF SBCF 201300Z  12019KT 9999       OVC033   18/09 Q1026=
",SBCF
1661004000000,"METAF SBCF 201400Z  13018KT 9999       BKN033   19/09 Q1027=
",SBCF
1661007600000,"METAF SBCF 201500Z  12016KT 9999       FEW033   20/09 Q1027=
",SBCF
1661011200000,"METAF SBCF 201600Z  12015KT CAVOK 21/09 Q1025=
",SBCF
1661014800000,"METAF SBCF 201700Z  13015KT CAVOK 22/09 Q1024=
",SBCF
1661018400000,"METAF SBCF 201800Z  12013KT CAVOK 23/09 Q1023=
",SBCF
1661022000000,"METAF SBCF 201900Z  12016KT CAVOK 23/09 Q1022=
",SBCF
1661025600000,"METAF SBCF 202000Z  13016KT CAVOK 22/09 Q1024=
",SBCF
1661029200000,"METAF SBCF 202100Z  13013KT CAVOK 19/09 Q1025=
",SBCF
1661032800000,"METAF SBCF 202200Z  13012KT 9999       FEW033   17/09 Q1025=
",SBCF
1661036400000,"METAF SBCF 202300Z  13011KT CAVOK 16/09 Q1026=
",SBCF
1660953600000,"METAF SBCT 200000Z 07004KT 3000     BR SCT029   03/02 Q1028=
",SBCT
1660957200000,"METAF SBCT 200100Z 05004KT 3000     BR SCT029   03/02 Q1029=
",SBCT
1660960800000,"METAF SBCT 200200Z 06005KT 2000     BR BKN029   03/01 Q1029=
",SBCT
1660964400000,"METAF SBCT 200300Z 08004KT 3000     BR BKN029   03/02 Q1024=
",SBCT
1660968000000,"METAF SBCT 200400Z 08004KT 3000     BR SCT031   04/02 Q1028=
",SBCT
1660971600000,"METAF SBCT 200500Z 06004KT 3000     BR SCT031   04/02 Q1029=
",SBCT
1660975200000,"METAF SBCT 200600Z 02002KT 1000     BR OVC029   02/01 Q1029=
",SBCT
1660978800000,"METAF SBCT 200700Z 04004KT 1000     BR OVC029   02/01 Q1028=
",SBCT
1660982400000,"METAF SBCT 200800Z 04004KT 1000     BR BKN030   01/00 Q1029=
",SBCT
1660986000000,"METAF SBCT 200900Z 05004KT 2000     BR BKN029   01/00 Q1022=
",SBCT
1660989600000,"METAF SBCT 201000Z 04004KT CAVOK 01/M01 Q1027=
",SBCT
1660993200000,"METAF SBCT 201100Z 07004KT CAVOK 05/M02 Q1029=
",SBCT
1660996800000,"METAF SBCT 201200Z 06006KT 9999       FEW028   07/03 Q1029=
",SBCT
1661000400000,"METAF SBCT 201300Z 06007KT CAVOK 010/03 Q1030=
",SBCT
1661004000000,"METAF SBCT 201400Z 05007KT CAVOK 13/03 Q1032=
",SBCT
1661007600000,"METAF SBCT 201500Z 06005KT CAVOK 14/03 Q1025=
",SBCT
1661011200000,"METAF SBCT 201600Z 05006KT CAVOK 16/04 Q1028=
",SBCT
1661014800000,"METAF SBCT 201700Z 07007KT CAVOK 15/06 Q1029=
",SBCT
1661018400000,"METAF SBCT 201800Z 07007KT 9999       SCT011   12/06 Q1026=
",SBCT
1661022000000,"METAF SBCT 201900Z 06007KT 9999       FEW033   12/06 Q1027=
",SBCT
1661025600000,"METAF SBCT 202000Z 07007KT 9999       FEW033   12/07 Q1029=
",SBCT
1661029200000,"METAF SBCT 202100Z 08004KT 5000     BR SCT033   010/07 Q1022=
",SBCT
