hora,metaf,aero
1683244800000,"METAF SBBR 050000Z  14004KT CAVOK 21/11 Q1017=
",SBBR
1683248400000,"METAF SBBR 050100Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683252000000,"METAF SBBR 050200Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683255600000,"METAF SBBR 050300Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683259200000,"METAF SBBR 050400Z  10003KT CAVOK 19/11 Q1016=
",SBBR
1683262800000,"METAF SBBR 050500Z  10003KT CAVOK 19/11 Q1016=
",SBBR
1683266400000,"METAF SBBR 050600Z  10003KT CAVOK 18/12 Q1016=
",SBBR
1683270000000,"METAF SBBR 050700Z 08003KT CAVOK 17/12 Q1016=
",SBBR
1683273600000,"METAF SBBR 050800Z 08003KT CAVOK 17/12 Q1016=
",SBBR
1683277200000,"METAF SBBR 050900Z  10003KT CAVOK 17/12 Q1017=
",SBBR
1683280800000,"METAF SBBR 051000Z  13003KT CAVOK 17/12 Q1018=
",SBBR
1683284400000,"METAF SBBR 051100Z  13005KT CAVOK 19/12 Q1019=
",SBBR
1683288000000,"METAF SBBR 051200Z  11006KT CAVOK 21/12 Q1020=
",SBBR
1683291600000,"METAF SBBR 051300Z 09007KT CAVOK 23/12 Q1020=
",SBBR
1683295200000,"METAF SBBR 051400Z 09007KT CAVOK 25/12 Q1020=
",SBBR
1683298800000,"METAF SBBR 051500Z 09006KT CAVOK 26/12 Q1019=
",SBBR
1683302400000,"METAF SBBR 051600Z  10006KT CAVOK 27/11 Q1018=
",SBBR
1683306000000,"METAF SBBR 051700Z  11005KT CAVOK 27/11 Q1016=
",SBBR
1683309600000,"METAF SBBR 051800Z  11006KT CAVOK 28/11 Q1015=
",SBBR
1683313200000,"METAF SBBR 051900Z  11006KT CAVOK 28/11 Q1014=
",SBBR
1683316800000,"METAF SBBR 052000Z  12007KT CAVOK 28/11 Q1015=
",SBBR
1683320400000,"METAF SBBR 052100Z  13007KT CAVOK 27/11 Q1015=
",SBBR
1683324000000,"METAF SBBR 052200Z  13006KT CAVOK 26/10 Q1016=
",SBBR
1683327600000,"METAF SBBR 052300Z  12006KT CAVOK 25/10 Q1016=
",SBBR
1683244800000,"METAF SBCF 050000Z  14007KT CAVOK 20/13 Q1018=
",SBCF
1683248400000,"METAF SBCF 050100Z  11005KT CAVOK 18/15 Q1018=
",SBCF
1683252000000,"METAF SBCF 050200Z  12005KT 4000     BR FEW033   18/15 Q1019=
",SBCF
1683255600000,"METAF SBCF 050300Z  12005KT 3000     BR FEW033   17/15 Q1018=
",SBCF
1683259200000,"METAF SBCF 050400Z  13005KT 3000     BR SCT033   17/15 Q1018=
",SBCF
1683262800000,"METAF SBCF 050500Z  13005KT 2000     BR SCT033   16/14 Q1017=
",SBCF
1683266400000,"METAF SBCF 050600Z  12005KT 2000     BR SCT033   15/14 Q1017=
",SBCF
