hora,metaf,aero
1668643200000,"METAF SBGL 170000Z  20004KT 9999       FEW028   23/17 Q1021=
",SBGL
1668646800000,"METAF SBGL 170100Z  20004KT 9999       FEW027   23/16 Q1017=
",SBGL
1668650400000,"METAF SBGL 170200Z  18004KT 9999       FEW027   22/16 Q1017=
",SBGL
1668654000000,"METAF SBGL 170300Z  22003KT 9999       FEW028   22/16 Q1021=
",SBGL
1668657600000,"METAF SBGL 170400Z  27003KT 9999       FEW026   21/16 Q1017=
",SBGL
1668661200000,"METAF SBGL 170500Z  32003KT 9999       SCT031   21/16 Q1015=
",SBGL
1668664800000,"METAF SBGL 170600Z  29005KT 8000       SCT021   20/16 Q1019=
",SBGL
1668668400000,"METAF SBGL 170700Z  30004KT 7000       SCT020   19/16 Q1012=
",SBGL
1668672000000,"METAF SBGL 170800Z  30004KT 8000       SCT020   19/15 Q1014=
",SBGL
1668675600000,"METAF SBGL 170900Z  30005KT 9999       SCT025   20/15 Q1020=
",SBGL
1668679200000,"METAF SBGL 171000Z  31005KT 9999       SCT025   21/15 Q1017=
",SBGL
1668682800000,"METAF SBGL 171100Z  31004KT 9999       SCT029   23/15 Q1016=
",SBGL
1668686400000,"METAF SBGL 171200Z  23005KT 9999       FEW033   25/15 Q1021=
",SBGL
1668690000000,"METAF SBGL 171300Z  20006KT 9999       FEW033   25/15 Q1014=
",SBGL
1668693600000,"METAF SBGL 171400Z  18008KT CAVOK 26/14 Q1015=
",SBGL
1668697200000,"METAF SBGL 171500Z  19008KT CAVOK 26/14 Q1020=
",SBGL
1668700800000,"METAF SBGL 171600Z  19008KT CAVOK 26/13 Q1016=
",SBGL
1668704400000,"METAF SBGL 171700Z  19009KT CAVOK 26/13 Q1015=
",SBGL
1668708000000,"METAF SBGL 171800Z  18009KT CAVOK 26/15 Q1016=
",SBGL
1668711600000,"METAF SBGL 171900Z  18009KT CAVOK 25/15 Q1011=
",SBGL
1668715200000,"METAF SBGL 172000Z  18010KT CAVOK 25/16 Q1013=
",SBGL
1668718800000,"METAF SBGL 172100Z  17006KT 9999       FEW033   24/16 Q1018=
",SBGL
1668722400000,"METAF SBGL 172200Z  16005KT 9999       BKN030   24/16 Q1016=
",SBGL
1668726000000,"METAF SBGL 172300Z  12004KT 9999       BKN029   23/16 Q1015=
",SBGL
1668643200000,"METAF SBGR 170000Z  11008KT CAVOK 18/08 Q1020=
",SBGR
1668646800000,"METAF SBGR 170100Z  11007KT CAVOK 17/07 Q1017=
",SBGR
1668650400000,"METAF SBGR 170200Z 09008KT CAVOK 17/07 Q1017=
",SBGR
1668654000000,"METAF SBGR 170300Z 08007KT CAVOK 16/07 Q1022=
",SBGR
1668657600000,"METAF SBGR 170400Z 07008KT CAVOK 16/08 Q1017=
",SBGR
1668661200000,"METAF SBGR 170500Z 07008KT CAVOK 15/06 Q1013=
",SBGR
1668664800000,"METAF SBGR 170600Z 08006KT CAVOK 15/07 Q1017=
",SBGR
1668668400000,"METAF SBGR 170700Z 08004KT CAVOK 14/07 Q1013=
",SBGR
1668672000000,"METAF SBGR 170800Z 09003KT CAVOK 14/07 Q1014=
",SBGR
1668675600000,"METAF SBGR 170900Z 06004KT CAVOK 15/08 Q1020=
",SBGR
1668679200000,"METAF SBGR 171000Z 06005KT CAVOK 17/08 Q1016=
",SBGR
1668682800000,"METAF SBGR 171100Z 08006KT CAVOK 19/08 Q1014=
",SBGR
1668686400000,"METAF SBGR 171200Z  10006KT CAVOK 20/08 Q1020=
",SBGR
1668690000000,"METAF SBGR 171300Z  15004KT CAVOK 22/07 Q1015=
",SBGR
1668693600000,"METAF SBGR 171400Z  16004KT CAVOK 24/07 Q1016=
",SBGR
1668697200000,"METAF SBGR 171500Z  20003KT CAVOK 25/07 Q1021=
",SBGR
1668700800000,"METAF SBGR 171600Z  21003KT CAVOK 26/06 Q1015=
",SBGR
1668704400000,"METAF SBGR 171700Z  21003KT CAVOK 27/06 Q1012=
",SBGR
1668708000000,"METAF SBGR 171800Z  15010KT 9999       BKN033   23/13 Q1016=
",SBGR
1668711600000,"METAF SBGR 171900Z  16009KT 9999       SCT033   23/13 Q1012=
",SBGR
1668715200000,"METAF SBGR 172000Z  16009KT 9999       FEW033   22/13 Q1013=
",SBGR
1668718800000,"METAF SBGR 172100Z  16008KT 9999       FEW030   21/14 Q1018=
",SBGR
1668722400000,"METAF SBGR 172200Z  14006KT 9999       FEW024   19/13 Q1014=
",SBGR
