hora,metaf,aero
1664582400000,"METAF SBGL 010000Z 07005KT 9999       OVC033   19/15 Q1021=
",SBGL
1664586000000,"METAF SBGL 010100Z 06005KT 9000       BKN033   19/15 Q1021=
",SBGL
1664589600000,"METAF SBGL 010200Z 06005KT 8000       BKN033   18/14 Q1019=
",SBGL
1664593200000,"METAF SBGL 010300Z 06007KT 9000       SCT033   19/14 Q1023=
",SBGL
1664596800000,"METAF SBGL 010400Z  10002KT 9000       BKN033   18/14 Q1020=
",SBGL
1664600400000,"METAF SBGL 010500Z  11005KT 8000       OVC011   18/14 Q1019=
",SBGL
1664604000000,"METAF SBGL 010600Z  10003KT 7000       OVC033   18/14 Q1018=
",SBGL
1664607600000,"METAF SBGL 010700Z 08004KT 7000       BKN012   18/14 Q1017=
",SBGL
1664611200000,"METAF SBGL 010800Z 07002KT 6000       OVC011   17/14 Q1017=
",SBGL
1664614800000,"METAF SBGL 010900Z 02002KT 7000       OVC011   18/14 Q1022=
",SBGL
1664618400000,"METAF SBGL 011000Z 03002KT 9999       BKN010   19/14 Q1019=
",SBGL
1664622000000,"METAF SBGL 011100Z 04001KT 9999       BKN010   21/14 Q1019=
",SBGL
1664625600000,"METAF SBGL 011200Z 06002KT 9999       BKN010   22/15 Q1020=
",SBGL
1664629200000,"METAF SBGL 011300Z  14003KT 9999       SCT010   23/15 Q1019=
",SBGL
1664632800000,"METAF SBGL 011400Z  13005KT 9999       SCT010   24/15 Q1018=
",SBGL
1664636400000,"METAF SBGL 011500Z  14007KT 9999       FEW010   26/15 Q1020=
",SBGL
1664640000000,"METAF SBGL 011600Z  14009KT 9999       BKN010   26/16 Q1017=
",SBGL
1664643600000,"METAF SBGL 011700Z  13010KT 9999       SCT010   26/16 Q1015=
",SBGL
1664647200000,"METAF SBGL 011800Z  13010KT 9999       BKN033   26/16 Q1016=
",SBGL
1664650800000,"METAF SBGL 011900Z  12012KT 9999       BKN033   26/16 Q1013=
",SBGL
1664654400000,"METAF SBGL 012000Z  10011KT 9999       BKN033   25/17 Q1014=
",SBGL
1664658000000,"METAF SBGL 012100Z 09009KT 9999       BKN033   25/16 Q1018=
",SBGL
1664661600000,"METAF SBGL 012200Z 08008KT 9999       SCT033   23/16 Q1016=
",SBGL
1664665200000,"METAF SBGL 012300Z 09008KT 9999       SCT033   22/16 Q1017=
",SBGL
1664582400000,"METAF SBGR 010000Z 07007KT 3000  - RABR OVC033   16/14 Q1019=
",SBGR
1664586000000,"METAF SBGR 010100Z  11005KT 1000  - RABR OVC033   15/14 Q1018=
",SBGR
1664589600000,"METAF SBGR 010200Z  11004KT 1000    RABR OVC033   14/14 Q1018=
",SBGR
1664593200000,"METAF SBGR 010300Z  13004KT 1000    RABR OVC033   14/14 Q1022=
",SBGR
1664596800000,"METAF SBGR 010400Z  13004KT 0600 FG  RA  OVC033   14/13 Q1017=
",SBGR
1664600400000,"METAF SBGR 010500Z  12003KT 0400 FG     OVC033   14/14 Q1017=
",SBGR
1664604000000,"METAF SBGR 010600Z  14002KT 0250 FG     OVC033   13/13 Q1018=
",SBGR
1664607600000,"METAF SBGR 010700Z 08004KT 0250 FG     OVC033   13/13 Q1016=
",SBGR
1664611200000,"METAF SBGR 010800Z 08004KT 0250 FG     OVC033   13/13 Q1016=
",SBGR
1664614800000,"METAF SBGR 010900Z 09003KT 0250 FG     OVC033   13/13 Q1020=
",SBGR
1664618400000,"METAF SBGR 011000Z 08003KT 1000     BR OVC033   14/13 Q1017=
",SBGR
1664622000000,"METAF SBGR 011100Z 04003KT 3000    RABR OVC033   16/14 Q1018=
",SBGR
1664625600000,"METAF SBGR 011200Z  11003KT 8000       OVC033   18/14 Q1020=
",SBGR
1664629200000,"METAF SBGR 011300Z 09002KT 9999       OVC025   20/15 Q1017=
",SBGR
1664632800000,"METAF SBGR 011400Z  34001KT 9999    RA  OVC028   22/15 Q1017=
",SBGR
1664636400000,"METAF SBGR 011500Z  30005KT 9999    RA  BKN033   25/15 Q1020=
",SBGR
