hora,metaf,aero
1664928000000,"METAF SBGL 050000Z 09002KT 6000       OVC033   21/18 Q1017=
",SBGL
1664931600000,"METAF SBGL 050100Z 08003KT 4000     BR OVC033   20/18 Q1012=
",SBGL
1664935200000,"METAF SBGL 050200Z 07002KT 3000     BR OVC033   20/18 Q1012=
",SBGL
1664938800000,"METAF SBGL 050300Z 08001KT 3000     BR OVC033   20/18 Q1018=
",SBGL
1664942400000,"METAF SBGL 050400Z  10002KT 2000     BR OVC033   20/18 Q1015=
",SBGL
1664946000000,"METAF SBGL 050500Z 09002KT 2000     BR OVC033   19/18 Q1013=
",SBGL
1664949600000,"METAF SBGL 050600Z 08001KT 1000     BR OVC033   19/18 Q1015=
",SBGL
1664953200000,"METAF SBGL 050700Z  16001KT 0750 FG     OVC033   19/18 Q1012=
",SBGL
1664956800000,"METAF SBGL 050800Z 07001KT 0500 FG     OVC033   18/18 Q1011=
",SBGL
1664960400000,"METAF SBGL 050900Z 01001KT 1000     BR OVC033   19/18 Q1019=
",SBGL
1664964000000,"METAF SBGL 051000Z 04002KT 2000     BR OVC033   20/18 Q1016=
",SBGL
1664967600000,"METAF SBGL 051100Z 05003KT 6000       OVC033   21/18 Q1014=
",SBGL
1664971200000,"METAF SBGL 051200Z  14004KT 9999       OVC033   23/18 Q1020=
",SBGL
1664974800000,"METAF SBGL 051300Z  15006KT 9999       OVC020   24/18 Q1015=
",SBGL
1664978400000,"METAF SBGL 051400Z  14007KT 9999       OVC024   24/18 Q1014=
",SBGL
1664982000000,"METAF SBGL 051500Z  15007KT 9999       BKN032   26/18 Q1018=
",SBGL
1664985600000,"METAF SBGL 051600Z  15007KT 9999       BKN033   26/17 Q1015=
",SBGL
1664989200000,"METAF SBGL 051700Z  14008KT 9999       SCT033   26/17 Q1011=
",SBGL
1664992800000,"METAF SBGL 051800Z  15010KT 9999       BKN033   25/18 Q1014=
",SBGL
1664996400000,"METAF SBGL 051900Z  14010KT 9999       BKN033   24/17 Q1011=
",SBGL
1665000000000,"METAF SBGL 052000Z  13009KT 9999       OVC033   23/18 Q1011=
",SBGL
1665003600000,"METAF SBGL 052100Z  13009KT 9999       BKN033   23/18 Q1018=
",SBGL
1665007200000,"METAF SBGL 052200Z  10008KT 9000       OVC033   22/18 Q1016=
",SBGL
1665010800000,"METAF SBGL 052300Z 09007KT 8000       OVC033   22/18 Q1014=
",SBGL
1664928000000,"METAF SBGR 050000Z  10005KT 1000     BR OVC033   15/15 Q1016=
",SBGR
1664931600000,"METAF SBGR 050100Z  12003KT 1000     BR OVC033   15/14 Q1012=
",SBGR
1664935200000,"METAF SBGR 050200Z  13004KT 0800 FG     OVC033   15/14 Q1010=
",SBGR
1664938800000,"METAF SBGR 050300Z  15004KT 1000     BR OVC033   15/14 Q1017=
",SBGR
1664942400000,"METAF SBGR 050400Z  13003KT 0350 FG     OVC033   15/14 Q1014=
",SBGR
1664946000000,"METAF SBGR 050500Z 08004KT 0300 FG     OVC033   14/14 Q1011=
",SBGR
1664949600000,"METAF SBGR 050600Z 09003KT 0450 FG     OVC033   14/14 Q1015=
",SBGR
1664953200000,"METAF SBGR 050700Z  12003KT 0250 FG     OVC033   14/14 Q1011=
",SBGR
1664956800000,"METAF SBGR 050800Z 08004KT 0250 FG     OVC033   14/14 Q1010=
",SBGR
1664960400000,"METAF SBGR 050900Z 08003KT 0250 FG     OVC033   14/14 Q1017=
",SBGR
1664964000000,"METAF SBGR 051000Z 06004KT 0650 FG     OVC033   15/14 Q1014=
",SBGR
1664967600000,"METAF SBGR 051100Z 05003KT 4000     BR BKN033   18/15 Q1012=
",SBGR
1664971200000,"METAF SBGR 051200Z 08005KT 9999       OVC033   19/15 Q1019=
",SBGR
1664974800000,"METAF SBGR 051300Z 09004KT 9999       OVC033   21/15 Q1015=
",SBGR
1664978400000,"METAF SBGR 051400Z 07003KT 9999       OVC027   23/15 Q1012=
",SBGR
1664982000000,"METAF SBGR 051500Z  27001KT 9999       BKN033   25/16 Q1017=
",SBGR
1664985600000,"METAF SBGR 051600Z  28004KT CAVOK 27/15 Q1014=
",SBGR
1664989200000,"METAF SBGR 051700Z  28007KT CAVOK 28/14 Q1009=
",SBGR
1664992800000,"METAF SBGR 051800Z  17003KT CAVOK 27/14 Q1014=
",SBGR
1664996400000,"METAF SBGR 051900Z  15011KT 9999       FEW028   24/16 Q1010=
",SBGR
