hora,metaf,aero
1660867200000,"METAF SBBR 190000Z  36005KT CAVOK 19/04 Q1016=
",SBBR
1660870800000,"METAF SBBR 190100Z  35008KT CAVOK 19/04 Q1017=
",SBBR
1660874400000,"METAF SBBR 190200Z  35008KT CAVOK 18/04 Q1017=
",SBBR
1660878000000,"METAF SBBR 190300Z  34008KT CAVOK 18/04 Q1016=
",SBBR
1660881600000,"METAF SBBR 190400Z  34008KT CAVOK 18/04 Q1016=
",SBBR
1660885200000,"METAF SBBR 190500Z  26007KT CAVOK 20/04 Q1017=
",SBBR
1660888800000,"METAF SBBR 190600Z  22012KT CAVOK 15/09 Q1018=
",SBBR
1660892400000,"METAF SBBR 190700Z  23010KT 3000     BR BKN033   13/11 Q1018=
",SBBR
1660896000000,"METAF SBBR 190800Z  21011KT 1000     BR BKN033   12/11 Q1018=
",SBBR
1660899600000,"METAF SBBR 190900Z  22008KT 1000     BR OVC033   12/11 Q1018=
",SBBR
1660903200000,"METAF SBBR 191000Z  22006KT 2000     BR BKN033   12/11 Q1019=
",SBBR
1660906800000,"METAF SBBR 191100Z  20008KT CAVOK 15/10 Q1020=
",SBBR
1660910400000,"METAF SBBR 191200Z  20006KT CAVOK 20/11 Q1021=
",SBBR
1660914000000,"METAF SBBR 191300Z  18005KT CAVOK 22/10 Q1020=
",SBBR
1660917600000,"METAF SBBR 191400Z  18006KT CAVOK 24/09 Q1020=
",SBBR
1660921200000,"METAF SBBR 191500Z  16005KT CAVOK 25/08 Q1018=
",SBBR
1660924800000,"METAF SBBR 191600Z  12003KT CAVOK 26/08 Q1017=
",SBBR
1660928400000,"METAF SBBR 191700Z 09005KT CAVOK 27/07 Q1017=
",SBBR
1660932000000,"METAF SBBR 191800Z 09005KT CAVOK 28/07 Q1017=
",SBBR
1660935600000,"METAF SBBR 191900Z 09004KT CAVOK 28/06 Q1014=
",SBBR
1660939200000,"METAF SBBR 192000Z  12005KT CAVOK 28/06 Q1014=
",SBBR
1660942800000,"METAF SBBR 192100Z  12004KT CAVOK 26/07 Q1014=
",SBBR
1660946400000,"METAF SBBR 192200Z  11007KT CAVOK 27/06 Q1015=
",SBBR
1660950000000,"METAF SBBR 192300Z  10009KT CAVOK 26/06 Q1017=
",SBBR
1660867200000,"METAF SBCF 190000Z 08006KT CAVOK 17/08 Q1017=
",SBCF
1660870800000,"METAF SBCF 190100Z 08007KT CAVOK 16/09 Q1019=
",SBCF
1660874400000,"METAF SBCF 190200Z 07005KT CAVOK 15/09 Q1020=
",SBCF
1660878000000,"METAF SBCF 190300Z  11004KT CAVOK 15/09 Q1019=
",SBCF
1660881600000,"METAF SBCF 190400Z  10006KT CAVOK 14/10 Q1017=
",SBCF
1660885200000,"METAF SBCF 190500Z 08005KT CAVOK 13/09 Q1019=
",SBCF
1660888800000,"METAF SBCF 190600Z  10006KT CAVOK 13/09 Q1017=
",SBCF
1660892400000,"METAF SBCF 190700Z 09005KT CAVOK 12/09 Q1018=
",SBCF
1660896000000,"METAF SBCF 190800Z  12002KT 6000       FEW033   12/09 Q1019=
",SBCF
1660899600000,"METAF SBCF 190900Z  14005KT 4000     BR FEW033   11/09 Q1019=
",SBCF
1660903200000,"METAF SBCF 191000Z  12006KT 5000     BR SCT033   14/11 Q1019=
",SBCF
1660906800000,"METAF SBCF 191100Z  10004KT CAVOK 18/11 Q1021=
",SBCF
1660910400000,"METAF SBCF 191200Z  14002KT CAVOK 21/09 Q1021=
",SBCF
1660914000000,"METAF SBCF 191300Z 06002KT CAVOK 23/08 Q1021=
",SBCF
1660917600000,"METAF SBCF 191400Z  16000KT CAVOK 25/08 Q1022=
",SBCF
1660921200000,"METAF SBCF 191500Z  15004KT CAVOK 27/07 Q1020=
",SBCF
1660924800000,"METAF SBCF 191600Z  13005KT CAVOK 27/06 Q1018=
",SBCF
1660928400000,"METAF SBCF 191700Z  13006KT CAVOK 28/07 Q1018=
",SBCF
1660932000000,"METAF SBCF 191800Z  11014KT CAVOK 29/09 Q1016=
",SBCF
1660935600000,"METAF SBCF 191900Z  10017KT CAVOK 28/09 Q1017=
",SBCF
1660939200000,"METAF SBCF 192000Z  11021KT CAVOK 26/11 Q1019=
",SBCF
1660942800000,"METAF SBCF 192100Z  12018KT CAVOK 21/12 Q1019=
",SBCF
1660946400000,"METAF SBCF 192200Z  13020KT 9999       BKN033   18/10 Q1021=
",SBCF
