hora,metaf,aero
1657584000000,"METAF SBGL 120000Z 08013KT CAVOK 24/17 Q1014=
",SBGL
1657587600000,"METAF SBGL 120100Z 08011KT CAVOK 24/17 Q1014=
",SBGL
1657591200000,"METAF SBGL 120200Z 09010KT CAVOK 23/17 Q1015=
",SBGL
1657594800000,"METAF SBGL 120300Z 08007KT CAVOK 23/17 Q1013=
",SBGL
1657598400000,"METAF SBGL 120400Z  12006KT CAVOK 23/17 Q1013=
",SBGL
1657602000000,"METAF SBGL 120500Z  14003KT CAVOK 23/17 Q1013=
",SBGL
1657605600000,"METAF SBGL 120600Z  13003KT CAVOK 21/16 Q1013=
",SBGL
1657609200000,"METAF SBGL 120700Z  22001KT CAVOK 22/15 Q1013=
",SBGL
1657612800000,"METAF SBGL 120800Z  27003KT CAVOK 22/15 Q1014=
",SBGL
1657616400000,"METAF SBGL 120900Z  34006KT CAVOK 23/15 Q1012=
",SBGL
1657620000000,"METAF SBGL 121000Z  31004KT CAVOK 23/16 Q1013=
",SBGL
1657623600000,"METAF SBGL 121100Z  31005KT CAVOK 24/16 Q1015=
",SBGL
1657627200000,"METAF SBGL 121200Z  34005KT CAVOK 24/15 Q1014=
",SBGL
1657630800000,"METAF SBGL 121300Z  34009KT CAVOK 25/15 Q1014=
",SBGL
1657634400000,"METAF SBGL 121400Z  31009KT CAVOK 26/14 Q1015=
",SBGL
1657638000000,"METAF SBGL 121500Z  32008KT CAVOK 26/15 Q1013=
",SBGL
1657641600000,"METAF SBGL 121600Z  31008KT CAVOK 27/15 Q1013=
",SBGL
1657645200000,"METAF SBGL 121700Z  32010KT CAVOK 28/14 Q1013=
",SBGL
1657648800000,"METAF SBGL 121800Z  33004KT CAVOK 28/15 Q1010=
",SBGL
1657652400000,"METAF SBGL 121900Z  34006KT CAVOK 28/14 Q1012=
",SBGL
1657656000000,"METAF SBGL 122000Z 01002KT CAVOK 28/14 Q1013=
",SBGL
1657659600000,"METAF SBGL 122100Z 07005KT CAVOK 26/15 Q1013=
",SBGL
1657663200000,"METAF SBGL 122200Z 07007KT CAVOK 25/17 Q1014=
",SBGL
1657666800000,"METAF SBGL 122300Z 07006KT CAVOK 24/17 Q1015=
",SBGL
1657584000000,"METAF SBGR 120000Z  36010KT CAVOK 18/09 Q1014=
",SBGR
1657587600000,"METAF SBGR 120100Z  36013KT CAVOK 19/08 Q1014=
",SBGR
1657591200000,"METAF SBGR 120200Z  35011KT CAVOK 18/07 Q1015=
",SBGR
1657594800000,"METAF SBGR 120300Z  35013KT CAVOK 19/07 Q1014=
",SBGR
1657598400000,"METAF SBGR 120400Z  35011KT CAVOK 18/07 Q1014=
",SBGR
1657602000000,"METAF SBGR 120500Z  35014KT CAVOK 19/07 Q1013=
",SBGR
1657605600000,"METAF SBGR 120600Z  34017KT CAVOK 18/08 Q1012=
",SBGR
1657609200000,"METAF SBGR 120700Z  34016KT CAVOK 17/08 Q1012=
",SBGR
1657612800000,"METAF SBGR 120800Z  34015KT CAVOK 17/07 Q1014=
",SBGR
1657616400000,"METAF SBGR 120900Z  34017KT CAVOK 18/07 Q1013=
",SBGR
1657620000000,"METAF SBGR 121000Z  34009KT CAVOK 16/07 Q1014=
",SBGR
1657623600000,"METAF SBGR 121100Z  35011KT CAVOK 17/08 Q1016=
",SBGR
1657627200000,"METAF SBGR 121200Z  34013KT CAVOK 19/08 Q1014=
",SBGR
1657630800000,"METAF SBGR 121300Z  34014KT CAVOK 21/09 Q1016=
",SBGR
1657634400000,"METAF SBGR 121400Z  33014KT CAVOK 22/09 Q1017=
",SBGR
1657638000000,"METAF SBGR 121500Z  32013KT CAVOK 22/09 Q1016=
",SBGR
1657641600000,"METAF SBGR 121600Z  32014KT CAVOK 23/09 Q1015=
",SBGR
1657645200000,"METAF SBGR 121700Z  32013KT CAVOK 23/09 Q1015=
",SBGR
1657648800000,"METAF SBGR 121800Z  31012KT CAVOK 24/10 Q1011=
",SBGR
1657652400000,"METAF SBGR 121900Z  31011KT CAVOK 25/10 Q1014=
",SBGR
1657656000000,"METAF SBGR 122000Z  30007KT CAVOK 24/11 Q1015=
",SBGR
1657659600000,"METAF SBGR 122100Z  32007KT CAVOK 21/10 Q1014=
",SBGR
1657663200000,"METAF SBGR 122200Z  32007KT CAVOK 20/10 Q1015=
",SBGR
1657666800000,"METAF SBGR 122300Z  31007KT CAVOK 19/10 Q1016=
",SBGR
1657584000000,"METAF SBKP 120000Z 02008KT CAVOK 20/09 Q1014=
",SBKP
1657587600000,"METAF SBKP 120100Z 02009KT CAVOK 19/08 Q1014=
",SBKP
1657591200000,"METAF SBKP 120200Z 01006KT CAVOK 18/08 Q1015=
",SBKP
1657594800000,"METAF SBKP 120300Z 01007KT CAVOK 18/08 Q1015=
",SBKP
1657598400000,"METAF SBKP 120400Z 02008KT CAVOK 18/08 Q1014=
",SBKP
1657602000000,"METAF SBKP 120500Z 01009KT CAVOK 18/07 Q1014=
",SBKP
1657605600000,"METAF SBKP 120600Z 01007KT CAVOK 17/08 Q1013=
",SBKP
1657609200000,"METAF SBKP 120700Z 01011KT CAVOK 17/08 Q1013=
",SBKP
1657612800000,"METAF SBKP 120800Z 01010KT CAVOK 17/08 Q1014=
",SBKP
1657616400000,"METAF SBKP 120900Z 01010KT CAVOK 17/08 Q1014=
",SBKP
1657620000000,"METAF SBKP 121000Z 01009KT CAVOK 16/08 Q1015=
",SBKP
1657623600000,"METAF SBKP 121100Z  36011KT CAVOK 18/08 Q1016=
",SBKP
1657627200000,"METAF SBKP 121200Z 01010KT CAVOK 18/09 Q1013=
",SBKP
1657630800000,"METAF SBKP 121300Z  36011KT CAVOK 21/09 Q1016=
",SBKP
1657634400000,"METAF SBKP 121400Z  35010KT CAVOK 23/08 Q1017=
",SBKP
1657638000000,"METAF SBKP 121500Z  33011KT CAVOK 25/08 Q1016=
",SBKP
1657641600000,"METAF SBKP 121600Z  31010KT CAVOK 25/08 Q1015=
",SBKP
1657645200000,"METAF SBKP 121700Z  30010KT CAVOK 26/08 Q1015=
",SBKP
1657648800000,"METAF SBKP 121800Z  31012KT CAVOK 27/09 Q1010=
",SBKP
1657652400000,"METAF SBKP 121900Z  31012KT CAVOK 27/10 Q1013=
",SBKP
1657656000000,"METAF SBKP 122000Z  30010KT CAVOK 27/10 Q1014=
",SBKP
1657659600000,"METAF SBKP 122100Z  31006KT CAVOK 25/10 Q1014=
",SBKP
1657663200000,"METAF SBKP 122200Z  32005KT CAVOK 24/10 Q1015=
",SBKP
1657666800000,"METAF SBKP 122300Z  34004KT CAVOK 23/10 Q1016=
",SBKP
1657584000000,"METAF SBSP 120000Z  35010KT CAVOK 20/09 Q1014=
",SBSP
1657587600000,"METAF SBSP 120100Z  36010KT CAVOK 20/08 Q1013=
",SBSP
1657591200000,"METAF SBSP 120200Z  36008KT CAVOK 20/08 Q1015=
",SBSP
1657594800000,"METAF SBSP 120300Z  35009KT CAVOK 19/07 Q1013=
",SBSP
1657598400000,"METAF SBSP 120400Z  35008KT CAVOK 19/07 Q1013=
",SBSP
1657602000000,"METAF SBSP 120500Z  35010KT CAVOK 19/07 Q1013=
",SBSP
1657605600000,"METAF SBSP 120600Z  35013KT CAVOK 19/08 Q1011=
",SBSP
1657609200000,"METAF SBSP 120700Z  34017KT CAVOK 19/08 Q1010=
",SBSP
1657612800000,"METAF SBSP 120800Z  34014KT CAVOK 19/08 Q1013=
",SBSP
1657616400000,"METAF SBSP 120900Z  35009KT CAVOK 18/08 Q1013=
",SBSP
1657620000000,"METAF SBSP 121000Z 01006KT CAVOK 17/08 Q1014=
",SBSP
1657623600000,"METAF SBSP 121100Z  34014KT CAVOK 19/07 Q1015=
",SBSP
1657627200000,"METAF SBSP 121200Z  35013KT CAVOK 20/08 Q1013=
",SBSP
1657630800000,"METAF SBSP 121300Z  34014KT CAVOK 22/08 Q1015=
",SBSP
1657634400000,"METAF SBSP 121400Z  34013KT CAVOK 23/08 Q1017=
",SBSP
1657638000000,"METAF SBSP 121500Z  32014KT CAVOK 24/08 Q1015=
",SBSP
1657641600000,"METAF SBSP 121600Z  32012KT CAVOK 24/08 Q1015=
",SBSP
1657645200000,"METAF SBSP 121700Z  32013KT CAVOK 25/08 Q1015=
",SBSP
1657648800000,"METAF SBSP 121800Z  31014KT CAVOK 26/09 Q1011=
",SBSP
1657652400000,"METAF SBSP 121900Z  32013KT CAVOK 26/09 Q1012=
",SBSP
1657656000000,"METAF SBSP 122000Z  31012KT CAVOK 26/10 Q1014=
",SBSP
1657659600000,"METAF SBSP 122100Z  32008KT CAVOK 25/10 Q1013=
",SBSP
1657663200000,"METAF SBSP 122200Z  30005KT CAVOK 24/10 Q1015=
",SBSP
1657666800000,"METAF SBSP 122300Z  27004KT CAVOK 23/10 Q1016=
",SBSP
