hora,metaf,aero
1663200000000,"METAF SBBR 150000Z  36004KT CAVOK 26/01 Q1015=
",SBBR
1663203600000,"METAF SBBR 150100Z  35005KT CAVOK 25/00 Q1013=
",SBBR
1663207200000,"METAF SBBR 150200Z  33005KT CAVOK 24/00 Q1014=
",SBBR
1663210800000,"METAF SBBR 150300Z  31005KT CAVOK 24/00 Q1014=
",SBBR
1663214400000,"METAF SBBR 150400Z  31009KT CAVOK 24/00 Q1012=
",SBBR
1663218000000,"METAF SBBR 150500Z  30008KT CAVOK 24/02 Q1011=
",SBBR
1663221600000,"METAF SBBR 150600Z  27007KT CAVOK 24/05 Q1014=
",SBBR
1663225200000,"METAF SBBR 150700Z  28006KT CAVOK 23/05 Q1013=
",SBBR
1663228800000,"METAF SBBR 150800Z  29006KT CAVOK 23/05 Q1012=
",SBBR
1663232400000,"METAF SBBR 150900Z  27006KT CAVOK 22/05 Q1013=
",SBBR
1663236000000,"METAF SBBR 151000Z  25004KT CAVOK 23/05 Q1013=
",SBBR
1663239600000,"METAF SBBR 151100Z 09002KT CAVOK 24/05 Q1015=
",SBBR
1663243200000,"METAF SBBR 151200Z 09001KT CAVOK 26/05 Q1016=
",SBBR
1663246800000,"METAF SBBR 151300Z  26002KT CAVOK 28/05 Q1017=
",SBBR
1663250400000,"METAF SBBR 151400Z  26003KT CAVOK 29/05 Q1016=
",SBBR
1663254000000,"METAF SBBR 151500Z  26003KT CAVOK 30/05 Q1016=
",SBBR
1663257600000,"METAF SBBR 151600Z  25003KT CAVOK 31/05 Q1015=
",SBBR
1663261200000,"METAF SBBR 151700Z  25003KT CAVOK 31/05 Q1013=
",SBBR
1663264800000,"METAF SBBR 151800Z  28007KT CAVOK 32/03 Q1013=
",SBBR
1663268400000,"METAF SBBR 151900Z  27007KT CAVOK 32/03 Q1012=
",SBBR
1663272000000,"METAF SBBR 152000Z  28006KT CAVOK 32/03 Q1011=
",SBBR
1663275600000,"METAF SBBR 152100Z  27005KT CAVOK 32/03 Q1012=
",SBBR
1663279200000,"METAF SBBR 152200Z  27004KT CAVOK 30/03 Q1011=
",SBBR
1663282800000,"METAF SBBR 152300Z  25004KT CAVOK 29/04 Q1013=
",SBBR
1663200000000,"METAF SBCF 150000Z  14008KT CAVOK 24/02 Q1015=
",SBCF
1663203600000,"METAF SBCF 150100Z  12010KT CAVOK 23/10 Q1013=
",SBCF
1663207200000,"METAF SBCF 150200Z  10017KT CAVOK 22/14 Q1014=
",SBCF
1663210800000,"METAF SBCF 150300Z  12014KT CAVOK 20/15 Q1018=
",SBCF
1663214400000,"METAF SBCF 150400Z  12013KT 6000       SCT025   19/16 Q1015=
",SBCF
1663218000000,"METAF SBCF 150500Z  11012KT 4000     BR OVC020   18/16 Q1015=
",SBCF
1663221600000,"METAF SBCF 150600Z  12008KT 5000     BR SCT019   18/15 Q1014=
",SBCF
1663225200000,"METAF SBCF 150700Z  11006KT 3000     BR BKN022   17/15 Q1013=
",SBCF
1663228800000,"METAF SBCF 150800Z  12007KT 2000     BR BKN025   16/15 Q1014=
",SBCF
1663232400000,"METAF SBCF 150900Z  12009KT 2000     BR BKN023   16/15 Q1017=
",SBCF
1663236000000,"METAF SBCF 151000Z 09011KT 8000       BKN015   18/15 Q1015=
",SBCF
1663239600000,"METAF SBCF 151100Z 08010KT CAVOK 22/14 Q1017=
",SBCF
1663243200000,"METAF SBCF 151200Z 07010KT CAVOK 25/12 Q1017=
",SBCF
1663246800000,"METAF SBCF 151300Z 06009KT CAVOK 27/10 Q1017=
",SBCF
1663250400000,"METAF SBCF 151400Z 04008KT CAVOK 29/08 Q1015=
",SBCF
1663254000000,"METAF SBCF 151500Z 02008KT CAVOK 31/07 Q1015=
",SBCF
1663257600000,"METAF SBCF 151600Z  36008KT CAVOK 32/06 Q1013=
",SBCF
1663261200000,"METAF SBCF 151700Z  35008KT CAVOK 34/03 Q1011=
",SBCF
1663264800000,"METAF SBCF 151800Z  29008KT CAVOK 35/05 Q1011=
",SBCF
1663268400000,"METAF SBCF 151900Z  28009KT CAVOK 35/06 Q1009=
",SBCF
1663272000000,"METAF SBCF 152000Z  27009KT CAVOK 34/06 Q1011=
",SBCF
1663275600000,"METAF SBCF 152100Z  26006KT CAVOK 30/06 Q1013=
",SBCF
