hora,metaf,aero
1662422400000,"METAF SBBR 060000Z  10009KT CAVOK 22/05 Q1020=
",SBBR
1662426000000,"METAF SBBR 060100Z 09008KT CAVOK 21/05 Q1020=
",SBBR
1662465600000,"METAF SBBR 061200Z 07007KT CAVOK 22/10 Q1024=
",SBBR
1662469200000,"METAF SBBR 061300Z 06008KT CAVOK 24/10 Q1021=
",SBBR
1662472800000,"METAF SBBR 061400Z 05008KT CAVOK 25/09 Q1021=
",SBBR
1662476400000,"METAF SBBR 061500Z 06006KT CAVOK 26/08 Q1020=
",SBBR
1662480000000,"METAF SBBR 061600Z 08006KT CAVOK 27/07 Q1018=
",SBBR
1662483600000,"METAF SBBR 061700Z 08005KT CAVOK 28/07 Q1017=
",SBBR
1662487200000,"METAF SBBR 061800Z  12005KT CAVOK 28/07 Q1020=
",SBBR
1662490800000,"METAF SBBR 061900Z  10005KT CAVOK 28/06 Q1017=
",SBBR
1662494400000,"METAF SBBR 062000Z 09005KT CAVOK 28/06 Q1017=
",SBBR
1662498000000,"METAF SBBR 062100Z 09007KT CAVOK 27/06 Q1016=
",SBBR
1662501600000,"METAF SBBR 062200Z 09008KT CAVOK 26/07 Q1016=
",SBBR
1662505200000,"METAF SBBR 062300Z 08007KT CAVOK 25/07 Q1017=
",SBBR
1662422400000,"METAF SBCF 060000Z  10009KT CAVOK 20/12 Q1024=
",SBCF
1662426000000,"METAF SBCF 060100Z  11010KT 9999       FEW033   19/12 Q1025=
",SBCF
1662465600000,"METAF SBCF 061200Z  10008KT 9999       BKN027   21/13 Q1025=
",SBCF
1662469200000,"METAF SBCF 061300Z 08008KT 9999       BKN033   22/13 Q1024=
",SBCF
1662472800000,"METAF SBCF 061400Z 08008KT 9999       FEW033   24/12 Q1025=
",SBCF
1662476400000,"METAF SBCF 061500Z 08008KT CAVOK 26/12 Q1024=
",SBCF
1662480000000,"METAF SBCF 061600Z 07008KT CAVOK 27/11 Q1022=
",SBCF
1662483600000,"METAF SBCF 061700Z 08008KT CAVOK 27/11 Q1020=
",SBCF
1662487200000,"METAF SBCF 061800Z 09008KT CAVOK 28/10 Q1018=
",SBCF
1662490800000,"METAF SBCF 061900Z 09011KT CAVOK 28/11 Q1018=
",SBCF
1662494400000,"METAF SBCF 062000Z 09014KT CAVOK 27/12 Q1020=
",SBCF
1662498000000,"METAF SBCF 062100Z 09012KT CAVOK 24/12 Q1021=
",SBCF
1662501600000,"METAF SBCF 062200Z 08012KT CAVOK 23/12 Q1021=
",SBCF
1662505200000,"METAF SBCF 062300Z 08011KT CAVOK 21/11 Q1022=
",SBCF
1662422400000,"METAF SBCT 060000Z 09006KT 0750 FG     OVC033   12/11 Q1026=
",SBCT
1662426000000,"METAF SBCT 060100Z 09007KT 0800 FG     OVC033   12/11 Q1027=
",SBCT
1662465600000,"METAF SBCT 061200Z 07010KT 3000     BR OVC033   14/12 Q1030=
",SBCT
1662469200000,"METAF SBCT 061300Z 08010KT 4000     BR OVC033   14/12 Q1023=
",SBCT
1662472800000,"METAF SBCT 061400Z 07010KT 7000       OVC033   15/12 Q1024=
",SBCT
1662476400000,"METAF SBCT 061500Z 09005KT 9999       OVC033   17/12 Q1028=
",SBCT
1662480000000,"METAF SBCT 061600Z  10008KT 9999       OVC016   17/13 Q1022=
",SBCT
1662483600000,"METAF SBCT 061700Z  11008KT 9999       OVC020   18/13 Q1021=
",SBCT
1662487200000,"METAF SBCT 061800Z 07010KT 7000       OVC011   17/14 Q1026=
",SBCT
1662490800000,"METAF SBCT 061900Z 08009KT 5000     BR OVC033   16/13 Q1019=
",SBCT
1662494400000,"METAF SBCT 062000Z 08011KT 3000     BR OVC033   15/14 Q1019=
",SBCT
1662498000000,"METAF SBCT 062100Z 08009KT 1000     BR OVC033   14/13 Q1021=
",SBCT
1662501600000,"METAF SBCT 062200Z 07007KT 0750 FG     OVC033   13/13 Q1017=
",SBCT
1662505200000,"METAF SBCT 062300Z 08008KT 0550 FG     OVC033   13/12 Q1018=
",SBCT
1662422400000,"METAF SBFL 060000Z  28003KT 3000     BR BKN017   16/14 Q1028=
",SBFL
1662426000000,"METAF SBFL 060100Z  27004KT 4000     BR BKN019   16/13 Q1029=
",SBFL
1662465600000,"METAF SBFL 061200Z 05015KT 8000       BKN033   19/15 Q1030=
",SBFL
1662469200000,"METAF SBFL 061300Z 03011KT 8000       OVC033   19/15 Q1027=
",SBFL
1662472800000,"METAF SBFL 061400Z 04012KT 9999       OVC033   19/14 Q1026=
",SBFL
1662476400000,"METAF SBFL 061500Z 03012KT 9999       BKN010   19/14 Q1029=
",SBFL
1662480000000,"METAF SBFL 061600Z 02013KT 9999       BKN033   19/14 Q1023=
",SBFL
1662483600000,"METAF SBFL 061700Z 03014KT 9999       OVC033   19/14 Q1023=
",SBFL
1662487200000,"METAF SBFL 061800Z 03014KT 9999       BKN010   20/15 Q1027=
",SBFL
1662490800000,"METAF SBFL 061900Z 03012KT 9999       OVC010   19/15 Q1022=
",SBFL
1662494400000,"METAF SBFL 062000Z 04012KT 9000       BKN033   19/15 Q1022=
",SBFL
1662498000000,"METAF SBFL 062100Z 03009KT 7000       OVC033   18/15 Q1025=
",SBFL
1662501600000,"METAF SBFL 062200Z 02008KT 5000     BR OVC033   18/15 Q1021=
",SBFL
1662505200000,"METAF SBFL 062300Z 04006KT 4000     BR OVC033   17/15 Q1022=
",SBFL
1662422400000,"METAF SBGL 060000Z  10009KT 9999       BKN010   20/14 Q1027=
",SBGL
1662426000000,"METAF SBGL 060100Z 09008KT 9999       BKN010   19/14 Q1028=
",SBGL
1662465600000,"METAF SBGL 061200Z 07006KT 9999       OVC033   21/12 Q1027=
",SBGL
1662469200000,"METAF SBGL 061300Z  11005KT 9999       OVC033   22/12 Q1025=
",SBGL
1662472800000,"METAF SBGL 061400Z  12007KT 9999       OVC033   23/12 Q1025=
",SBGL
1662476400000,"METAF SBGL 061500Z  13009KT 9999       BKN033   24/12 Q1029=
",SBGL
1662480000000,"METAF SBGL 061600Z  13010KT 9999       BKN033   24/12 Q1024=
",SBGL
1662483600000,"METAF SBGL 061700Z  12012KT 9999       SCT033   24/13 Q1023=
",SBGL
