hora,metaf,aero
1659549600000,"METAF SBCT 031800Z 04006KT 9999       FEW029   21/13 Q1015=
",SBCT
1659553200000,"METAF SBCT 031900Z 04007KT 9999       SCT029   21/14 Q1015=
",SBCT
1659556800000,"METAF SBCT 032000Z 07008KT 9999       SCT022   20/15 Q1017=
",SBCT
1659560400000,"METAF SBCT 032100Z 06006KT 3000     BR BKN024   17/15 Q1013=
",SBCT
1659564000000,"METAF SBCT 032200Z 05005KT 1000     BR BKN023   16/15 Q1015=
",SBCT
1659567600000,"METAF SBCT 032300Z 03005KT 1000     BR BKN022   15/14 Q1016=
",SBCT
1659484800000,"METAF SBGL 030000Z  12004KT 3000     BR OVC033   22/20 Q1019=
",SBGL
1659488400000,"METAF SBGL 030100Z 09003KT 2000     BR BKN033   21/20 Q1020=
",SBGL
1659492000000,"METAF SBGL 030200Z  12001KT 2000     BR BKN033   21/20 Q1022=
",SBGL
1659495600000,"METAF SBGL 030300Z  33001KT 2000     BR BKN033   21/20 Q1019=
",SBGL
1659499200000,"METAF SBGL 030400Z  32005KT 2000     BR BKN033   21/19 Q1019=
",SBGL
1659502800000,"METAF SBGL 030500Z  29005KT 2000     BR BKN013   21/19 Q1020=
",SBGL
1659506400000,"METAF SBGL 030600Z  23005KT 3000     BR BKN022   20/18 Q1017=
",SBGL
1659510000000,"METAF SBGL 030700Z  22001KT 3000     BR BKN023   20/18 Q1018=
",SBGL
1659513600000,"METAF SBGL 030800Z  10001KT 4000     BR BKN021   20/18 Q1021=
",SBGL
1659517200000,"METAF SBGL 030900Z 07004KT 2000     BR BKN033   19/18 Q1018=
",SBGL
1659520800000,"METAF SBGL 031000Z 06005KT 1000     BR SCT033   19/18 Q1019=
",SBGL
1659524400000,"METAF SBGL 031100Z  10004KT 1000     BR    19/18 Q1019=
",SBGL
1659528000000,"METAF SBGL 031200Z  20003KT 6000       BKN014   21/17 Q1020=
",SBGL
1659531600000,"METAF SBGL 031300Z 08001KT 7000       SCT017   21/17 Q1020=
",SBGL
1659535200000,"METAF SBGL 031400Z  10001KT CAVOK 22/17 Q1022=
",SBGL
1659538800000,"METAF SBGL 031500Z  12001KT CAVOK 23/17 Q1019=
",SBGL
1659542400000,"METAF SBGL 031600Z  14002KT CAVOK 24/17 Q1018=
",SBGL
