hora,metaf,aero
1667520000000,"METAF SBGL 040000Z  18000KT 9999       OVC026   19/13 Q1024=
",SBGL
1667523600000,"METAF SBGL 040100Z 03003KT 9999       OVC024   18/13 Q1018=
",SBGL
1667527200000,"METAF SBGL 040200Z  33003KT 9999       OVC023   18/13 Q1019=
",SBGL
1667530800000,"METAF SBGL 040300Z  32003KT 9999       OVC022   18/13 Q1023=
",SBGL
1667534400000,"METAF SBGL 040400Z  32003KT 9000       OVC022   17/13 Q1018=
",SBGL
1667538000000,"METAF SBGL 040500Z  33002KT 9000       OVC022   17/13 Q1017=
",SBGL
1667541600000,"METAF SBGL 040600Z  29003KT 3000     BR OVC013   16/14 Q1020=
",SBGL
1667545200000,"METAF SBGL 040700Z  35003KT 3000     BR OVC014   16/14 Q1015=
",SBGL
1667548800000,"METAF SBGL 040800Z  33003KT 4000     BR OVC017   16/14 Q1018=
",SBGL
1667552400000,"METAF SBGL 040900Z  31004KT 6000       BKN019   17/14 Q1022=
",SBGL
1667556000000,"METAF SBGL 041000Z  31003KT 9000       BKN019   18/14 Q1019=
",SBGL
1667559600000,"METAF SBGL 041100Z  28001KT 9999       BKN023   19/13 Q1020=
",SBGL
1667563200000,"METAF SBGL 041200Z  24004KT 9999       OVC029   21/13 Q1022=
",SBGL
1667566800000,"METAF SBGL 041300Z  19004KT 9999       OVC033   21/12 Q1016=
",SBGL
1667570400000,"METAF SBGL 041400Z  17007KT 9999       BKN033   23/12 Q1019=
",SBGL
1667574000000,"METAF SBGL 041500Z  17009KT 9999       BKN033   23/12 Q1022=
",SBGL
1667577600000,"METAF SBGL 041600Z  16010KT 9999       SCT033   23/11 Q1018=
",SBGL
1667581200000,"METAF SBGL 041700Z  16010KT 9999       FEW033   23/11 Q1018=
",SBGL
1667584800000,"METAF SBGL 041800Z  16009KT CAVOK 23/12 Q1019=
",SBGL
1667588400000,"METAF SBGL 041900Z  15009KT 9999       FEW033   23/12 Q1013=
",SBGL
1667592000000,"METAF SBGL 042000Z  14009KT 9999       FEW033   22/12 Q1017=
",SBGL
1667595600000,"METAF SBGL 042100Z  14008KT 9999       SCT033   22/13 Q1021=
",SBGL
1667599200000,"METAF SBGL 042200Z  14009KT 9999       BKN033   21/13 Q1019=
",SBGL
1667602800000,"METAF SBGL 042300Z  13008KT 9999       BKN030   21/13 Q1018=
",SBGL
1667520000000,"METAF SBGR 040000Z  14006KT 9000       SCT013   12/08 Q1024=
",SBGR
1667523600000,"METAF SBGR 040100Z  12005KT 7000       SCT013   11/08 Q1017=
",SBGR
1667527200000,"METAF SBGR 040200Z  11005KT 6000       BKN015   11/08 Q1018=
",SBGR
1667530800000,"METAF SBGR 040300Z  11004KT 6000       BKN014   11/08 Q1023=
",SBGR
1667534400000,"METAF SBGR 040400Z  10003KT 4000     BR BKN013   010/08 Q1017=
",SBGR
1667538000000,"METAF SBGR 040500Z  12005KT 4000     BR BKN011   010/08 Q1017=
",SBGR
1667541600000,"METAF SBGR 040600Z  10004KT 7000       FEW022   010/06 Q1021=
",SBGR
1667545200000,"METAF SBGR 040700Z 08004KT 6000       SCT022   09/06 Q1015=
",SBGR
1667548800000,"METAF SBGR 040800Z 09004KT 5000     BR SCT022   09/06 Q1016=
",SBGR
1667552400000,"METAF SBGR 040900Z 07003KT 6000       SCT022   09/07 Q1022=
",SBGR
1667556000000,"METAF SBGR 041000Z  10004KT 9999       FEW022   11/07 Q1018=
",SBGR
1667559600000,"METAF SBGR 041100Z  10006KT CAVOK 13/06 Q1019=
",SBGR
1667563200000,"METAF SBGR 041200Z  11008KT 9999       SCT033   16/06 Q1024=
",SBGR
1667566800000,"METAF SBGR 041300Z  10008KT 9999       SCT033   17/07 Q1017=
",SBGR
1667570400000,"METAF SBGR 041400Z  10005KT 9999       FEW033   18/07 Q1019=
",SBGR
1667574000000,"METAF SBGR 041500Z  13004KT CAVOK 20/07 Q1023=
",SBGR
1667577600000,"METAF SBGR 041600Z  15006KT CAVOK 21/07 Q1017=
",SBGR
1667581200000,"METAF SBGR 041700Z  15011KT 9999       FEW033   21/09 Q1016=
",SBGR
1667584800000,"METAF SBGR 041800Z  12010KT 9999       SCT033   20/10 Q1019=
",SBGR
1667588400000,"METAF SBGR 041900Z  12009KT 9999       BKN033   19/10 Q1013=
",SBGR
1667592000000,"METAF SBGR 042000Z  13007KT 9999       BKN031   19/10 Q1016=
",SBGR
1667595600000,"METAF SBGR 042100Z  15009KT 9999       OVC024   18/11 Q1021=
",SBGR
1667599200000,"METAF SBGR 042200Z  13009KT 7000       OVC013   15/12 Q1016=
",SBGR
