hora,metaf,aero
1654560000000,"METAF SBGL 070000Z  14004KT CAVOK 23/16 Q1014=
",SBGL
1654563600000,"METAF SBGL 070100Z  13004KT CAVOK 22/16 Q1014=
",SBGL
1654567200000,"METAF SBGL 070200Z  11003KT CAVOK 22/16 Q1017=
",SBGL
1654570800000,"METAF SBGL 070300Z 07004KT CAVOK 22/15 Q1013=
",SBGL
1654574400000,"METAF SBGL 070400Z 06002KT CAVOK 22/15 Q1013=
",SBGL
1654578000000,"METAF SBGL 070500Z  24001KT CAVOK 23/15 Q1013=
",SBGL
1654581600000,"METAF SBGL 070600Z  23005KT CAVOK 21/14 Q1010=
",SBGL
1654585200000,"METAF SBGL 070700Z  18004KT CAVOK 21/14 Q1011=
",SBGL
1654588800000,"METAF SBGL 070800Z  18004KT CAVOK 21/15 Q1014=
",SBGL
1654592400000,"METAF SBGL 070900Z  16002KT CAVOK 21/15 Q1012=
",SBGL
1654596000000,"METAF SBGL 071000Z  35001KT CAVOK 21/15 Q1013=
",SBGL
1654599600000,"METAF SBGL 071100Z  28001KT CAVOK 22/15 Q1015=
",SBGL
1654603200000,"METAF SBGL 071200Z  27006KT CAVOK 22/14 Q1013=
",SBGL
1654606800000,"METAF SBGL 071300Z  34001KT CAVOK 23/15 Q1013=
",SBGL
1654610400000,"METAF SBGL 071400Z 05003KT CAVOK 23/16 Q1016=
",SBGL
1654614000000,"METAF SBGL 071500Z 09003KT CAVOK 23/16 Q1012=
",SBGL
1654617600000,"METAF SBGL 071600Z  14004KT CAVOK 24/16 Q1012=
",SBGL
1654621200000,"METAF SBGL 071700Z  15006KT CAVOK 24/16 Q1012=
",SBGL
1654624800000,"METAF SBGL 071800Z  17008KT CAVOK 24/18 Q1011=
",SBGL
1654628400000,"METAF SBGL 071900Z  17008KT CAVOK 23/19 Q1012=
",SBGL
1654632000000,"METAF SBGL 072000Z  18006KT 6000       FEW018   23/20 Q1015=
",SBGL
1654635600000,"METAF SBGL 072100Z  18004KT 5000     BR BKN014   22/20 Q1014=
",SBGL
1654639200000,"METAF SBGL 072200Z  18003KT 4000     BR BKN011   22/20 Q1014=
",SBGL
1654642800000,"METAF SBGL 072300Z  24002KT 3000     BR BKN011   22/20 Q1015=
",SBGL
1654560000000,"METAF SBGR 070000Z  30006KT CAVOK 16/12 Q1016=
",SBGR
1654563600000,"METAF SBGR 070100Z  31005KT CAVOK 16/12 Q1015=
",SBGR
1654567200000,"METAF SBGR 070200Z  36006KT CAVOK 16/12 Q1018=
",SBGR
1654570800000,"METAF SBGR 070300Z  35007KT CAVOK 16/12 Q1013=
",SBGR
1654574400000,"METAF SBGR 070400Z  35006KT CAVOK 16/12 Q1014=
",SBGR
