hora,metaf,aero
1679529600000,"METAF SBBR 230000Z 02003KT CAVOK 22/16 Q1016=
",SBBR
1679533200000,"METAF SBBR 230100Z 03003KT CAVOK 21/16 Q1016=
",SBBR
1679536800000,"METAF SBBR 230200Z 07002KT CAVOK 21/16 Q1016=
",SBBR
1679540400000,"METAF SBBR 230300Z  10002KT CAVOK 21/16 Q1016=
",SBBR
1679544000000,"METAF SBBR 230400Z 07003KT CAVOK 21/15 Q1015=
",SBBR
1679547600000,"METAF SBBR 230500Z 06003KT CAVOK 20/15 Q1015=
",SBBR
1679551200000,"METAF SBBR 230600Z  12002KT 4000     BR SCT028   18/16 Q1016=
",SBBR
1679554800000,"METAF SBBR 230700Z  11002KT 3000     BR SCT033   18/16 Q1016=
",SBBR
1679558400000,"METAF SBBR 230800Z  11002KT 3000     BR SCT033   18/16 Q1016=
",SBBR
1679562000000,"METAF SBBR 230900Z  12003KT 2000     BR BKN031   17/16 Q1017=
",SBBR
1679565600000,"METAF SBBR 231000Z  12003KT 3000     BR BKN029   18/16 Q1017=
",SBBR
1679569200000,"METAF SBBR 231100Z  10004KT 6000       SCT033   19/16 Q1018=
",SBBR
1679572800000,"METAF SBBR 231200Z 09006KT 9999       SCT020   21/16 Q1018=
",SBBR
1679576400000,"METAF SBBR 231300Z 08008KT 9999       BKN026   23/16 Q1019=
",SBBR
1679580000000,"METAF SBBR 231400Z 08008KT 9999       SCT032   24/16 Q1018=
",SBBR
1679583600000,"METAF SBBR 231500Z 08009KT 9999       FEW033   25/15 Q1017=
",SBBR
1679587200000,"METAF SBBR 231600Z 08009KT CAVOK 26/15 Q1016=
",SBBR
1679590800000,"METAF SBBR 231700Z 09009KT CAVOK 27/15 Q1015=
",SBBR
1679594400000,"METAF SBBR 231800Z 09009KT CAVOK 27/15 Q1014=
",SBBR
1679598000000,"METAF SBBR 231900Z 08008KT CAVOK 27/15 Q1013=
",SBBR
1679601600000,"METAF SBBR 232000Z 09008KT CAVOK 27/15 Q1013=
",SBBR
1679605200000,"METAF SBBR 232100Z  10008KT CAVOK 27/15 Q1013=
",SBBR
1679608800000,"METAF SBBR 232200Z  11008KT CAVOK 25/16 Q1014=
",SBBR
1679612400000,"METAF SBBR 232300Z  11006KT CAVOK 25/16 Q1015=
",SBBR
1679529600000,"METAF SBCF 230000Z  12007KT 9999       FEW033   22/16 Q1017=
",SBCF
1679533200000,"METAF SBCF 230100Z  12008KT 9000       FEW031   21/17 Q1017=
",SBCF
1679536800000,"METAF SBCF 230200Z  12008KT 6000       SCT024   21/17 Q1017=
",SBCF
1679540400000,"METAF SBCF 230300Z  12008KT 3000     BR SCT027   20/18 Q1017=
",SBCF
1679544000000,"METAF SBCF 230400Z  11008KT 2000     BR BKN020   19/18 Q1018=
",SBCF
1679547600000,"METAF SBCF 230500Z  12007KT 1000     BR OVC018   19/18 Q1018=
",SBCF
1679551200000,"METAF SBCF 230600Z  11005KT 1000     BR BKN025   18/17 Q1017=
",SBCF
1679554800000,"METAF SBCF 230700Z  11005KT 1000     BR BKN026   17/16 Q1017=
",SBCF
