hora,metaf,aero
1669248000000,"METAF SBGL 240000Z 08009KT 9999       SCT033   25/20 Q1014=
",SBGL
1669251600000,"METAF SBGL 240100Z 08009KT 9000       SCT033   24/20 Q1012=
",SBGL
1669255200000,"METAF SBGL 240200Z 07010KT 9000       SCT033   24/19 Q1009=
",SBGL
1669258800000,"METAF SBGL 240300Z 08008KT 9999       SCT033   24/19 Q1013=
",SBGL
1669262400000,"METAF SBGL 240400Z 08008KT 9999       OVC033   23/18 Q1011=
",SBGL
1669266000000,"METAF SBGL 240500Z  10006KT 9999       OVC033   23/18 Q1010=
",SBGL
1669269600000,"METAF SBGL 240600Z 05003KT 6000       BKN033   23/20 Q1013=
",SBGL
1669273200000,"METAF SBGL 240700Z 05003KT 6000       BKN033   22/19 Q1010=
",SBGL
1669276800000,"METAF SBGL 240800Z 05003KT 6000       BKN033   22/19 Q1009=
",SBGL
1669280400000,"METAF SBGL 240900Z  11001KT 9000       BKN033   23/19 Q1014=
",SBGL
1669284000000,"METAF SBGL 241000Z  16002KT 9999       OVC033   24/19 Q1012=
",SBGL
1669287600000,"METAF SBGL 241100Z  15004KT 9999       BKN029   26/18 Q1011=
",SBGL
1669291200000,"METAF SBGL 241200Z  22007KT 9999       OVC031   28/20 Q1015=
",SBGL
1669294800000,"METAF SBGL 241300Z  20011KT 9999       OVC027   28/20 Q1011=
",SBGL
1669298400000,"METAF SBGL 241400Z  19011KT 9999    RA  OVC025   27/20 Q1010=
",SBGL
1669302000000,"METAF SBGL 241500Z  19010KT 9999       BKN026   28/20 Q1014=
",SBGL
1669305600000,"METAF SBGL 241600Z  17008KT 9999       BKN025   28/20 Q1010=
",SBGL
1669309200000,"METAF SBGL 241700Z  15009KT 9999       BKN027   28/20 Q1010=
",SBGL
1669312800000,"METAF SBGL 241800Z  17011KT 9999       SCT027   27/19 Q1014=
",SBGL
1669316400000,"METAF SBGL 241900Z  17010KT 9999       BKN023   26/19 Q1010=
",SBGL
1669320000000,"METAF SBGL 242000Z  18008KT 9999       BKN021   26/20 Q1010=
",SBGL
1669323600000,"METAF SBGL 242100Z  18005KT 9999       BKN022   26/20 Q1015=
",SBGL
1669327200000,"METAF SBGL 242200Z  15003KT 9999       BKN019   25/20 Q1012=
",SBGL
1669330800000,"METAF SBGL 242300Z  14003KT 9999       BKN019   25/20 Q1013=
",SBGL
1669248000000,"METAF SBGR 240000Z 06005KT 7000       SCT018   21/18 Q1014=
",SBGR
1669251600000,"METAF SBGR 240100Z 08003KT 8000       FEW020   21/17 Q1012=
",SBGR
1669255200000,"METAF SBGR 240200Z  13003KT 7000       FEW018   20/17 Q1010=
",SBGR
1669258800000,"METAF SBGR 240300Z  15004KT 6000       SCT018   20/17 Q1015=
",SBGR
1669262400000,"METAF SBGR 240400Z  13003KT 4000     BR BKN013   20/17 Q1014=
",SBGR
1669266000000,"METAF SBGR 240500Z  13003KT 3000     BR OVC010   19/17 Q1010=
",SBGR
1669269600000,"METAF SBGR 240600Z 06004KT 1000     BR OVC033   17/16 Q1012=
",SBGR
1669273200000,"METAF SBGR 240700Z 07001KT 1000     BR OVC033   17/16 Q1010=
",SBGR
1669276800000,"METAF SBGR 240800Z 05004KT 1000     BR BKN033   17/16 Q1008=
",SBGR
1669280400000,"METAF SBGR 240900Z 05005KT 4000     BR BKN033   18/16 Q1014=
",SBGR
1669284000000,"METAF SBGR 241000Z 06004KT 9999       FEW033   20/15 Q1013=
",SBGR
1669287600000,"METAF SBGR 241100Z 07002KT 9999       FEW025   22/15 Q1011=
",SBGR
1669291200000,"METAF SBGR 241200Z  10006KT 9999       SCT027   23/16 Q1016=
",SBGR
1669294800000,"METAF SBGR 241300Z 08006KT 9999       SCT033   24/15 Q1012=
",SBGR
1669298400000,"METAF SBGR 241400Z 07007KT 9999       FEW033   26/15 Q1009=
",SBGR
1669302000000,"METAF SBGR 241500Z 05004KT CAVOK 27/15 Q1014=
",SBGR
1669305600000,"METAF SBGR 241600Z 07003KT CAVOK 28/15 Q1011=
",SBGR
1669309200000,"METAF SBGR 241700Z 09002KT CAVOK 29/14 Q1008=
",SBGR
1669312800000,"METAF SBGR 241800Z  15011KT 9999    RA  OVC025   23/16 Q1013=
",SBGR
1669316400000,"METAF SBGR 241900Z  15011KT 9999       OVC023   23/16 Q1010=
",SBGR
1669320000000,"METAF SBGR 242000Z  13010KT 9999       OVC020   22/17 Q1009=
",SBGR
1669323600000,"METAF SBGR 242100Z  13008KT 9999       BKN023   22/17 Q1015=
",SBGR
1669327200000,"METAF SBGR 242200Z  13009KT 9999       BKN018   21/16 Q1013=
",SBGR
1669330800000,"METAF SBGR 242300Z  13009KT 8000       BKN016   20/16 Q1012=
",SBGR
1669248000000,"METAF SBKP 240000Z 08011KT CAVOK 23/16 Q1014=
",SBKP
1669251600000,"METAF SBKP 240100Z 08005KT CAVOK 21/17 Q1011=
",SBKP
1669255200000,"METAF SBKP 240200Z  11005KT CAVOK 21/17 Q1009=
",SBKP
1669258800000,"METAF SBKP 240300Z  11006KT CAVOK 20/17 Q1014=
",SBKP
1669262400000,"METAF SBKP 240400Z  10007KT CAVOK 20/16 Q1013=
",SBKP
1669266000000,"METAF SBKP 240500Z  10007KT 7000       FEW030   19/16 Q1010=
",SBKP
1669269600000,"METAF SBKP 240600Z  10006KT 4000     BR SCT033   18/15 Q1012=
",SBKP
