hora,metaf,aero
1664150400000,"METAF SBGL 260000Z 08007KT 9999       BKN033   20/15 Q1020=
",SBGL
1664154000000,"METAF SBGL 260100Z 09008KT 9999       BKN033   20/15 Q1018=
",SBGL
1664157600000,"METAF SBGL 260200Z 09008KT 9999       BKN033   20/15 Q1016=
",SBGL
1664161200000,"METAF SBGL 260300Z 08007KT 9999       BKN033   20/15 Q1022=
",SBGL
1664164800000,"METAF SBGL 260400Z 07005KT 9999       BKN033   20/15 Q1019=
",SBGL
1664168400000,"METAF SBGL 260500Z 08005KT 9999       BKN033   19/15 Q1015=
",SBGL
1664172000000,"METAF SBGL 260600Z  10003KT 8000       SCT010   19/15 Q1017=
",SBGL
1664175600000,"METAF SBGL 260700Z 09003KT 8000       SCT011   19/15 Q1015=
",SBGL
1664179200000,"METAF SBGL 260800Z  10002KT 8000       BKN033   18/15 Q1016=
",SBGL
1664182800000,"METAF SBGL 260900Z 07002KT 7000       SCT033   19/15 Q1021=
",SBGL
1664186400000,"METAF SBGL 261000Z 02001KT 9000       BKN033   20/15 Q1019=
",SBGL
1664190000000,"METAF SBGL 261100Z 08001KT 9999       BKN033   21/15 Q1019=
",SBGL
1664193600000,"METAF SBGL 261200Z  13003KT 9999       SCT033   23/16 Q1019=
",SBGL
1664197200000,"METAF SBGL 261300Z  13004KT 9999       SCT033   24/16 Q1017=
",SBGL
1664200800000,"METAF SBGL 261400Z  12006KT 9999       BKN033   26/16 Q1015=
",SBGL
1664204400000,"METAF SBGL 261500Z  13007KT 9999       BKN010   28/17 Q1018=
",SBGL
1664208000000,"METAF SBGL 261600Z  13011KT 9999       BKN033   28/17 Q1016=
",SBGL
1664211600000,"METAF SBGL 261700Z  12015KT 9999       BKN033   27/17 Q1013=
",SBGL
1664215200000,"METAF SBGL 261800Z  13011KT 9999       BKN033   26/18 Q1012=
",SBGL
1664218800000,"METAF SBGL 261900Z  13014KT 9999       OVC033   26/18 Q1014=
",SBGL
1664222400000,"METAF SBGL 262000Z  11013KT 9999       OVC033   25/18 Q1013=
",SBGL
1664226000000,"METAF SBGL 262100Z  11013KT 9999       OVC033   24/18 Q1019=
",SBGL
1664229600000,"METAF SBGL 262200Z 09010KT 9999       OVC033   23/17 Q1017=
",SBGL
1664233200000,"METAF SBGL 262300Z 08010KT 9999       OVC033   22/17 Q1017=
",SBGL
1664150400000,"METAF SBGR 260000Z  12006KT 4000     BR OVC033   15/13 Q1020=
",SBGR
1664154000000,"METAF SBGR 260100Z  14006KT 3000     BR OVC033   15/13 Q1015=
",SBGR
1664157600000,"METAF SBGR 260200Z  13007KT 2000     BR OVC033   15/13 Q1014=
",SBGR
1664161200000,"METAF SBGR 260300Z  15006KT 1000     BR OVC033   14/14 Q1020=
",SBGR
1664164800000,"METAF SBGR 260400Z  14006KT 0400 FG     OVC033   14/14 Q1018=
",SBGR
1664168400000,"METAF SBGR 260500Z  14006KT 0400 FG     OVC033   14/14 Q1015=
",SBGR
1664172000000,"METAF SBGR 260600Z  13004KT 1000     BR OVC033   14/13 Q1016=
",SBGR
1664175600000,"METAF SBGR 260700Z  16006KT 1000     BR OVC033   14/13 Q1014=
",SBGR
1664179200000,"METAF SBGR 260800Z  17005KT 0400 FG     OVC033   14/14 Q1014=
",SBGR
1664182800000,"METAF SBGR 260900Z  17004KT 0300 FG     OVC033   14/14 Q1020=
",SBGR
1664186400000,"METAF SBGR 261000Z  17006KT 0700 FG     OVC033   15/14 Q1019=
",SBGR
1664190000000,"METAF SBGR 261100Z  15005KT 2000     BR OVC033   16/15 Q1018=
",SBGR
1664193600000,"METAF SBGR 261200Z  13005KT 9000       OVC033   18/14 Q1020=
",SBGR
1664197200000,"METAF SBGR 261300Z  17005KT 9999       BKN033   20/14 Q1017=
",SBGR
1664200800000,"METAF SBGR 261400Z  19007KT 9999       OVC033   21/14 Q1017=
",SBGR
1664204400000,"METAF SBGR 261500Z  20010KT 9999  - RA  OVC033   21/16 Q1021=
",SBGR
1664208000000,"METAF SBGR 261600Z  16007KT 9999  - RA  OVC033   20/16 Q1017=
",SBGR
1664211600000,"METAF SBGR 261700Z  13004KT 9999  - RA  OVC033   21/15 Q1014=
",SBGR
