hora,metaf,aero
1677196800000,"METAF SBGL 240000Z 08006KT 9000       BKN019   26/22 Q1017=
",SBGL
1677200400000,"METAF SBGL 240100Z 09006KT 7000       BKN016   26/22 Q1017=
",SBGL
1677204000000,"METAF SBGL 240200Z 09005KT 6000       SCT024   25/22 Q1016=
",SBGL
1677207600000,"METAF SBGL 240300Z 07004KT 6000       SCT033   25/22 Q1016=
",SBGL
1677211200000,"METAF SBGL 240400Z 06003KT 7000       BKN033   25/21 Q1016=
",SBGL
1677214800000,"METAF SBGL 240500Z 06002KT 8000       BKN033   25/21 Q1015=
",SBGL
1677218400000,"METAF SBGL 240600Z 01001KT 3000     BR OVC030   24/22 Q1014=
",SBGL
1677222000000,"METAF SBGL 240700Z 04001KT 3000     BR BKN033   24/21 Q1014=
",SBGL
1677225600000,"METAF SBGL 240800Z  21001KT 4000     BR OVC033   24/21 Q1014=
",SBGL
1677229200000,"METAF SBGL 240900Z  18001KT 4000     BR BKN033   23/21 Q1015=
",SBGL
1677232800000,"METAF SBGL 241000Z  17001KT 8000       BKN033   25/21 Q1015=
",SBGL
1677236400000,"METAF SBGL 241100Z  11002KT 9999       SCT033   26/20 Q1015=
",SBGL
1677240000000,"METAF SBGL 241200Z  12002KT 9999       SCT029   28/20 Q1015=
",SBGL
1677243600000,"METAF SBGL 241300Z  13004KT 9999       FEW033   29/20 Q1015=
",SBGL
1677247200000,"METAF SBGL 241400Z  14005KT 9999       FEW033   30/20 Q1015=
",SBGL
1677250800000,"METAF SBGL 241500Z  12006KT 9999       SCT033   31/20 Q1014=
",SBGL
1677254400000,"METAF SBGL 241600Z  11006KT 9999       SCT033   32/20 Q1012=
",SBGL
1677258000000,"METAF SBGL 241700Z  10007KT 9999       FEW033   33/20 Q1011=
",SBGL
1677261600000,"METAF SBGL 241800Z  10007KT 9999       SCT033   33/21 Q1010=
",SBGL
1677265200000,"METAF SBGL 241900Z  10009KT 9999       SCT033   33/21 Q1009=
",SBGL
1677268800000,"METAF SBGL 242000Z 09010KT 9999       BKN033   33/21 Q1009=
",SBGL
1677272400000,"METAF SBGL 242100Z 07012KT 9999       SCT033   31/22 Q1010=
",SBGL
1677276000000,"METAF SBGL 242200Z 08011KT CAVOK 29/20 Q1011=
",SBGL
1677279600000,"METAF SBGL 242300Z 07010KT 9999       FEW033   28/20 Q1011=
",SBGL
