hora,metaf,aero
1681603200000,"METAF SBBR 160000Z  19006KT CAVOK 23/16 Q1014=
",SBBR
1681606800000,"METAF SBBR 160100Z  19006KT CAVOK 22/17 Q1014=
",SBBR
1681610400000,"METAF SBBR 160200Z  19006KT CAVOK 22/17 Q1015=
",SBBR
1681614000000,"METAF SBBR 160300Z  19006KT 8000       FEW023   21/17 Q1014=
",SBBR
1681617600000,"METAF SBBR 160400Z  19005KT 8000       FEW024   21/17 Q1014=
",SBBR
1681621200000,"METAF SBBR 160500Z  19005KT 7000       FEW033   20/17 Q1013=
",SBBR
1681624800000,"METAF SBBR 160600Z  19004KT 5000     BR FEW033   19/16 Q1013=
",SBBR
1681628400000,"METAF SBBR 160700Z  19004KT 6000       FEW033   19/16 Q1014=
",SBBR
1681632000000,"METAF SBBR 160800Z  19005KT 5000     BR SCT033   19/16 Q1014=
",SBBR
1681635600000,"METAF SBBR 160900Z  18004KT 4000     BR SCT033   18/16 Q1014=
",SBBR
1681639200000,"METAF SBBR 161000Z  16004KT 5000     BR SCT025   19/16 Q1015=
",SBBR
1681642800000,"METAF SBBR 161100Z  15005KT 8000       SCT016   20/16 Q1016=
",SBBR
1681646400000,"METAF SBBR 161200Z  15005KT CAVOK 23/16 Q1016=
",SBBR
1681650000000,"METAF SBBR 161300Z  14005KT CAVOK 24/15 Q1016=
",SBBR
1681653600000,"METAF SBBR 161400Z  13005KT CAVOK 26/15 Q1016=
",SBBR
1681657200000,"METAF SBBR 161500Z  11004KT CAVOK 27/15 Q1014=
",SBBR
1681660800000,"METAF SBBR 161600Z  11004KT CAVOK 28/14 Q1013=
",SBBR
1681664400000,"METAF SBBR 161700Z  11005KT CAVOK 28/14 Q1012=
",SBBR
1681668000000,"METAF SBBR 161800Z  13005KT CAVOK 29/14 Q1011=
",SBBR
1681671600000,"METAF SBBR 161900Z  16004KT CAVOK 28/14 Q1010=
",SBBR
1681675200000,"METAF SBBR 162000Z  19003KT CAVOK 28/15 Q1011=
",SBBR
1681678800000,"METAF SBBR 162100Z  14002KT CAVOK 27/15 Q1011=
",SBBR
1681682400000,"METAF SBBR 162200Z  16003KT CAVOK 27/16 Q1011=
",SBBR
1681686000000,"METAF SBBR 162300Z  15003KT CAVOK 26/16 Q1011=
",SBBR
1681603200000,"METAF SBCF 160000Z  20006KT 9000       FEW033   22/18 Q1014=
",SBCF
1681606800000,"METAF SBCF 160100Z  17005KT 6000       FEW033   21/18 Q1014=
",SBCF
1681610400000,"METAF SBCF 160200Z  14005KT 4000     BR SCT033   20/18 Q1015=
",SBCF
1681614000000,"METAF SBCF 160300Z  14005KT 3000     BR SCT032   20/18 Q1014=
",SBCF
1681617600000,"METAF SBCF 160400Z  15005KT 2000     BR BKN031   19/18 Q1014=
",SBCF
1681621200000,"METAF SBCF 160500Z  14005KT 1000     BR SCT033   18/17 Q1013=
",SBCF
1681624800000,"METAF SBCF 160600Z  14004KT 1000     BR SCT033   17/16 Q1014=
",SBCF
1681628400000,"METAF SBCF 160700Z  13004KT 1000     BR SCT033   17/16 Q1013=
",SBCF
1681632000000,"METAF SBCF 160800Z  14005KT 1000     BR BKN033   16/15 Q1014=
",SBCF
1681635600000,"METAF SBCF 160900Z  13004KT 1000     BR BKN033   16/15 Q1015=
",SBCF
1681639200000,"METAF SBCF 161000Z  13006KT 2000     BR BKN033   18/17 Q1015=
",SBCF
1681642800000,"METAF SBCF 161100Z  12010KT 6000       BKN013   21/17 Q1016=
",SBCF
1681646400000,"METAF SBCF 161200Z  11010KT 9999       BKN021   23/17 Q1016=
",SBCF
1681650000000,"METAF SBCF 161300Z  10010KT 9999       SCT028   24/17 Q1016=
",SBCF
1681653600000,"METAF SBCF 161400Z  10009KT 9999       SCT033   25/17 Q1015=
",SBCF
1681657200000,"METAF SBCF 161500Z  10007KT 9999       SCT033   26/17 Q1014=
",SBCF
1681660800000,"METAF SBCF 161600Z  10006KT 9999       SCT033   27/17 Q1013=
",SBCF
1681664400000,"METAF SBCF 161700Z  11005KT 9999       FEW033   28/17 Q1012=
",SBCF
1681668000000,"METAF SBCF 161800Z  11005KT CAVOK 28/16 Q1012=
",SBCF
1681671600000,"METAF SBCF 161900Z  12005KT CAVOK 28/16 Q1011=
",SBCF
1681675200000,"METAF SBCF 162000Z  12006KT CAVOK 27/16 Q1011=
",SBCF
1681678800000,"METAF SBCF 162100Z  11006KT CAVOK 25/17 Q1011=
",SBCF
1681682400000,"METAF SBCF 162200Z  11008KT CAVOK 24/17 Q1012=
",SBCF
1681686000000,"METAF SBCF 162300Z  10007KT 9999       FEW033   23/17 Q1012=
",SBCF
1681603200000,"METAF SBCT 160000Z  11005KT 0450 FG     OVC033   16/15 Q1018=
",SBCT
1681606800000,"METAF SBCT 160100Z  10004KT 0300 FG     OVC033   15/15 Q1018=
",SBCT
1681610400000,"METAF SBCT 160200Z  10005KT 0250 FG     OVC033   15/15 Q1018=
",SBCT
1681614000000,"METAF SBCT 160300Z  10005KT 0250 FG     OVC033   15/15 Q1018=
",SBCT
1681617600000,"METAF SBCT 160400Z  10004KT 0250 FG     OVC033   15/15 Q1017=
",SBCT
1681621200000,"METAF SBCT 160500Z 09003KT 0250 FG     OVC011   15/15 Q1017=
",SBCT
1681624800000,"METAF SBCT 160600Z  11003KT 0250 FG     OVC024   14/14 Q1017=
",SBCT
1681628400000,"METAF SBCT 160700Z  10002KT 0250 FG     OVC017   14/14 Q1016=
",SBCT
1681632000000,"METAF SBCT 160800Z 09002KT 0250 FG     OVC017   14/14 Q1016=
",SBCT
1681635600000,"METAF SBCT 160900Z 05002KT 0250 FG     OVC025   14/14 Q1017=
",SBCT
1681639200000,"METAF SBCT 161000Z 03003KT 0250 FG     OVC032   14/14 Q1017=
",SBCT
1681642800000,"METAF SBCT 161100Z 04004KT 1000     BR OVC033   17/16 Q1017=
",SBCT
1681646400000,"METAF SBCT 161200Z 06006KT 5000     BR OVC010   19/16 Q1018=
",SBCT
1681650000000,"METAF SBCT 161300Z 05006KT 9000       OVC016   20/16 Q1018=
",SBCT
1681653600000,"METAF SBCT 161400Z 04005KT 9999       OVC018   21/16 Q1017=
",SBCT
1681657200000,"METAF SBCT 161500Z 03006KT 9999       OVC023   22/16 Q1016=
",SBCT
1681660800000,"METAF SBCT 161600Z 04007KT 9999       OVC024   23/17 Q1014=
",SBCT
1681664400000,"METAF SBCT 161700Z 04009KT 9999       OVC022   23/17 Q1012=
",SBCT
1681668000000,"METAF SBCT 161800Z 05009KT 9999  - RA  OVC019   23/18 Q1012=
",SBCT
1681671600000,"METAF SBCT 161900Z 05010KT 7000  -TSRA  OVC013 FEW030CB 22/18 Q1011=
",SBCT
1681675200000,"METAF SBCT 162000Z 06010KT 5000    RABR OVC010   21/18 Q1010=
",SBCT
1681678800000,"METAF SBCT 162100Z 07009KT 2000    RABR OVC033   19/18 Q1011=
",SBCT
1681682400000,"METAF SBCT 162200Z 06009KT 0750 FG     OVC033   18/18 Q1010=
",SBCT
1681686000000,"METAF SBCT 162300Z 06008KT 0600 FG     OVC024   18/18 Q1011=
",SBCT
1681603200000,"METAF SBFL 160000Z 08008KT 8000       OVC033   22/18 Q1019=
",SBFL
1681606800000,"METAF SBFL 160100Z 08008KT 7000       OVC033   21/18 Q1019=
",SBFL
1681610400000,"METAF SBFL 160200Z 08008KT 7000       OVC033   21/18 Q1019=
",SBFL
1681614000000,"METAF SBFL 160300Z 07007KT 6000       OVC033   21/18 Q1018=
",SBFL
1681617600000,"METAF SBFL 160400Z 07007KT 6000       OVC033   21/18 Q1018=
",SBFL
1681621200000,"METAF SBFL 160500Z 07007KT 6000       OVC020   21/18 Q1017=
",SBFL
1681624800000,"METAF SBFL 160600Z 01003KT 5000     BR OVC017   20/17 Q1017=
",SBFL
1681628400000,"METAF SBFL 160700Z  33004KT 4000     BR OVC015   20/18 Q1017=
",SBFL
1681632000000,"METAF SBFL 160800Z  30005KT 3000     BR OVC018   20/18 Q1016=
",SBFL
1681635600000,"METAF SBFL 160900Z  29006KT 3000     BR OVC017   20/18 Q1017=
",SBFL
1681639200000,"METAF SBFL 161000Z  29005KT 3000     BR OVC017   20/18 Q1017=
",SBFL
1681642800000,"METAF SBFL 161100Z  31005KT 4000     BR OVC018   21/19 Q1017=
",SBFL
1681646400000,"METAF SBFL 161200Z  32005KT 8000       OVC017   22/18 Q1017=
",SBFL
1681650000000,"METAF SBFL 161300Z  36006KT 8000       OVC019   23/19 Q1017=
",SBFL
1681653600000,"METAF SBFL 161400Z 01008KT 9000       OVC021   23/19 Q1016=
",SBFL
1681657200000,"METAF SBFL 161500Z 02010KT 9999       OVC023   24/19 Q1015=
",SBFL
1681660800000,"METAF SBFL 161600Z 03012KT 9000       OVC022   24/19 Q1013=
",SBFL
1681664400000,"METAF SBFL 161700Z 03013KT 9000       OVC021   24/20 Q1012=
",SBFL
1681668000000,"METAF SBFL 161800Z 02014KT 7000       OVC018   24/20 Q1011=
",SBFL
1681671600000,"METAF SBFL 161900Z 03013KT 5000     BR OVC015   24/21 Q1010=
",SBFL
1681675200000,"METAF SBFL 162000Z 03013KT 6000       OVC016   23/20 Q1010=
",SBFL
1681678800000,"METAF SBFL 162100Z 01011KT 4000     BR OVC015   23/20 Q1010=
",SBFL
1681682400000,"METAF SBFL 162200Z 02008KT 3000    RABR OVC014   22/20 Q1011=
",SBFL
1681686000000,"METAF SBFL 162300Z 04008KT 3000    RABR OVC013   22/20 Q1011=
",SBFL
1681603200000,"METAF SBGL 160000Z  15007KT 4000  -TSRABR OVC012 FEW030CB 24/22 Q1015=
",SBGL
1681606800000,"METAF SBGL 160100Z  15007KT 4000  -TSRABR OVC012 FEW030CB 24/22 Q1015=
",SBGL
1681610400000,"METAF SBGL 160200Z  15006KT 4000  -TSRABR OVC012 FEW030CB 24/22 Q1015=
",SBGL
1681614000000,"METAF SBGL 160300Z  14005KT 4000  -TSRABR OVC013 FEW030CB 24/21 Q1015=
",SBGL
1681617600000,"METAF SBGL 160400Z  14004KT 4000    RABR OVC013   24/21 Q1015=
",SBGL
1681621200000,"METAF SBGL 160500Z  13003KT 4000    RABR OVC013   23/21 Q1014=
",SBGL
1681624800000,"METAF SBGL 160600Z  28001KT 2000    RABR OVC010   22/21 Q1014=
",SBGL
1681628400000,"METAF SBGL 160700Z  29002KT 2000     BR BKN011   22/21 Q1014=
",SBGL
1681632000000,"METAF SBGL 160800Z  29002KT 2000     BR BKN012   22/21 Q1015=
",SBGL
1681635600000,"METAF SBGL 160900Z  29003KT 2000     BR OVC011   22/21 Q1015=
",SBGL
1681639200000,"METAF SBGL 161000Z  30003KT 3000     BR OVC011   22/20 Q1016=
",SBGL
1681642800000,"METAF SBGL 161100Z  29002KT 7000       OVC014   24/20 Q1016=
",SBGL
1681646400000,"METAF SBGL 161200Z  26003KT 9999       OVC022   25/19 Q1016=
",SBGL
1681650000000,"METAF SBGL 161300Z  20003KT 9999       OVC026   26/19 Q1016=
",SBGL
1681653600000,"METAF SBGL 161400Z  18004KT 9999       OVC029   27/19 Q1016=
",SBGL
1681657200000,"METAF SBGL 161500Z  17005KT 9999       OVC031   27/19 Q1015=
",SBGL
1681660800000,"METAF SBGL 161600Z  17007KT 9999       BKN032   27/19 Q1014=
",SBGL
1681664400000,"METAF SBGL 161700Z  16008KT 9999       BKN032   27/19 Q1013=
",SBGL
1681668000000,"METAF SBGL 161800Z  16009KT 9999       SCT033   27/18 Q1013=
",SBGL
1681671600000,"METAF SBGL 161900Z  14008KT 9999       BKN031   27/19 Q1012=
",SBGL
1681675200000,"METAF SBGL 162000Z  13008KT 9999       BKN026   26/19 Q1013=
",SBGL
1681678800000,"METAF SBGL 162100Z  11008KT 9999       BKN022   26/20 Q1013=
",SBGL
1681682400000,"METAF SBGL 162200Z 09008KT 9999       BKN021   25/20 Q1013=
",SBGL
1681686000000,"METAF SBGL 162300Z 08008KT 9999       BKN019   25/20 Q1013=
",SBGL
1681603200000,"METAF SBGR 160000Z  12005KT 3000     BR OVC012   18/16 Q1017=
",SBGR
1681606800000,"METAF SBGR 160100Z  12005KT 1000     BR OVC033   18/17 Q1017=
",SBGR
1681610400000,"METAF SBGR 160200Z  10005KT 1000     BR OVC033   18/17 Q1017=
",SBGR
1681614000000,"METAF SBGR 160300Z  11005KT 1000     BR OVC018   17/17 Q1017=
",SBGR
1681617600000,"METAF SBGR 160400Z  10005KT 1000     BR OVC026   17/17 Q1016=
",SBGR
