hora,metaf,aero
1681430400000,"METAF SBBR 140000Z  30000KT 8000       FEW030   22/18 Q1013=
",SBBR
1681434000000,"METAF SBBR 140100Z  24003KT 6000       SCT031   21/18 Q1013=
",SBBR
1681437600000,"METAF SBBR 140200Z  24003KT 6000       SCT026   21/18 Q1013=
",SBBR
1681441200000,"METAF SBBR 140300Z  25003KT 5000     BR FEW027   21/18 Q1013=
",SBBR
1681444800000,"METAF SBBR 140400Z  26003KT 4000     BR SCT026   20/18 Q1013=
",SBBR
1681448400000,"METAF SBBR 140500Z  29003KT 4000     BR SCT026   20/18 Q1012=
",SBBR
1681452000000,"METAF SBBR 140600Z  25004KT CAVOK 19/16 Q1012=
",SBBR
1681455600000,"METAF SBBR 140700Z  25003KT 5000     BR FEW033   19/16 Q1012=
",SBBR
1681459200000,"METAF SBBR 140800Z  23001KT 6000       FEW031   19/16 Q1012=
",SBBR
1681462800000,"METAF SBBR 140900Z  16002KT 5000     BR FEW029   19/16 Q1013=
",SBBR
1681466400000,"METAF SBBR 141000Z  15002KT 5000     BR SCT029   19/16 Q1014=
",SBBR
1681470000000,"METAF SBBR 141100Z  13002KT 9999       FEW030   21/16 Q1014=
",SBBR
1681473600000,"METAF SBBR 141200Z  13001KT CAVOK 23/16 Q1015=
",SBBR
1681477200000,"METAF SBBR 141300Z 04002KT 9999       FEW033   25/16 Q1015=
",SBBR
1681480800000,"METAF SBBR 141400Z 03003KT CAVOK 26/15 Q1015=
",SBBR
1681484400000,"METAF SBBR 141500Z 03003KT CAVOK 27/14 Q1014=
",SBBR
1681488000000,"METAF SBBR 141600Z 01003KT CAVOK 28/14 Q1013=
",SBBR
1681491600000,"METAF SBBR 141700Z 01003KT CAVOK 28/15 Q1012=
",SBBR
1681495200000,"METAF SBBR 141800Z  33003KT 9999  - RA     28/15 Q1011=
",SBBR
1681498800000,"METAF SBBR 141900Z  30002KT 9999  - RA     27/16 Q1011=
",SBBR
1681502400000,"METAF SBBR 142000Z  21002KT 9999  -TSRA   FEW030CB 27/16 Q1010=
",SBBR
1681506000000,"METAF SBBR 142100Z  31001KT 9999  -TSRA   FEW030CB 27/16 Q1011=
",SBBR
1681509600000,"METAF SBBR 142200Z  36004KT 9999  -TSRA  SCT033 FEW030CB 26/17 Q1012=
",SBBR
1681513200000,"METAF SBBR 142300Z  34002KT 9999  -TSRA  FEW032 FEW030CB 25/17 Q1012=
",SBBR
1681430400000,"METAF SBCF 140000Z  10005KT 6000       FEW033   21/18 Q1013=
",SBCF
1681434000000,"METAF SBCF 140100Z  11004KT 3000    RABR SCT032   20/18 Q1013=
",SBCF
1681437600000,"METAF SBCF 140200Z  12004KT 2000    RABR SCT033   20/18 Q1013=
",SBCF
1681441200000,"METAF SBCF 140300Z  11004KT 2000     BR SCT031   19/18 Q1013=
",SBCF
1681444800000,"METAF SBCF 140400Z  11003KT 2000     BR BKN033   19/18 Q1012=
",SBCF
1681448400000,"METAF SBCF 140500Z  12003KT 2000     BR BKN033   19/18 Q1012=
",SBCF
1681452000000,"METAF SBCF 140600Z  12004KT 1000     BR FEW033   18/17 Q1012=
",SBCF
1681455600000,"METAF SBCF 140700Z  11004KT 1000     BR BKN033   18/17 Q1012=
",SBCF
1681459200000,"METAF SBCF 140800Z 09003KT 2000     BR BKN033   18/17 Q1012=
",SBCF
1681462800000,"METAF SBCF 140900Z 06001KT 2000     BR SCT033   18/16 Q1013=
",SBCF
1681466400000,"METAF SBCF 141000Z  36001KT 5000     BR SCT033   20/17 Q1014=
",SBCF
1681470000000,"METAF SBCF 141100Z 01003KT 9999       FEW033   22/18 Q1015=
",SBCF
1681473600000,"METAF SBCF 141200Z  36003KT 9999       SCT021   24/19 Q1014=
",SBCF
1681477200000,"METAF SBCF 141300Z  34004KT 9999       FEW030   26/19 Q1014=
",SBCF
1681480800000,"METAF SBCF 141400Z  33005KT 9999       SCT033   28/18 Q1014=
",SBCF
1681484400000,"METAF SBCF 141500Z  32005KT 9999       FEW033   29/18 Q1013=
",SBCF
1681488000000,"METAF SBCF 141600Z  32005KT CAVOK 30/18 Q1011=
",SBCF
1681491600000,"METAF SBCF 141700Z  32004KT CAVOK 30/18 Q1010=
",SBCF
1681495200000,"METAF SBCF 141800Z  31004KT CAVOK 30/18 Q1009=
",SBCF
1681498800000,"METAF SBCF 141900Z  27003KT CAVOK 30/18 Q1009=
",SBCF
1681502400000,"METAF SBCF 142000Z  23003KT CAVOK 29/18 Q1010=
",SBCF
1681506000000,"METAF SBCF 142100Z  17004KT CAVOK 26/19 Q1010=
",SBCF
1681509600000,"METAF SBCF 142200Z  18004KT CAVOK 25/19 Q1011=
",SBCF
1681513200000,"METAF SBCF 142300Z  13003KT CAVOK 25/19 Q1011=
",SBCF
1681430400000,"METAF SBCT 140000Z  11006KT 1000     BR OVC033   17/16 Q1013=
",SBCT
1681434000000,"METAF SBCT 140100Z 09005KT 1000     BR OVC033   17/16 Q1013=
",SBCT
1681437600000,"METAF SBCT 140200Z  10004KT 0550 FG     OVC033   16/16 Q1013=
",SBCT
1681441200000,"METAF SBCT 140300Z  10004KT 0300 FG     OVC033   16/16 Q1013=
",SBCT
1681444800000,"METAF SBCT 140400Z  11003KT 0250 FG     OVC033   16/16 Q1013=
",SBCT
1681448400000,"METAF SBCT 140500Z  11004KT 0250 FG     OVC033   16/16 Q1013=
",SBCT
1681452000000,"METAF SBCT 140600Z  11004KT 0250 FG     OVC027   16/16 Q1013=
",SBCT
1681455600000,"METAF SBCT 140700Z  11005KT 0250 FG     OVC033   16/16 Q1013=
",SBCT
1681459200000,"METAF SBCT 140800Z  11005KT 0250 FG     OVC033   16/16 Q1013=
",SBCT
1681462800000,"METAF SBCT 140900Z  12005KT 0250 FG     OVC033   16/16 Q1013=
",SBCT
1681466400000,"METAF SBCT 141000Z  11004KT 0250 FG     OVC033   16/16 Q1014=
",SBCT
1681470000000,"METAF SBCT 141100Z  11005KT 1000     BR OVC030   17/17 Q1015=
",SBCT
1681473600000,"METAF SBCT 141200Z 08009KT 4000    RABR OVC033   19/17 Q1014=
",SBCT
1681477200000,"METAF SBCT 141300Z 09009KT 5000  - RABR OVC010   20/18 Q1014=
",SBCT
1681480800000,"METAF SBCT 141400Z 06003KT 2000   TSRABR OVC033 FEW030CB 20/18 Q1014=
",SBCT
1681484400000,"METAF SBCT 141500Z  12001KT 6000   TSRA  OVC013 FEW030CB 21/18 Q1014=
",SBCT
