hora,metaf,aero
1668297600000,"METAF SBGL 130000Z  21002KT 6000    RA  OVC014   24/21 Q1015=
",SBGL
1668301200000,"METAF SBGL 130100Z  24002KT 5000    RABR OVC014   24/21 Q1013=
",SBGL
1668304800000,"METAF SBGL 130200Z 06001KT 3000    RABR OVC011   23/21 Q1011=
",SBGL
1668308400000,"METAF SBGL 130300Z  29003KT 3000     BR OVC011   23/21 Q1016=
",SBGL
1668312000000,"METAF SBGL 130400Z  32004KT 2000     BR OVC011   22/21 Q1013=
",SBGL
1668315600000,"METAF SBGL 130500Z  33004KT 2000     BR OVC012   22/20 Q1012=
",SBGL
1668319200000,"METAF SBGL 130600Z  35004KT 3000     BR OVC013   22/20 Q1012=
",SBGL
1668322800000,"METAF SBGL 130700Z 04003KT 4000     BR OVC016   22/19 Q1013=
",SBGL
1668326400000,"METAF SBGL 130800Z 06004KT 4000     BR OVC033   21/19 Q1012=
",SBGL
1668330000000,"METAF SBGL 130900Z 07004KT 4000     BR OVC027   22/19 Q1012=
",SBGL
1668333600000,"METAF SBGL 131000Z 08004KT 7000       BKN031   23/19 Q1013=
",SBGL
1668337200000,"METAF SBGL 131100Z  11001KT 9999       SCT022   25/19 Q1012=
",SBGL
1668340800000,"METAF SBGL 131200Z  27004KT 9999       BKN028   26/19 Q1014=
",SBGL
1668344400000,"METAF SBGL 131300Z  21005KT 9999       BKN033   27/19 Q1013=
",SBGL
1668348000000,"METAF SBGL 131400Z  18006KT 9999       BKN033   28/19 Q1010=
",SBGL
1668351600000,"METAF SBGL 131500Z  18007KT 9999       SCT033   29/19 Q1015=
",SBGL
1668355200000,"METAF SBGL 131600Z  17009KT 9999       BKN033   28/19 Q1013=
",SBGL
1668358800000,"METAF SBGL 131700Z  16010KT 9999       SCT033   28/19 Q1011=
",SBGL
1668362400000,"METAF SBGL 131800Z  15008KT 9999       BKN033   28/19 Q1010=
",SBGL
1668366000000,"METAF SBGL 131900Z  14009KT 9999       BKN033   28/19 Q1010=
",SBGL
1668369600000,"METAF SBGL 132000Z  12008KT 9999       BKN033   27/19 Q1007=
",SBGL
1668373200000,"METAF SBGL 132100Z  11009KT 9999       OVC033   27/20 Q1012=
",SBGL
1668376800000,"METAF SBGL 132200Z  10009KT 9999       BKN033   26/21 Q1011=
",SBGL
1668380400000,"METAF SBGL 132300Z 09008KT 9999       BKN018   26/21 Q1011=
",SBGL
1668297600000,"METAF SBGR 130000Z  10007KT 2000     BR OVC033   18/16 Q1017=
",SBGR
1668301200000,"METAF SBGR 130100Z 09006KT 1000     BR OVC033   17/16 Q1014=
",SBGR
1668304800000,"METAF SBGR 130200Z 08005KT 1000     BR OVC033   17/16 Q1011=
",SBGR
1668308400000,"METAF SBGR 130300Z 08005KT 1000     BR OVC012   17/16 Q1017=
",SBGR
1668312000000,"METAF SBGR 130400Z 07005KT 1000     BR OVC011   16/16 Q1014=
",SBGR
1668315600000,"METAF SBGR 130500Z 07005KT 0450 FG     OVC012   16/15 Q1010=
",SBGR
1668319200000,"METAF SBGR 130600Z 06005KT 0450 FG     OVC015   16/15 Q1011=
",SBGR
1668322800000,"METAF SBGR 130700Z 05005KT 1000     BR OVC021   16/15 Q1012=
",SBGR
1668326400000,"METAF SBGR 130800Z 05005KT 1000     BR BKN019   15/14 Q1010=
",SBGR
1668330000000,"METAF SBGR 130900Z 05004KT 4000     BR SCT033   17/14 Q1011=
",SBGR
1668333600000,"METAF SBGR 131000Z  10003KT 9999       FEW033   19/14 Q1013=
",SBGR
1668337200000,"METAF SBGR 131100Z 08003KT CAVOK 21/15 Q1012=
",SBGR
1668340800000,"METAF SBGR 131200Z 08005KT 9999       FEW026   21/15 Q1015=
",SBGR
1668344400000,"METAF SBGR 131300Z 07003KT CAVOK 24/14 Q1012=
",SBGR
1668348000000,"METAF SBGR 131400Z 08002KT CAVOK 26/13 Q1010=
",SBGR
1668351600000,"METAF SBGR 131500Z  22002KT CAVOK 28/12 Q1015=
",SBGR
1668355200000,"METAF SBGR 131600Z  26003KT CAVOK 29/11 Q1012=
",SBGR
1668358800000,"METAF SBGR 131700Z  29004KT CAVOK 30/10 Q1008=
",SBGR
1668362400000,"METAF SBGR 131800Z  30006KT CAVOK 31/09 Q1010=
",SBGR
1668366000000,"METAF SBGR 131900Z  21003KT CAVOK 30/11 Q1008=
",SBGR
1668369600000,"METAF SBGR 132000Z  15008KT CAVOK 26/18 Q1006=
",SBGR
1668373200000,"METAF SBGR 132100Z  14008KT 9999       FEW028   25/18 Q1010=
",SBGR
1668376800000,"METAF SBGR 132200Z  12008KT 9999       SCT022   23/18 Q1010=
",SBGR
1668380400000,"METAF SBGR 132300Z  11007KT 9999       FEW033   22/17 Q1009=
",SBGR
1668297600000,"METAF SBKP 130000Z  11015KT 8000       FEW033   20/16 Q1015=
",SBKP
1668301200000,"METAF SBKP 130100Z  11014KT 5000     BR SCT033   19/16 Q1013=
",SBKP
1668304800000,"METAF SBKP 130200Z  11014KT 4000     BR SCT033   18/16 Q1010=
",SBKP
1668308400000,"METAF SBKP 130300Z  11013KT 5000     BR SCT033   18/15 Q1015=
",SBKP
1668312000000,"METAF SBKP 130400Z  10012KT 5000     BR SCT027   18/15 Q1013=
",SBKP
