flightid,origem,destino,dt_dep,dt_arr
c359c572fcab1ac1cb0e52c0c452c6bc,SBCF,SBRJ,1664022736000,1664025453000
d3aebfc9a3ec1ac1d124b18bddb2f607,SBRJ,SBPA,1663981801000,1663988537000
12243a186cc1f35f3561a2c2d8616c7b,SBCT,SBPA,1664016700000,1664020082000
86d9dc5879dbd544aaaa75be66cc09c7,SBSP,SBPA,1663980247000,1663985312000
7981330530e03bdf3b4ebdf23c0216f7,SBGR,SBPA,1664033266000,1664038216000
14339e8d3fc28abe044ecae7b99645f8,SBSP,SBPA,1664019204000,1664023997000
d9d12f4760e0056f623510d596a6b8fb,SBRJ,SBPA,1663980385000,1663987067000
223e13bca8180e69cc66415831fcb97f,SBGR,SBPA,1663989097000,1663993822000
f632837970c6c8ec5c512f62329e80ed,SBKP,SBPA,1664011179000,1664016271000
f26961d49b542b05a75a2649fcef6058,SBRF,SBGL,1664032334000,1664041496000
9471f63bfa9834a0e9d4d66d6ef2be60,SBCF,SBKP,1664027894000,1664031074000
5461bdb0f1bc801cb774c98bd60a5b60,SBPA,SBKP,1664044673000,1664049349000
57b22e2ecb57b2fb25eb73e58342ebbf,SBKP,SBGL,1664040319000,1664042777000
1a9a86323abb43ba6209e2832af6e22c,SBKP,SBCF,1664011849000,1664014923000
4032687bfd31ccff87fc1e44d8df85d2,SBRJ,SBCF,1664012413000,1664015207000
9b37d93ae055ed837a8ef60596e9660c,SBBR,SBCF,1664012492000,1664015675000
0ea8dae42f88ce1904721caa6afcfb31,SBSP,SBCF,1664014647000,1664017756000
090ad9763303d7c48b420404fbdae6d4,SBGR,SBCF,1664015749000,1664018552000
74f98c167e8ad719c2e290ae58ad0ea8,SBRJ,SBCF,1664027698000,1664030460000
656c36cb5d0e925d92ae927aec2aa829,SBGR,SBCF,1664027405000,1664030337000
d969311b955bcbadca7f669455981134,SBBR,SBCF,1664026860000,1664030154000
71fc536a69dbaaa418137421d7bd7a26,SBCT,SBCF,1664026509000,1664030955000
d99e1511b8364de3109d2d0cd3899012,SBKP,SBCF,1664027763000,1664030776000
31ea682b10ab9e63ba37281631bdfd67,SBSP,SBCF,1664027969000,1664031291000
666bb364dd7b88da6e86c31b333bce72,SBSV,SBCF,1664043317000,1664048294000
a111cb8d6e53e8977ebf7e25a0f75955,SBSP,SBCF,1664015948000,1664019022000
c9e223296d7f2dd985736bebdc82cf6b,SBGR,SBBR,1664046839000,1664051594000
66a8c004a21ca8481ea8540dc4a7606d,SBPA,SBBR,1664046942000,1664054352000
744b48d59fab177d0ccde062a8d2d841,SBGR,SBCF,1663983161000,1663986065000
5e10227c851053ab5eac6bc348e165ce,SBKP,SBCF,1663982995000,1663985849000
959722106135ebebc2daaa99e2800d9e,SBBR,SBCF,1663983137000,1663986209000
b7d571229d16148b3bd75fb0f43f2aaf,SBKP,SBGL,1663987982000,1663990651000
6678348eb081137d5403c041feab09bc,SBRJ,SBBR,1664011027000,1664016482000
bee2adf70bbd1c8df7e5d4990d7eb562,SBSP,SBBR,1664053685000,1664058694000
931d587672de823fb640677328333171,SBPA,SBBR,1664052360000,1664060022000
