flightid,origem,destino,dt_dep,dt_arr
881a048d4f2f96712a81a69e20d520c6,SBRJ,SBPA,1679574099000,1679580492000
20b4d5492158feec1242fb6a74c6bded,SBGR,SBGL,1679531694000,1679534023000
6e0548426269dc96d144ffbc23ac37a6,SBGL,SBKP,1679530078000,1679533200000
b091b71b0b6415bd34547eb9d456dad4,SBRJ,SBKP,1679531210000,1679534053000
c6ce8dde509766954d3f6cc63b4ed71a,SBCT,SBKP,1679531430000,1679534172000
ee7d34a48b6fb5d04032a1cb51dc623a,SBCF,SBKP,1679531366000,1679534605000
70519f9383b9960f120f965c6291efb6,SBBR,SBCF,1679536320000,1679539592000
6f592fbe3a6fa3a2d3bd2383ef371951,SBRJ,SBBR,1679532724000,1679538538000
cac8049ddf7b99fed5e99f43cac407e4,SBKP,SBBR,1679534514000,1679538902000
c0327542d5dc793f865710f243c9269f,SBCF,SBBR,1679535413000,1679539061000
387a82cb50b0f440911bafd0fa15d747,SBRJ,SBBR,1679534339000,1679539389000
29311736f2f48a82a61bc0047b89580c,SBGR,SBBR,1679535690000,1679540461000
1037008438243e0bf9a344086e37ca8f,SBKP,SBGL,1679538961000,1679541558000
cd38884b69ae982de874634dde822322,SBRF,SBCF,1679550510000,1679558133000
382a61f6028fadba3345b44a6b5ff1a2,SBSV,SBCF,1679553978000,1679559186000
975c90c9306dde360c6fea40c2d30283,SBRF,SBKP,1679552939000,1679562865000
7d53337bf300662381a5c7a68e8b63bb,SBFL,SBKP,1679561087000,1679564446000
8d4844886478fbd26247997006674ed4,SBPA,SBBR,1679560203000,1679567941000
759e103fda59f16362739d50ab1ce235,SBGR,SBCF,1679570405000,1679573094000
1bbf7ce99ecddd96890a4a98c4ca5a7e,SBRJ,SBCF,1679571065000,1679573709000
0f92cd4eb744f273badee0d273199886,SBGR,SBCF,1679570547000,1679573445000
160519ab8f3778adcaaa7aaed5aa12f3,SBFL,SBPA,1679562217000,1679565099000
df4bdbec2ddf892f45dea56d5681e296,SBKP,SBPA,1679562000000,1679566753000
ded42e603d36253f8c4683ce89c853db,SBGR,SBPA,1679562823000,1679567593000
039f0fec6f031d169e563bd0e78e64ae,SBSP,SBPA,1679563761000,1679568446000
cba7270c9060c2c90db14773c635af1b,SBSP,SBPA,1679564552000,1679569362000
dcf6580414d71342b370511a5b7d5bb5,SBKP,SBPA,1679565949000,1679570805000
f046d28bc0deb18f539f83c6052a5216,SBGR,SBPA,1679567512000,1679572237000
68e90175e68d70f701736a1dc2d84f2e,SBCT,SBPA,1679570061000,1679573089000
2c1ee3eb768a8b66dbd55c356a583f80,SBCF,SBBR,1679571007000,1679574563000
