flightid,origem,destino,dt_dep,dt_arr
52e812c8592371faa441e9d7d88796dc,SBCF,SBSP,1670151844000,1670155462000
8639bbf72d6c11888376ebdcf0102509,SBGR,SBBR,1670122862000,1670127245000
3aa7fbda841e357c619b52aef8bd0bde,SBKP,SBPA,1670118666000,1670123155000
a65c39cf0c464a755df5a2af94942a64,SBGR,SBPA,1670119347000,1670123969000
016af488896d617e2bd69c77cd01f2a3,SBGR,SBCF,1670117450000,1670120516000
57a725f936c9f55edc8b0f175f3149cc,SBSV,SBCF,1670112134000,1670120636000
0378089c9e768cd1c7a44e8cdbf01167,SBSP,SBCF,1670118197000,1670121568000
90eb4b1ac38d646268a3466d1fc98c91,SBGR,SBFL,1670119805000,1670122732000
ac41b6a9a54df83236aefd9c8e9da9ea,SBGL,SBGL,1670121238000,1670122058000
025aa03f946541acd1245e40ab9c0c64,SBGL,SBGL,1670122855000,1670122058000
7d0590450566ce5410a9d2b31c75a6bc,SBGL,SBGL,1670122058000,1670122058000
ca3dd6b98c17e0e6eb73a468d56cb2b6,SBGL,SBGL,1670120395000,1670122058000
c1e46af14a367022c68d02a14c217ed2,SBKP,SBGL,1670121052000,1670123595000
06ab8187694b6f64e26131a5e2ef745c,SBGL,SBGL,1670121238000,1670122855000
6444d1e9620d5c3c17e0b6a3840c8cf2,SBGL,SBGL,1670122855000,1670122855000
10a610324c8a0fc2dec476f15b1e1c08,SBGL,SBGL,1670122058000,1670122855000
bca63c4e0660154ceb7cd3213dfdc435,SBGL,SBGL,1670120395000,1670122855000
5d1b2068175566be26dddf85c09a2fb6,SBGL,SBGL,1670121238000,1670124133000
b12a140083fdf9c686416071038953c3,SBGL,SBGL,1670122855000,1670124133000
568444ffda1a7d3d065ffdae985a600d,SBGL,SBGL,1670122058000,1670124133000
37428abb9d961726ac464f11f26d6a34,SBGL,SBGL,1670120395000,1670124133000
aaa17cff43da644e9d7914c9592ef0bc,SBGL,SBGL,1670121238000,1670121238000
81547ae8a7600bfa84281953696348a5,SBGL,SBGL,1670122855000,1670121238000
be76989f8468643fb0236580a66786db,SBGL,SBGL,1670122058000,1670121238000
a489bf95ddf6811fe82717f6d85f005a,SBGL,SBGL,1670120395000,1670121238000
a2dd4c45040ba36966d7c054dfb8506a,SBGR,SBGL,1670123612000,1670125752000
dc68987fb2e2a46a21e64f5dce912843,SBRJ,SBSP,1670112747000,1670115166000
f371f1bac93b56eb36e5f658524adfe0,SBGR,SBSP,1670114783000,1670115929000
281e829635cd44b09067babe2bf2d084,SBRJ,SBSP,1670113275000,1670115780000
f98ec6cbf9e2d9aa39b0de383c3959e0,SBCF,SBSP,1670112712000,1670116479000
3896a56391bb2f8b482525da72a0105f,SBCF,SBBR,1670143901000,1670147549000
a155abd557f3d7d96afd522c4584a87b,SBSV,SBBR,1670142633000,1670148076000
8285ecfe3186cf2c34d93f47698c889a,SBGL,SBKP,1670144541000,1670147819000
43cfd0ff98e2aff3dab6366a77076ca6,SBRF,SBBR,1670140859000,1670148814000
77c28dcefa2403c249e7b68d16ae3562,SBRJ,SBBR,1670144753000,1670149500000
759fb92088e16fcf276c5a066d2f70d1,SBCF,SBBR,1670146130000,1670149617000
ef6efa449977c789252aef8e6f733851,SBGR,SBGL,1670149192000,1670151280000
f1ad10be3273580ab5876eb7e87eacef,SBGR,SBPA,1670148498000,1670153070000
4bb05ba7ded4eff69039b817482a3998,SBGR,SBPA,1670150917000,1670155590000
54e4b2f1b0263fff0e9996a13161540b,SBGR,SBPA,1670151196000,1670155840000
39e077c8b0f7a9e5571fd07e65306479,SBSP,SBPA,1670151724000,1670156293000
9e2b5deb3e334202e3a914dcb23bd5bc,SBGR,SBCF,1670149930000,1670152841000
faecece102a1507c3eae2c65069f49ae,SBSP,SBCF,1670152876000,1670156049000
660ba24acd94d797032f45c3aeb3f2c7,SBGR,SBCF,1670152939000,1670155825000
8ed156d5c61c1ac1bfd5ed1a9067201c,SBSV,SBSP,1670141289000,1670149380000
d8103e8acab31f02cc9c7b87dcc5d28b,SBPA,SBSP,1670145949000,1670150425000
3c928614e7a1f54acdf557656e31a8ae,SBSV,SBSP,1670144883000,1670152783000
eaaa91943a0c3f7b551407040d4b333e,SBBR,SBSP,1670149510000,1670154507000
f2633bb09314c114ca60c3ece3d082b1,SBRJ,SBSP,1670152449000,1670154987000
5c019aa23df04e2f630e966ad004fca4,SBBR,SBSV,1670113604000,1670119022000
c4cdd74639b6a1537cdeed2d0b418fdc,SBCF,SBSV,1670152409000,1670157174000
