flightid,origem,destino,dt_dep,dt_arr
3f5669c4aff59aa01d3f1183eb7e9b79,SBKP,SBCF,1677715240000,1677718305000
e71d928d0ef6641c08c8004d8752963c,SBCT,SBPA,1677780617000,1677783852000
1d39cd21dcab193af190b5965186ca6b,SBBR,SBPA,1677775818000,1677784146000
e3e3327bf1fc01a1ab914ace80daa147,SBRJ,SBCF,1677780314000,1677783126000
3ef3879506b48b027bbcd4cfe13eaa16,SBBR,SBCF,1677779755000,1677783464000
a3d9c58e99667cba473bfdc7f6d8c6ad,SBGR,SBCF,1677780494000,1677784173000
ad208a35713682221995358ef61b9bd0,SBSV,SBCF,1677779412000,1677784455000
2309d65a480ba530f2469aa877fbce9e,SBPA,SBKP,1677778970000,1677783622000
cba829d6f2408ca29f634fb24c1cad52,SBSV,SBKP,1677776111000,1677784020000
18f6b7b611f1e768eb85d3cf9d60a106,SBRF,SBKP,1677775004000,1677785276000
ea3d08273b94606cef2aacd3cd95cdb1,SBCF,SBKP,1677779928000,1677783117000
025514f93cd6c9c58ee5d798e9ad8122,SBKP,SBCF,1677782866000,1677785982000
f17de21cf7d31e62d70d2ed80a5b88c1,SBSV,SBCF,1677781677000,1677786677000
bcc6127e948aada39f6e470958048669,SBGR,SBCF,1677784159000,1677787299000
d4db09344aadd8a24a5f4926a11c5e78,SBRJ,SBFL,1677787531000,1677791877000
3f57460d2e8b9b01143da3af2299f2e7,SBCF,SBBR,1677790602000,1677794156000
895025ca5ae95ab0ff827429bf1ecf95,SBRJ,SBBR,1677788761000,1677793934000
f9cb3f92d038142798c22a1a880dc457,SBCF,SBBR,1677791222000,1677794556000
e0475f61b0a7298f2f4404198fa29f94,SBSP,SBBR,1677790915000,1677795863000
afa02910e2a8292fb8e75bd16bd6c192,SBKP,SBGL,1677794982000,1677798065000
28f87b664763d9bdcfce2ecd4ab07de6,SBGL,SBKP,1677797446000,1677800174000
f45bde6d24d756b15f4aec7168e692ca,SBCT,SBKP,1677798186000,1677800626000
952eac1f46d688b7f3000489408644bf,SBSP,SBRJ,1677776216000,1677778731000
536ac3e004b77d4a21123801a37454b5,SBSP,SBRJ,1677770786000,1677773896000
7a1a35887c30d298fc2e6bd1c8020596,SBBR,SBRJ,1677783495000,1677788423000
c82e738d0f2dddd91853726a0978e648,SBSP,SBRJ,1677794172000,1677796702000
9f9a4f25a0a32c46cae7304ae7df1df1,SBBR,SBRJ,1677745715000,1677750826000
136fa98765a4cff53d6515b06a3ab120,SBSP,SBRJ,1677796785000,1677800200000
13bda66144429d698ed136fc6b02a586,SBSP,SBRJ,1677756764000,1677759286000
213eff1785a05c080922cd19b163c608,SBBR,SBRJ,1677779651000,1677784588000
6635f1a593fabfc3ffaaf9994feeb92f,SBGR,SBRJ,1677771786000,1677774216000
aace0d40deb0b69c4cdc34b6dc4b8ef7,SBSP,SBRJ,1677783542000,1677785777000
3f86126dd777e8531c5e49b270f3e02d,SBSP,SBRJ,1677752283000,1677754989000
c0ed13ff490efa97d5e209f5fb509691,SBGR,SBRJ,1677787719000,1677790155000
f5c39253804675a92d514e4f4fe8ded6,SBPA,SBRJ,1677788884000,1677794386000
00e3ec53a07bd8ac6eddbbb5b0971c01,SBCF,SBRJ,1677786127000,1677789138000
6410b365c0b57ee4f7dcf7934a6fb645,SBSV,SBRJ,1677758823000,1677765890000
446f2122ab04b07138e2d40e39e1ddcf,SBKP,SBRJ,1677783051000,1677786010000
4f535bca073eb072898c29b050208d07,SBSP,SBRJ,1677775879000,1677778144000
eceec5d163563720c56d3b08e446cde2,SBSP,SBRJ,1677790762000,1677793158000
3554b51cf1751083799bc78f688a7554,SBSV,SBRJ,1677774286000,1677780639000
2150d16a237a70cd34255fc88cfb9f5c,SBGR,SBRJ,1677763247000,1677766051000
f8ffafe182a3d31a958d16433a1d2508,SBSP,SBRJ,1677748520000,1677751168000
d3a325f1fb7242c4ed2c0bc4f48f9cf3,SBSP,SBRJ,1677772742000,1677775308000
8cf8d254c108e57777dc2b32236cf1e1,SBSV,SBRJ,1677742968000,1677749374000
07db81ee92488bccfb9381687fb75f97,SBFL,SBRJ,1677748470000,1677752629000
21383173e572bbb6b8dd6c548badb1d2,SBCT,SBRJ,1677749990000,1677753742000
63128b715b9bb5b90a14538db7e98d7f,SBCT,SBRJ,1677749990000,1677755319000
47c4cff4fce3eae5428f8ee88d324511,SBSP,SBRJ,1677787654000,1677789976000
64d284fc62963398e6262e663d3760d6,SBSP,SBRJ,1677782440000,1677784920000
dd79c446e240c21adcb985fa23fd626a,SBCT,SBRJ,1677777023000,1677780912000
164752798bfba205b31271e3d8de45df,SBBR,SBRJ,1677761038000,1677767198000
804f2659c92afe818cfe411f60b53c8a,SBGR,SBRJ,1677763558000,1677766592000
8980a4ad8acb4042d3453243498430de,SBGR,SBRJ,1677763558000,1677767573000
ae196a9d6039a99b449a6b5dfde83dd3,SBRF,SBRJ,1677783923000,1677793356000
ccfcd924a56d59b12072f8ac3980ee7f,SBSP,SBRJ,1677759420000,1677761972000
392954b638ae108b49f0efeb79112f6c,SBPA,SBRJ,1677766813000,1677772271000
2161e6d325e4165315a7195b1696425b,SBRF,SBBR,1677791987000,1677799844000
f10b7bf5c9abb9f4ad3b9d55fcda5b5a,SBPA,SBGR,1677763617000,1677768789000
2aa67634eee6bf9859594583cf6a35b9,SBPA,SBCT,1677786465000,1677789857000
973c7070661f6a8c6ad5fbb8c25ac1a2,SBCF,SBSP,1677763137000,1677766885000
f917e731ead6072e3155db30309c470e,SBPA,SBSP,1677770076000,1677774639000
1cae37db3c5688f65019878b4d433740,SBSP,SBCT,1677766018000,1677768410000
1bf75d25c9bc9937e1da7583c610fab1,SBPA,SBSP,1677792517000,1677797584000
892565bf83076656f29d96f36e47c87c,SBFL,SBSP,1677718137000,1677721124000
70fe9576f54183c08d320a9baa5f5c24,SBRJ,SBGR,1677715515000,1677718438000
0ea039b58cbbae270efa9dec98b70ca3,SBGR,SBSP,1677785554000,1677786583000
cd28d9a19af61dca83e29ae7116c5e85,SBKP,SBRF,1677776264000,1677786342000
292896bc80cf575956f88ad7953867cf,SBCF,SBGR,1677790171000,1677793158000
83439aef6ac3739a8055735d71ffa447,SBCT,SBSP,1677795199000,1677797933000
8d52b1958286ad421bd3d5875ddea37a,SBSP,SBRF,1677765763000,1677775716000
73b180844acc28552ca1a2d63848d1cb,SBSP,SBCT,1677787486000,1677789887000
aeb7cd674203cce7a7ce87e7c0b2bf37,SBBR,SBSP,1677715428000,1677720277000
9495160b8bd02559cabb4f391b69fa55,SBSP,SBSV,1677769179000,1677776671000
05926d695faf8670132f9127419f70dc,SBRJ,SBSP,1677750333000,1677753083000
244fdc9d83f1e43cda8b835298e25f23,SBCF,SBSP,1677795788000,1677799037000
bdd6d55ff68f24d8dfaea93754a04b1f,SBCF,SBSP,1677764151000,1677768170000
dd6461f3b3b6cbb2a47e949eadcaac7f,SBRJ,SBSP,1677798120000,1677801063000
6fc79ddc68a6f342bc6280f8f5807c81,SBBR,SBSP,1677796092000,1677800909000
149516ec1af9ff66598ab708a6439797,SBRF,SBSP,1677756344000,1677767162000
7a0c9f2b8fd57efb56f416f03d49325c,SBCT,SBSP,1677778416000,1677781203000
4cdb038dae3a26a041a97d9889015bfa,SBBR,SBGR,1677741973000,1677746379000
b76ac86ad0b4622b3ef3d09c77c03730,SBBR,SBRF,1677718135000,1677726094000
b13b72fe307ba56de5d28f4516d1c423,SBPA,SBGR,1677775092000,1677780185000
65dbc8fa6c51d797af48278b926d54fc,SBRF,SBGR,1677736173000,1677746254000
5ece18c65949c9b38db7e68d83184672,SBSP,SBRF,1677775026000,1677785053000
23a1fef6036f1140905f0b5aa79a5fda,SBPA,SBCT,1677787051000,1677790615000
