flightid,origem,destino,dt_dep,dt_arr
ebdec594ce29dfbd3ee0dd90988f14cd,SBGR,SBCF,1682279311000,1682283057000
87ba778d14044ebaa0a294eb417275bd,SBKP,SBCF,1682257178000,1682260198000
29546c34a024529d083c7a7476f29eba,SBRJ,SBCF,1682258075000,1682260864000
881f4a7caeedefd39e42467fde71fdf6,SBGR,SBCF,1682257519000,1682260435000
953a10fbbb868968ae48b2559d9a7057,SBBR,SBCF,1682257608000,1682261040000
45bfe4aa4781b8da6cea4660c47908aa,SBRJ,SBCF,1682259145000,1682261807000
e67d4438198c15091f609848107cbeaf,SBSP,SBFL,1682269445000,1682272212000
7cfcdcbeece560d4e80e7e3e457aa4fe,SBSP,SBFL,1682289307000,1682292520000
daddb80e6d722b89a914955ec2e21ca2,SBSP,SBPA,1682259895000,1682264468000
98be28a568c817e0b4a6166a55fed3b2,SBGR,SBPA,1682277391000,1682282222000
4ee920ade5d011fd31b926213c5ed781,SBCF,SBRF,1682216935000,1682224487000
12159867e92c618556ae39667a3ebb69,SBKP,SBRF,1682215658000,1682225224000
6d344238e272abe9b7fcfa0684c29d59,SBRJ,SBRF,1682285182000,1682294056000
2ca6d5b118e11f758c5d45b7347ee934,SBKP,SBRF,1682249131000,1682259454000
73956324493b10bfa118a065ee378d80,SBKP,SBGL,1682217404000,1682220000000
595c0378c3d21c84c91156af324a3fa1,SBGR,SBGL,1682213179000,1682215471000
4279990d90a3ddcc2f897724fe344515,SBSV,SBGR,1682256804000,1682264251000
ea3e255b9227dc6751d87f4bb1a87085,SBBR,SBGR,1682260200000,1682264866000
60a9a1ceec1d352002fe20fa3e56197c,SBPA,SBGR,1682260823000,1682265745000
1a0a17982cc7051d240a28f10ff7e424,SBCT,SBGR,1682262613000,1682265522000
b0c3a0ea84b14e41bd656bc7a1a594fd,SBRJ,SBGR,1682268499000,1682270998000
3d44b5df6871cb5bebb01de849e73152,SBSV,SBGR,1682265469000,1682272997000
946ac119a280d722c8d1832fe3b52d6b,SBRF,SBGR,1682262906000,1682273192000
a5aefbf7a8a5949d2b05f08f585236e0,SBRJ,SBGR,1682270808000,1682273468000
8d8cc806219bb3f99d6b74a16d9785d2,SBGR,SBGL,1682283365000,1682285707000
30cb3e6510501080a9f7edd524efc508,SBCT,SBGR,1682275604000,1682278999000
2e98003d88f5a4df80eb7ea733b6be25,SBRF,SBGR,1682212378000,1682222529000
b01abb8079fc086ce15541c7e071879f,SBCT,SBGR,1682241830000,1682244343000
7c301d6dbccad5ef36c27c6b7e351c8a,SBGL,SBGR,1682243350000,1682245892000
029535b2326bff9f5986a2d9af41c42b,SBPA,SBGR,1682240860000,1682245464000
326e080507ffd197392592bd6829be30,SBFL,SBGR,1682243216000,1682246529000
85cf1c71396e6c3363bb746033c35edb,SBBR,SBGR,1682242127000,1682246707000
26ab748884c8c7da7cf39dedae89895d,SBCF,SBGR,1682249558000,1682252777000
b4278ec0f4bd1e98f864fd7c86430d75,SBSP,SBPA,1682284750000,1682289275000
51935b1bd9f356532e4ff9c7aa4badcc,SBBR,SBGR,1682283516000,1682288182000
8421f540c75ed3b384da9c45b5acf5e5,SBRF,SBGR,1682278317000,1682288342000
52d731783c59f18082a3f2fb5ef7006b,SBGR,SBRF,1682216806000,1682226372000
a80cc332cc7cec2c06ab0a5fafe8772a,SBKP,SBPA,1682266742000,1682271456000
55686e7f2faef4599bbce357d9c67b25,SBKP,SBFL,1682249835000,1682253159000
b547beabae9d4a33f6121b4067bb4234,SBGR,SBPA,1682221364000,1682225965000
27ead2f3e90c5d506c2ff89706d4496d,SBFL,SBPA,1682251007000,1682253425000
e969df0710fe43598100cb2c4e3f05b7,SBSP,SBPA,1682258773000,1682263337000
1e34cf959a847b27ab34de6600dc7fb6,SBSV,SBRF,1682273196000,1682276969000
b690da1a271862a7897ce3c085ed8e8d,SBGR,SBRF,1682264724000,1682274526000
866357a0bd6d0186c37fcd4b3cc71983,SBCF,SBSV,1682262075000,1682267061000
f1a2be4e4acf8cc511c91eb0bfc2ed32,SBRJ,SBSV,1682254449000,1682260396000
2114c73ae5565a87860414f57d59392e,SBGR,SBSV,1682271565000,1682278446000
385b06b67ede0f8a2553111a42c4bd8f,SBRJ,SBCT,1682257551000,1682261463000
ad7208aa74b61183858c53e90b8441dc,SBGR,SBCT,1682260092000,1682262453000
b42dc9e4709be5690011ce46e8dc34f7,SBKP,SBCT,1682262382000,1682265842000
6d64813569d8188b4d1c38b5e4567288,SBSP,SBCT,1682264609000,1682266814000
2c517254a978f6299ae5693cb069cdce,SBSP,SBCT,1682265723000,1682267921000
c15821c3e6d700d52e25b7b815d03755,SBPA,SBCT,1682265696000,1682268830000
63822f70b55c5fff41011a8a0718ae51,SBGR,SBCT,1682267126000,1682269488000
a12829fda9cb3094c404331c81dcac63,SBKP,SBCT,1682269470000,1682271808000
06c223051e269f6d3caa5564a1df302a,SBSP,SBCT,1682272847000,1682275028000
a96e8329a72412451b1945e2ca85fb93,SBGR,SBCT,1682271810000,1682274419000
67dcb0b71f1aef6993382b616de3bd3b,SBGR,SBCT,1682273464000,1682275924000
6c9fe08385f57a47d9dcef61a21e8dd5,SBPA,SBCT,1682273956000,1682277248000
515de8b7d6aa9d5bead8a0a92a824564,SBRJ,SBCT,1682274098000,1682277900000
e3fa3a1de1ac7d301abe58cd076fa0c4,SBRJ,SBCT,1682274310000,1682278199000
63c05c306ab2010c1b9f99d491805f5f,SBSP,SBCT,1682276563000,1682278991000
8848e62201ef498e8cb98aae952b5d75,SBSP,SBCT,1682279622000,1682282190000
86dfeade7c60ecda000ac0206b43f92a,SBSP,SBCT,1682281731000,1682283966000
8643ed46256e4937caf6b964d63d7f77,SBGR,SBCT,1682281585000,1682284240000
ba7bda2540c4e546be0701a5bc750a64,SBBR,SBSV,1682215931000,1682221167000
75da5a0a4e44e88f56040a961097e51e,SBCF,SBSV,1682281330000,1682286332000
f2b53c37f372a495e188e6294e17fc8e,SBKP,SBSV,1682249733000,1682256678000
ce955c33681732985569d740b85c4f52,SBRJ,SBSV,1682262801000,1682268928000
10900f66dd5806199abccb0c71c508b3,SBBR,SBSV,1682249659000,1682255070000
2728b44256fc5de5203ae1ecc5deb95d,SBSP,SBSV,1682254121000,1682261145000
8e6c8df46f176f8fddfc49e1af195cc7,SBKP,SBSV,1682269003000,1682275684000
de08b95295900c0c219caa96b874c36d,SBKP,SBSV,1682217916000,1682225131000
f534e1b1f6b9344b4d2d9e5caee2427b,SBRJ,SBFL,1682276594000,1682280853000
79e31d56a518a07cf042361bf02fcee3,SBGR,SBFL,1682282987000,1682286258000
8e4a53f215ce192ee8271f71a26c9656,SBSP,SBFL,1682284586000,1682287924000
0e71be87d62aa5428700d2722a00b4a1,SBSP,SBFL,1682284586000,1682289858000
4bafa604993c1dce5b526cf84f112d1c,SBRJ,SBSP,1682285752000,1682289653000
2797c9643641b239e796ee0b3ced3ead,SBPA,SBSP,1682256858000,1682261117000
3836adaabc3a5505ff8162b65f25ec50,SBRJ,SBSP,1682247174000,1682249888000
00626dfe2b7734df403818bc8082f151,SBCT,SBKP,1682290393000,1682292843000
a333f1cb2136a3e10329f7ffbf976550,SBKP,SBBR,1682284781000,1682289310000
0f207a2b4d94b74938a4c9a344b98c72,SBCF,SBSP,1682256628000,1682259989000
1843b4540e27818b050a74eba3377439,SBRJ,SBBR,1682263289000,1682268293000
c962f36cbda87bd22dd352bc62698ab5,SBRJ,SBSP,1682268797000,1682271527000
5a06ad6f355a1648eed0de1d8fbd8608,SBRJ,SBKP,1682288568000,1682291662000
a2758768e11876e28b54bedf15914f99,SBBR,SBSP,1682279613000,1682284118000
02d177bc948a049efe50cc7275c32da9,SBCT,SBSP,1682262917000,1682265532000
1ff9a839f9c1ed3467e584ec1489646a,SBRF,SBBR,1682278455000,1682286730000
69fc77491150960f56e8c35c52719310,SBSP,SBCF,1682240802000,1682244084000
927f06d97ef074c1f9dab9ba07afb8ec,SBGR,SBCF,1682242625000,1682245465000
033ceb6a0e4553db70da83a1171724a4,SBSV,SBCF,1682238985000,1682244370000
d32e903eaed331ddd749fe56ed51d42d,SBGR,SBCF,1682241509000,1682244503000
5d49808ae51e6dfca03d379715ad3530,SBRJ,SBCF,1682241896000,1682244715000
07e3fc80dbd9bb429b0dd9ff519d513f,SBPA,SBCF,1682239325000,1682246243000
e0bf1a3e9499f7d1071126aa267f2586,SBSP,SBCF,1682247654000,1682250827000
c2e756cc7ccf2aa1f73b02c7dae0c5b0,SBGR,SBCF,1682248438000,1682251318000
2cb0a491c48f8cc3d64e0cde187b0a2d,SBSP,SBCF,1682248501000,1682251646000
9555516bdbc74cf8f7f77d3344e5fad6,SBRJ,SBFL,1682261842000,1682266402000
