flightid,origem,destino,dt_dep,dt_arr
a2afcd686fd7efd351ffa4f564a87bdc,SBGR,SBFL,1663271165000,1663274424000
584cfff95b4383e263c940dfdcc39c0e,SBBR,SBGL,1663200951000,1663205564000
422b92f9ee55a8fb761bcdfa3098a1bf,SBCF,SBFL,1663202271000,1663207751000
4e26223af377b5cda33cd20faca60f2c,SBKP,SBGL,1663209926000,1663212492000
3558e25b9dd59bae4c632c1350f47f1a,SBGR,SBGL,1663210297000,1663212335000
a36797e725afd768c855594460f231eb,SBGR,SBGL,1663205462000,1663207867000
4717aa536c7da6c8c81223a6690d1870,SBKP,SBFL,1663204304000,1663208048000
318c87091a82150ddc9cf7e71e0aa388,SBCF,SBRJ,1663200864000,1663203605000
3dbffa85e3ab5be726ff8b9d6d1e8324,SBGR,SBRJ,1663201747000,1663204118000
d835b56ce1d34e0f207c6cee0a568b14,SBBR,SBFL,1663208679000,1663215217000
ec4f05c5e3c499203be77b7e10a3c3c6,SBGR,SBRF,1663202748000,1663212498000
a20dc9baac5a202c08883c65e2eefba7,SBGR,SBRF,1663203277000,1663213065000
a841e31ca5f6b5ff7a8877275912096d,SBGR,SBRF,1663202875000,1663212729000
c7647be9c33e46eb58a97daf7ce84c17,SBRJ,SBCT,1663202236000,1663206832000
783c9f704da6647e3afbcc630749c6fd,SBBR,SBCT,1663202845000,1663208081000
5eb4319770cfe1db775f6a4ac09e5493,SBCF,SBCT,1663202881000,1663207652000
3e1f082a3510b784e780c5c6437b95b4,SBSP,SBCT,1663205969000,1663208400000
f76dade6c1ffb4dfc2cdf7bdd6886482,SBGR,SBCT,1663207246000,1663209939000
8267b863e5c94099ae9a771bda1bbaf1,SBGR,SBCT,1663208859000,1663211556000
6d7d76a092059e8ab5f4541b70668c02,SBKP,SBCT,1663209461000,1663212024000
b33354adb453dfb816791128b16af915,SBRF,SBGL,1663216462000,1663226451000
2650636c6301a617e9c386f899584c68,SBRJ,SBSV,1663204740000,1663210687000
ac0d6518debd1122277130823966e50b,SBFL,SBSP,1663238402000,1663241798000
4df4ba06814be389f9a6d7c8d77442e5,SBGR,SBBR,1663238059000,1663243260000
713ec023bdf3199ec2317d56dc9ed2b9,SBFL,SBKP,1663232645000,1663236562000
4d9d3176cdef0026b29f316dbff6efd6,SBCF,SBBR,1663232127000,1663236384000
0d4d3ae1c051f5f7dae3adf3c3593120,SBGR,SBGL,1663236447000,1663238864000
d9b3f95c0f9bc26f7bafc9aadd18231d,SBKP,SBBR,1663237772000,1663242735000
4bdc5f87dc10bbda05066dbf02ddb9be,SBSP,SBBR,1663238025000,1663243539000
6e2cef7c0fac391d9fca31344628c732,SBRF,SBBR,1663235725000,1663243724000
9af6a594b84fd61a2ab44a1740fc5b5a,SBRJ,SBCF,1663239520000,1663242568000
e3fdf2c16dfe10040a48ed768e2c8588,SBKP,SBCF,1663239381000,1663242334000
d75a694263d39565adaf584d77316c63,SBRJ,SBSP,1663233130000,1663236171000
498cc3116376a60528a7306279753afa,SBFL,SBBR,1663231847000,1663239217000
b3d7beb103fcd5dc5940301c4e37e57f,SBKP,SBCF,1663234817000,1663237958000
21faa83780b7b17553c83692154a5e46,SBPA,SBCF,1663231294000,1663237774000
a1ec3bbfa417f4a73a83cd0259933545,SBKP,SBCF,1663237374000,1663240168000
d6288521453c69bda45909ed00078267,SBRJ,SBCF,1663234735000,1663237543000
b54c87d580ffa859ba5e5b6d802ed169,SBBR,SBCF,1663236492000,1663239629000
51b68850370ca36da1b38bcc1781aa00,SBSP,SBCF,1663233961000,1663237222000
8ab380725000a2edcc3e10b839112109,SBSP,SBCF,1663234206000,1663237407000
34da6b1601e01ebc50f6ed605af9c3af,SBSP,SBCF,1663237656000,1663240589000
5e22e426262faae1387baafa7671ea54,SBGR,SBGL,1663249755000,1663251747000
0b7e93a15a505ce64ca2ae451e511fc8,SBBR,SBGL,1663240624000,1663245024000
fa0b065a13601c783c6b9a6fc256a284,SBKP,SBBR,1663240920000,1663245955000
eec7ab42ff294f5e7626b8dd2929c436,SBSP,SBBR,1663241554000,1663246953000
5330f82ab46d241587ae4d5df7af31eb,SBSP,SBCF,1663241666000,1663244876000
c73425c089340ca0ab85b2a919a23b80,SBBR,SBCF,1663242023000,1663245179000
0a5ee33bc0bc2aa7dba98d39823390ad,SBGR,SBCF,1663242022000,1663245027000
abf62a03bdb6f0396e5209b9610b3b0a,SBSP,SBCF,1663243688000,1663246747000
8fd04f98b39dc5f5a0f460e4de52ab98,SBSV,SBRF,1663232491000,1663236280000
20685a416aafb05d88363724baf39422,SBPA,SBCT,1663233009000,1663236477000
6bca184530c82e176e872dfd5132d190,SBSP,SBCT,1663234770000,1663237136000
63f813a526d5ab1ef5b7cf16c2476f76,SBRJ,SBBR,1663234594000,1663240302000
707abbda52e4654cb96ba4c10904196e,SBSP,SBRJ,1663235794000,1663239439000
cc12c7a13df9fff5ec7b737719ba1672,SBSP,SBRJ,1663235794000,1663238640000
3c596833115385f4ab3fdf5134a6600e,SBCF,SBRJ,1663234528000,1663237364000
d69fd218b0d1f9174718106191f5838d,SBKP,SBRJ,1663234717000,1663237547000
14d0d60b096d92b4c3a0f64310dece08,SBFL,SBRJ,1663233891000,1663237970000
dc333aebf050a3cb10b7ac0c16e7a6cf,SBSP,SBRJ,1663235150000,1663237658000
932085bebc2e9d33ff7ac5f2c24f747d,SBCF,SBRJ,1663234528000,1663238884000
13773802aa78367a4d6a9c06d1dfd1f5,SBPA,SBRJ,1663232746000,1663239239000
49a317d43ed8b6c50fc049ec639b5c82,SBKP,SBRJ,1663235988000,1663239412000
f7b39cda100a1bdc7dde4f27a9d0ef4f,SBBR,SBRJ,1663233909000,1663239981000
dc7680eef28c3ed622dab6b3791ba500,SBPA,SBRJ,1663233178000,1663240287000
79eab6d60185c6aaf6190fcf6d52cfdf,SBSP,SBRJ,1663233702000,1663236397000
9ec0244eaedf34e06425dd99b70dc758,SBSP,SBRJ,1663233702000,1663240446000
d4d54d94f801533ebe515910d88eff23,SBCF,SBSP,1663240380000,1663243915000
45da8c03097be014a782a19e5a2e3c47,SBBR,SBCF,1663232952000,1663235941000
cb25d72e2e24db1bcc3e849fcbd9cc94,SBGR,SBCF,1663233182000,1663236194000
3fa2ed9c3d0d4b877a5195d9ad386e44,SBCT,SBCF,1663232272000,1663236596000
5fc6ab977806e7b8dd8900df920d1d4d,SBFL,SBCF,1663231487000,1663236754000
079b1d4f99373d6bf0d0bf90156f570b,SBCT,SBRJ,1663237657000,1663241359000
1962931d5e881b93344e695ecfdc67ac,SBBR,SBRJ,1663235224000,1663240655000
0ac75a75c3d665afc44bdfe58116f4b1,SBRJ,SBGR,1663235940000,1663238797000
a1d66fe0e51178648184f0ef9f116ca4,SBCF,SBGR,1663229890000,1663233121000
9b166442f341e9cea99e0ec5f564f969,SBCF,SBGR,1663202648000,1663205585000
13f584321b27d3e7f11930af8d73fd2f,SBRJ,SBBR,1663240764000,1663245825000
384a0fdf303f7f8660702a56f5c48c31,SBSV,SBGR,1663227450000,1663234826000
10d7fb925f61241611e71caf0d190a60,SBRF,SBSP,1663235928000,1663246253000
9076064c25646d8960b1e9e560607a1a,SBPA,SBGR,1663232419000,1663237553000
450a454e873fbc04526b147777cc9090,SBGR,SBCT,1663235990000,1663238921000
6a9299baaba5c292517544103be9c147,SBSP,SBCT,1663236893000,1663239546000
13cc461c68ef3fec8572df9e2a13d75a,SBSP,SBFL,1663238352000,1663241375000
26901c95f0cb6e24a422f8910eeb8bd4,SBRJ,SBSV,1663204919000,1663211060000
f7d082d9ce42a7af413e7c6d4f1cad65,SBRJ,SBSP,1663200911000,1663205568000
3ca127d7f9852d49376b7397f907a398,SBBR,SBRF,1663229420000,1663237384000
2ca7eaaf4b7e6b21e6cf5d90e3f0c8aa,SBPA,SBGR,1663201660000,1663206923000
03b199e3ed1fdae6b15ba8cd6ddc4adb,SBPA,SBGR,1663234123000,1663239157000
e4fb7ff286009d5a385ecd582b57b498,SBKP,SBCT,1663262208000,1663264660000
cb0276efecefd8823c37826060577c3a,SBSP,SBFL,1663262568000,1663265613000
feaa84947d5f106dca04fba6f09f9485,SBRJ,SBFL,1663262170000,1663266705000
6a92136960610c5d73982af28549cc12,SBBR,SBKP,1663246052000,1663250260000
d668aa3fb1fb6f5d30c1d61e11b6e75c,SBPA,SBRJ,1663255925000,1663261154000
8aff89faab6c137fe4e75ea5da55f625,SBSV,SBRJ,1663255182000,1663261724000
87b7f6035a0c75999635f6cbfd5d3db7,SBFL,SBSP,1663244292000,1663247606000
30430af6349d5bdf1c3a6c0ab2859316,SBCT,SBKP,1663255029000,1663257554000
fa453941c45d421e34dd1742febd3752,SBRJ,SBSP,1663234242000,1663237245000
