flightid,origem,destino,dt_dep,dt_arr
4a53bdc7d7fa22e50729634b6cae4159,SBCT,SBRJ,1677664193000,1677667930000
e623f313b1fd02096339e67f0d69523e,SBSP,SBBR,1677704729000,1677709916000
ed5b524ff4252296037e4596bda821f0,SBGR,SBPA,1677706040000,1677710607000
6ccac36e016acd7ad89187d1e135a9fc,SBSP,SBPA,1677706951000,1677711654000
50312fa2e51975c58904f7f46cdf2d89,SBRJ,SBPA,1677707254000,1677713166000
b236896d2b6cb7a1c908c7ad26ce01f8,SBCT,SBBR,1677707633000,1677713046000
302465c6f9d0f2c50fe02d965135e5eb,SBRJ,SBBR,1677707438000,1677713160000
57af3d748096437b6bb93a9378065551,SBSV,SBBR,1677706810000,1677712948000
7946615b7ba45c0fd6de5240380ef633,SBGR,SBPA,1677709665000,1677714450000
f48ec5feb713db56d25d06d9b7664317,SBCT,SBPA,1677711348000,1677714738000
cb735396cde7abbdc266a4388cd660d9,SBSP,SBCF,1677706676000,1677709935000
756852451d51b8212ffe1838269be38a,SBCF,SBKP,1677709664000,1677712816000
10396463e3ecc589d7703d8a2a570af2,SBRJ,SBKP,1677709313000,1677712539000
64261122ae42e65e2f9b857ca9d0415b,SBBR,SBKP,1677709428000,1677713870000
8824c6641251cb5a3d4bb81ea8f2c723,SBRF,SBKP,1677703394000,1677713271000
8c05d85a1b7715d12690836af4524449,SBSP,SBRJ,1677684508000,1677686831000
366fef15fe554559886a8b6b38a69878,SBSP,SBRJ,1677675464000,1677678818000
172c736c2c1bdcabcef6ae9a1a92f89c,SBSP,SBRJ,1677687702000,1677690028000
b07b95941d5742a94d868af1742d056e,SBGR,SBRJ,1677708397000,1677710881000
d5412c9394ffe219848617669f901b0a,SBSP,SBRJ,1677677640000,1677680603000
40d06de6aef0975d4bad9d182a46542c,SBGR,SBRJ,1677686221000,1677688624000
c691e36e92eb6623e181e5b2667113d3,SBCF,SBRJ,1677671542000,1677674699000
7437d6b9cb22fe3b36da3b17cd5f64cb,SBBR,SBRJ,1677695883000,1677700791000
4de902ecab1f94477c633a5dcba019d7,SBSP,SBRJ,1677672314000,1677675657000
698aa56190d6cea2ab44da08226bdd43,SBSP,SBRJ,1677682934000,1677685720000
260fc92027190dbf6e723b3d23e407b1,SBSP,SBRJ,1677693176000,1677695716000
7063836c585bd38d2b4ebd80ba115631,SBSP,SBRJ,1677692249000,1677694855000
2bc10ba2ce7b9f79c90515b80b7b36cd,SBSP,SBRJ,1677696725000,1677699122000
8858341ef9a2238dc729d065909ce927,SBSP,SBRJ,1677707481000,1677709772000
d34372055eb1be9b531a5a625de7b72a,SBCF,SBRJ,1677682614000,1677685308000
e10832c815390135b5aeaf63827ec0c1,SBSP,SBRJ,1677705473000,1677707974000
5a7ef31e6718b4196850ecedf392d720,SBCT,SBRJ,1677707016000,1677711086000
21abc49a2583332d54f07ac43ae516b2,SBGR,SBRJ,1677710128000,1677712231000
2450863c49558f0538b9380c1f06fce7,SBSP,SBRJ,1677700202000,1677702868000
417f08dd3a1a54f0f39170af3dc9609e,SBRF,SBRJ,1677697811000,1677706556000
60d3dcdb45b35b2b46155328b58207ee,SBSP,SBRJ,1677684925000,1677687052000
f643a9a52c94d4fbdfcdadeccae2c176,SBSP,SBRJ,1677681979000,1677684518000
6e2563088d12116b8c0b1bbcfabd77ef,SBFL,SBRJ,1677708491000,1677712473000
be0c31267ffffe388ea113b73f9cf7ea,SBSP,SBRJ,1677694116000,1677696775000
50d94b22f46b063704161536963466b4,SBSP,SBRJ,1677674863000,1677678109000
20df3f6224d205d5c8f36c74ffb98bb9,SBSP,SBRJ,1677700064000,1677702612000
f75cc8b13825cc23debe18382b03f0f0,SBRF,SBSP,1677692462000,1677702733000
bca5dc03bf03df6e14d1b5c3c9ee4f04,SBRJ,SBSP,1677686428000,1677689050000
84f0d97d668d429a7ce0fd848ee820d3,SBSP,SBSV,1677684751000,1677692112000
73188101af533c7bc7a83e0a847d42ae,SBFL,SBSP,1677675148000,1677678433000
ac5a78343f8551c5d33443f3d8d67229,SBRJ,SBSP,1677683486000,1677686123000
7bc4f6263ecf78a00ef787d4233203a8,SBRJ,SBSP,1677675855000,1677679048000
5ffb33ef456a936b92d995d4f8c5c668,SBCF,SBSV,1677701596000,1677706558000
fdfa6f03b3880f04a92fd9dbf3418009,SBSP,SBRF,1677680688000,1677691028000
a2e803d1dc26db7af376155ef33fa396,SBPA,SBSP,1677691583000,1677696267000
eded0b71e2de7bca4e41c71f229903a9,SBCF,SBSP,1677667330000,1677671530000
5069689605fb54c7716e56002ef438e3,SBRF,SBSP,1677669893000,1677680176000
24eabb133ef30ba71d283aa3c2bd8eca,SBRF,SBSP,1677694269000,1677704800000
7912ab72a8e04f34486a1ec47eb1f5d9,SBSV,SBRF,1677696675000,1677700742000
6be51e4dfaa61d92c9859f74038e542f,SBRJ,SBSP,1677700129000,1677703460000
ebe7d5a16192e4f9e26ceda864a72647,SBCT,SBSP,1677697762000,1677700988000
b0b1a1e221eafa8c7c79541e9c6e651a,SBPA,SBSP,1677707369000,1677712862000
