flightid,origem,destino,dt_dep,dt_arr
e7864859bc7ef0d7d25bac176a8eedcb,SBGR,SBCF,1669075496000,1669078481000
1849dba35fcafdcbcc891b76f1e3d688,SBPA,SBFL,1669082522000,1669085133000
1f0fb025673374e51ffb1f3bfa87e4b4,SBCT,SBKP,1669082522000,1669084976000
444edbe38900d30468fb29aa0dbb0904,SBBR,SBKP,1669076187000,1669080704000
09b1e94791bbfad33dae623a948046a5,SBSP,SBRJ,1669124105000,1669126574000
2b493467bb99551ce401e4c181fdbd74,SBGR,SBRJ,1669077592000,1669079912000
6ad30ada84deab0fe67eb06a09d46008,SBSP,SBRJ,1669109660000,1669112293000
be92f58ea57f671505b6c4077f6056c1,SBSV,SBRF,1669124972000,1669128836000
0f7306e7a00b3ec6b972a29e0165019a,SBBR,SBRF,1669118212000,1669125940000
2df1f619b8a0ab233e27f582087e7b3d,SBBR,SBRJ,1669113144000,1669118114000
63d54ce4ba46a1222a535b237ad1cba1,SBRF,SBRJ,1669134264000,1669143683000
34a1c7275013c914b373433a5f198f23,SBGR,SBRJ,1669123681000,1669125974000
c11e30bb74c5b3aeb2cc2a4c90432b52,SBSP,SBRJ,1669110472000,1669113065000
9edba6c218ed11a7b1d8a5a532a1bb0c,SBGR,SBRJ,1669146453000,1669148917000
43e8193976f3dd9a23c2633bf463ba79,SBSP,SBRJ,1669145514000,1669147922000
02cafd971e37f79588f6acf35f0400f8,SBGR,SBRF,1669077321000,1669086675000
5e057e5f42cd1d542ae590e8e519e6ad,SBSP,SBSV,1669130882000,1669137908000
66624a4a8631716aa8253c279ce0c046,SBRJ,SBSV,1669108989000,1669114958000
cdcc3886d80a68d3e13d0aa079454df1,SBBR,SBSV,1669119473000,1669125064000
51b2ad26fd31b443b39b750bbbfee873,SBCF,SBSV,1669133233000,1669138048000
49e16804d651bdde794efcb7886ceb30,SBSP,SBRJ,1669125622000,1669128195000
eaface7527de4944ef43a6acf6b4305e,SBKP,SBRJ,1669114096000,1669117009000
ac634d32535afaeb0b4826f3bcdb4f73,SBGL,SBRF,1669111263000,1669119938000
89958cf18d70ba47b3587e5004081686,SBGR,SBRJ,1669158431000,1669161311000
40d0b6730d3c55a32918c058cdc685a3,SBCT,SBRJ,1669137243000,1669141164000
4c124b6a180b640ea05f9a159a1d3350,SBBR,SBRJ,1669103567000,1669108416000
1cbe47b17d3f67827f945e337a65bcc2,SBGR,SBSV,1669080995000,1669088655000
feffa9125a72310d0b9128af32742014,SBCT,SBRJ,1669110499000,1669114299000
6462b6f6a2a5921a6005cee306db2ac2,SBGL,SBSV,1669082193000,1669088923000
47457b2dc85ef10e79cdd26ee396614a,SBSP,SBSV,1669108890000,1669116084000
bbd64e802d8b484ffcdbecee79a8d81e,SBBR,SBRF,1669117862000,1669125673000
a3a09931128e787e9787f3c87326dbe2,SBCF,SBSV,1669117070000,1669121739000
6000e50cb26d275c75d18147ecc30f77,SBGR,SBRF,1669144361000,1669154059000
096c201e4f0aa7f95fa6a7f38bc7ec64,SBCF,SBRJ,1669126322000,1669128975000
64622c7bbb2201fd16b605574e7e3cec,SBSP,SBSV,1669115545000,1669122396000
e75ccbb329fc941f71557080f01ef191,SBKP,SBRJ,1669148774000,1669151630000
52ff8c98750a1afb5cd9aab869079f21,SBGR,SBRF,1669116745000,1669126363000
064e70c25ae2c0032376e8f877c75dc0,SBSP,SBRJ,1669129327000,1669131694000
1b786cb695664739bc1b6956f1495916,SBGR,SBRF,1669133814000,1669143231000
afe1d5d0772a697b1da15857cacf894a,SBSV,SBRF,1669119445000,1669123106000
d153296503ac6b3dcad6545c842b77fc,SBSP,SBRJ,1669116307000,1669118663000
32eb640152fd76e73b57245823785ed3,SBKP,SBRF,1669117149000,1669126881000
2f0d9e349f0f685094919434257f00c3,SBBR,SBRJ,1669125037000,1669130127000
2bee758ff460fcacbc3b9c8462822d53,SBCF,SBSV,1669129535000,1669134444000
b81f531770bf65678bc30bc4c98a36da,SBCT,SBRJ,1669153605000,1669157455000
a96cc81f0bf09277c04fff4370c031a0,SBBR,SBRJ,1669144588000,1669149613000
11f822002bb1b685eedd10b7a708161a,SBBR,SBRF,1669119868000,1669128582000
f1318a029cf77efd2c96aa0029f90e47,SBCT,SBRJ,1669153781000,1669157658000
e71c5149e7388cc05a783aa8ee104b25,SBBR,SBRJ,1669105605000,1669110860000
c30804b41f62dba2929d5931d6ef2748,SBSV,SBRJ,1669132727000,1669139156000
ff3b10216498473432005b5ad5dd9791,SBGL,SBRF,1669118687000,1669127403000
cbeab28d6530999ec8e5d7dc36f88f29,SBCT,SBRJ,1669115570000,1669119616000
5c7a27aed6f423797984a2ae3f95ec44,SBSP,SBSV,1669148812000,1669155715000
3769952de1dc6a5f79c384df61930906,SBKP,SBRJ,1669078495000,1669081098000
f97b3a42768a0bf6262b6ffa9e988332,SBCF,SBRF,1669138398000,1669147480000
be14052d229c86512928cc4efb8507fc,SBKP,SBRF,1669119389000,1669129936000
50ed920c15fe8841b71918666dbb2146,SBKP,SBRJ,1669108404000,1669111523000
8b0b397d1366671e2873237d6d8c220a,SBSP,SBRJ,1669148364000,1669150897000
176469ebc30366452813859b281faffb,SBPA,SBRJ,1669130263000,1669136000000
614fe8c505e8215aa5ec9bc2460d89e5,SBCF,SBSV,1669148123000,1669152826000
9757dc846b7eb5c9996b949f290c58ba,SBPA,SBSP,1669136141000,1669140952000
fc2fbe3a1284f06b58e2b85a935e015e,SBCF,SBKP,1669078141000,1669081160000
bfa6022d9ca30d96d1ec5daf6df5da16,SBPA,SBKP,1669075610000,1669080503000
9aa9c9a7a5932cc563990b63dccfebe1,SBRJ,SBKP,1669078505000,1669081394000
18566fec0a7d153008591962022856ab,SBBR,SBKP,1669161409000,1669079642000
4a8861829132e0c8556a6eebab4174f3,SBCF,SBSP,1669104863000,1669108539000
dfd3f4d820f21f477f3afe213305d5df,SBSV,SBSP,1669100432000,1669108720000
0e95adefec4fa9701ed45a393fec53c5,SBBR,SBSP,1669104159000,1669109106000
95e1dbe58f994f8128441beaf4f2a712,SBRJ,SBSP,1669108287000,1669110860000
34627067050b779cdda13b14cab82afd,SBPA,SBSP,1669105727000,1669110285000
