flightid,origem,destino,dt_dep,dt_arr
3480d8d0903b72e376d19889829ff18d,SBRF,SBGR,1677861575000,1677871583000
ffb662d142d9a546cfb03906644d18c6,SBBR,SBGR,1677837659000,1677842321000
98d08978bab547430c055f0581e64217,SBPA,SBGR,1677843516000,1677848739000
4cc4841259ab02a84170a71b16dc8792,SBPA,SBSP,1677880636000,1677885442000
1d072eba3e4e87026a51848562bd43ce,SBBR,SBRF,1677842724000,1677850548000
09494a40263325db1d0a7b80fcf1c2bd,SBCT,SBRJ,1677879346000,1677883293000
8363288e1a0664112fe038204573263a,SBGR,SBCT,1677808355000,1677810810000
5f27b9701971addfab3d34e73ecc02e9,SBSV,SBSP,1677835819000,1677843611000
5b584cf2fa33a1266de337a9a2bf034b,SBRJ,SBGR,1677842212000,1677844922000
bd365bf63c70f626f5a9cdde80cbf223,SBCT,SBSP,1677870536000,1677873295000
5d8661782724c8e059c4b3233be82c3a,SBCF,SBSP,1677841886000,1677846043000
2ffd2e24502700b7e2cce8331d692e92,SBRJ,SBFL,1677874152000,1677878324000
ab8eb58811c6bad908d5a98041cd265f,SBRJ,SBSP,1677838573000,1677841253000
0011758612f9c1b1006428c90c699a28,SBRJ,SBSP,1677853214000,1677855970000
045eb61808bf90f212ee22028f4e909d,SBGR,SBRF,1677846406000,1677856240000
42e8b565371f4f728bcd2892f189f3d0,SBRJ,SBSP,1677878373000,1677881416000
a6b8cbbb8a1a22bde9721aaeee038f1f,SBSP,SBRJ,1677881358000,1677883920000
7fbeb4f2fcab1e4c5eb5404dc9cb3386,SBRJ,SBSP,1677873526000,1677876522000
36004d68fbf6fde1570196055361e84b,SBGR,SBRJ,1677858018000,1677860351000
f12bcc5c0845fea6c7319ba7e48b093d,SBSV,SBRF,1677867040000,1677870626000
3c15940607389a95f76b72a80fc95096,SBCT,SBSP,1677861868000,1677865303000
f6362b29bfc70ff9f9b5ba9c17d416bd,SBBR,SBCT,1677845752000,1677851603000
0194229182b657512d8cef394c515ddf,SBKP,SBCT,1677849525000,1677851820000
2fce35d1ea73fb08fa702ffa6c627c48,SBGR,SBCT,1677850706000,1677853208000
d6b6eb5c7ba943b50b4ab807aee1321f,SBSP,SBCT,1677854164000,1677856176000
e45df3ad41eff23b36a86b8140bbd22a,SBSP,SBCT,1677874254000,1677876792000
291ce435eecf8052fe4f92a3e874cdf9,SBPA,SBCT,1677873804000,1677877251000
3da9b1f30e9c50b90846844d4c7bcbf8,SBBR,SBCT,1677874616000,1677879982000
