esperas,hora,aero
0,1676592000000,SBBR
0,1676595600000,SBBR
0,1676599200000,SBBR
0,1676602800000,SBBR
0,1676606400000,SBBR
0,1676610000000,SBBR
0,1676613600000,SBBR
0,1676617200000,SBBR
0,1676620800000,SBBR
0,1676624400000,SBBR
0,1676628000000,SBBR
0,1676631600000,SBBR
0,1676635200000,SBBR
0,1676638800000,SBBR
0,1676642400000,SBBR
0,1676646000000,SBBR
0,1676649600000,SBBR
0,1676653200000,SBBR
0,1676656800000,SBBR
0,1676660400000,SBBR
0,1676664000000,SBBR
0,1676667600000,SBBR
0,1676671200000,SBBR
0,1676674800000,SBBR
0,1676592000000,SBCF
0,1676595600000,SBCF
0,1676599200000,SBCF
0,1676602800000,SBCF
0,1676606400000,SBCF
0,1676610000000,SBCF
0,1676613600000,SBCF
0,1676617200000,SBCF
0,1676620800000,SBCF
0,1676624400000,SBCF
0,1676628000000,SBCF
0,1676631600000,SBCF
0,1676635200000,SBCF
0,1676638800000,SBCF
0,1676642400000,SBCF
0,1676646000000,SBCF
0,1676649600000,SBCF
0,1676653200000,SBCF
0,1676656800000,SBCF
6,1676660400000,SBCF
8,1676664000000,SBCF
0,1676667600000,SBCF
0,1676671200000,SBCF
0,1676674800000,SBCF
0,1676592000000,SBCT
0,1676595600000,SBCT
0,1676599200000,SBCT
0,1676602800000,SBCT
0,1676606400000,SBCT
0,1676610000000,SBCT
0,1676613600000,SBCT
0,1676617200000,SBCT
0,1676620800000,SBCT
0,1676624400000,SBCT
0,1676628000000,SBCT
0,1676631600000,SBCT
0,1676635200000,SBCT
0,1676638800000,SBCT
0,1676642400000,SBCT
0,1676646000000,SBCT
0,1676649600000,SBCT
0,1676653200000,SBCT
0,1676656800000,SBCT
0,1676660400000,SBCT
0,1676664000000,SBCT
0,1676667600000,SBCT
0,1676671200000,SBCT
0,1676674800000,SBCT
0,1676592000000,SBFL
0,1676595600000,SBFL
0,1676599200000,SBFL
0,1676602800000,SBFL
0,1676606400000,SBFL
0,1676610000000,SBFL
0,1676613600000,SBFL
0,1676617200000,SBFL
0,1676620800000,SBFL
0,1676624400000,SBFL
0,1676628000000,SBFL
0,1676631600000,SBFL
0,1676635200000,SBFL
0,1676638800000,SBFL
0,1676642400000,SBFL
0,1676646000000,SBFL
0,1676649600000,SBFL
0,1676653200000,SBFL
0,1676656800000,SBFL
0,1676660400000,SBFL
0,1676664000000,SBFL
0,1676667600000,SBFL
0,1676671200000,SBFL
0,1676674800000,SBFL
0,1676592000000,SBGL
0,1676595600000,SBGL
0,1676599200000,SBGL
0,1676602800000,SBGL
0,1676606400000,SBGL
0,1676610000000,SBGL
0,1676613600000,SBGL
0,1676617200000,SBGL
0,1676620800000,SBGL
0,1676624400000,SBGL
0,1676628000000,SBGL
0,1676631600000,SBGL
0,1676635200000,SBGL
0,1676638800000,SBGL
0,1676642400000,SBGL
0,1676646000000,SBGL
0,1676649600000,SBGL
0,1676653200000,SBGL
0,1676656800000,SBGL
0,1676660400000,SBGL
0,1676664000000,SBGL
0,1676667600000,SBGL
0,1676671200000,SBGL
0,1676674800000,SBGL
6,1676592000000,SBGR
0,1676595600000,SBGR
0,1676599200000,SBGR
0,1676602800000,SBGR
0,1676606400000,SBGR
0,1676610000000,SBGR
0,1676613600000,SBGR
0,1676617200000,SBGR
0,1676620800000,SBGR
0,1676624400000,SBGR
0,1676628000000,SBGR
0,1676631600000,SBGR
0,1676635200000,SBGR
0,1676638800000,SBGR
0,1676642400000,SBGR
1,1676646000000,SBGR
0,1676649600000,SBGR
0,1676653200000,SBGR
1,1676656800000,SBGR
0,1676660400000,SBGR
1,1676664000000,SBGR
0,1676667600000,SBGR
0,1676671200000,SBGR
0,1676674800000,SBGR
14,1676592000000,SBKP
0,1676595600000,SBKP
0,1676599200000,SBKP
0,1676602800000,SBKP
