esperas,hora,aero
0,1676332800000,SBBR
0,1676336400000,SBBR
0,1676340000000,SBBR
0,1676343600000,SBBR
0,1676347200000,SBBR
0,1676350800000,SBBR
0,1676354400000,SBBR
0,1676358000000,SBBR
0,1676361600000,SBBR
0,1676365200000,SBBR
0,1676368800000,SBBR
0,1676372400000,SBBR
0,1676376000000,SBBR
0,1676379600000,SBBR
0,1676383200000,SBBR
0,1676386800000,SBBR
0,1676390400000,SBBR
0,1676394000000,SBBR
0,1676397600000,SBBR
0,1676401200000,SBBR
0,1676404800000,SBBR
0,1676408400000,SBBR
0,1676412000000,SBBR
0,1676415600000,SBBR
0,1676332800000,SBCF
0,1676336400000,SBCF
0,1676340000000,SBCF
0,1676343600000,SBCF
0,1676347200000,SBCF
0,1676350800000,SBCF
0,1676354400000,SBCF
0,1676358000000,SBCF
0,1676361600000,SBCF
0,1676365200000,SBCF
0,1676368800000,SBCF
0,1676372400000,SBCF
0,1676376000000,SBCF
0,1676379600000,SBCF
0,1676383200000,SBCF
0,1676386800000,SBCF
2,1676390400000,SBCF
0,1676394000000,SBCF
0,1676397600000,SBCF
0,1676401200000,SBCF
2,1676404800000,SBCF
2,1676408400000,SBCF
0,1676412000000,SBCF
20,1676415600000,SBCF
0,1676332800000,SBCT
0,1676336400000,SBCT
0,1676340000000,SBCT
0,1676343600000,SBCT
0,1676347200000,SBCT
0,1676350800000,SBCT
0,1676354400000,SBCT
0,1676358000000,SBCT
0,1676361600000,SBCT
0,1676365200000,SBCT
0,1676368800000,SBCT
0,1676372400000,SBCT
0,1676376000000,SBCT
0,1676379600000,SBCT
0,1676383200000,SBCT
0,1676386800000,SBCT
0,1676390400000,SBCT
0,1676394000000,SBCT
0,1676397600000,SBCT
0,1676401200000,SBCT
0,1676404800000,SBCT
0,1676408400000,SBCT
0,1676412000000,SBCT
0,1676415600000,SBCT
0,1676332800000,SBFL
0,1676336400000,SBFL
0,1676340000000,SBFL
0,1676343600000,SBFL
0,1676347200000,SBFL
0,1676350800000,SBFL
0,1676354400000,SBFL
0,1676358000000,SBFL
0,1676361600000,SBFL
0,1676365200000,SBFL
0,1676368800000,SBFL
0,1676372400000,SBFL
0,1676376000000,SBFL
0,1676379600000,SBFL
0,1676383200000,SBFL
0,1676386800000,SBFL
0,1676390400000,SBFL
0,1676394000000,SBFL
0,1676397600000,SBFL
2,1676401200000,SBFL
1,1676404800000,SBFL
0,1676408400000,SBFL
0,1676412000000,SBFL
0,1676415600000,SBFL
0,1676332800000,SBGL
0,1676336400000,SBGL
0,1676340000000,SBGL
0,1676343600000,SBGL
0,1676347200000,SBGL
0,1676350800000,SBGL
0,1676354400000,SBGL
0,1676358000000,SBGL
0,1676361600000,SBGL
0,1676365200000,SBGL
0,1676368800000,SBGL
0,1676372400000,SBGL
0,1676376000000,SBGL
0,1676379600000,SBGL
0,1676383200000,SBGL
0,1676386800000,SBGL
0,1676390400000,SBGL
0,1676394000000,SBGL
0,1676397600000,SBGL
0,1676401200000,SBGL
0,1676404800000,SBGL
0,1676408400000,SBGL
0,1676412000000,SBGL
0,1676415600000,SBGL
26,1676332800000,SBGR
0,1676336400000,SBGR
0,1676340000000,SBGR
0,1676343600000,SBGR
0,1676347200000,SBGR
0,1676350800000,SBGR
0,1676354400000,SBGR
1,1676358000000,SBGR
0,1676361600000,SBGR
0,1676365200000,SBGR
0,1676368800000,SBGR
0,1676372400000,SBGR
0,1676376000000,SBGR
0,1676379600000,SBGR
0,1676383200000,SBGR
1,1676386800000,SBGR
0,1676390400000,SBGR
0,1676394000000,SBGR
0,1676397600000,SBGR
1,1676401200000,SBGR
0,1676404800000,SBGR
0,1676408400000,SBGR
0,1676412000000,SBGR
0,1676415600000,SBGR
0,1676332800000,SBKP
0,1676336400000,SBKP
0,1676340000000,SBKP
0,1676343600000,SBKP
0,1676347200000,SBKP
0,1676350800000,SBKP
0,1676354400000,SBKP
0,1676358000000,SBKP
0,1676361600000,SBKP
12,1676365200000,SBKP
4,1676368800000,SBKP
0,1676372400000,SBKP
0,1676376000000,SBKP
0,1676379600000,SBKP
0,1676383200000,SBKP
0,1676386800000,SBKP
0,1676390400000,SBKP
0,1676394000000,SBKP
0,1676397600000,SBKP
0,1676401200000,SBKP
0,1676404800000,SBKP
0,1676408400000,SBKP
0,1676412000000,SBKP
0,1676415600000,SBKP
0,1676332800000,SBPA
0,1676336400000,SBPA
0,1676340000000,SBPA
0,1676343600000,SBPA
0,1676347200000,SBPA
0,1676350800000,SBPA
0,1676354400000,SBPA
0,1676358000000,SBPA
0,1676361600000,SBPA
0,1676365200000,SBPA
0,1676368800000,SBPA
0,1676372400000,SBPA
0,1676376000000,SBPA
0,1676379600000,SBPA
0,1676383200000,SBPA
0,1676386800000,SBPA
0,1676390400000,SBPA
1,1676394000000,SBPA
0,1676397600000,SBPA
0,1676401200000,SBPA
0,1676404800000,SBPA
0,1676408400000,SBPA
0,1676412000000,SBPA
0,1676415600000,SBPA
0,1676332800000,SBRF
0,1676336400000,SBRF
0,1676340000000,SBRF
0,1676343600000,SBRF
0,1676347200000,SBRF
0,1676350800000,SBRF
0,1676354400000,SBRF
0,1676358000000,SBRF
0,1676361600000,SBRF
0,1676365200000,SBRF
0,1676368800000,SBRF
0,1676372400000,SBRF
0,1676376000000,SBRF
0,1676379600000,SBRF
0,1676383200000,SBRF
0,1676386800000,SBRF
0,1676390400000,SBRF
0,1676394000000,SBRF
0,1676397600000,SBRF
0,1676401200000,SBRF
0,1676404800000,SBRF
0,1676408400000,SBRF
0,1676412000000,SBRF
0,1676415600000,SBRF
14,1676332800000,SBRJ
1,1676336400000,SBRJ
0,1676340000000,SBRJ
0,1676343600000,SBRJ
0,1676347200000,SBRJ
0,1676350800000,SBRJ
0,1676354400000,SBRJ
0,1676358000000,SBRJ
0,1676361600000,SBRJ
0,1676365200000,SBRJ
2,1676368800000,SBRJ
0,1676372400000,SBRJ
0,1676376000000,SBRJ
3,1676379600000,SBRJ
5,1676383200000,SBRJ
0,1676386800000,SBRJ
3,1676390400000,SBRJ
0,1676394000000,SBRJ
3,1676397600000,SBRJ
3,1676401200000,SBRJ
9,1676404800000,SBRJ
5,1676408400000,SBRJ
1,1676412000000,SBRJ
5,1676415600000,SBRJ
1,1676332800000,SBSP
1,1676336400000,SBSP
0,1676340000000,SBSP
0,1676343600000,SBSP
0,1676347200000,SBSP
0,1676350800000,SBSP
0,1676354400000,SBSP
0,1676358000000,SBSP
0,1676361600000,SBSP
0,1676365200000,SBSP
0,1676368800000,SBSP
0,1676372400000,SBSP
1,1676376000000,SBSP
0,1676379600000,SBSP
0,1676383200000,SBSP
0,1676386800000,SBSP
0,1676390400000,SBSP
1,1676394000000,SBSP
1,1676397600000,SBSP
3,1676401200000,SBSP
0,1676404800000,SBSP
5,1676408400000,SBSP
0,1676412000000,SBSP
3,1676415600000,SBSP
0,1676332800000,SBSV
0,1676336400000,SBSV
0,1676340000000,SBSV
0,1676343600000,SBSV
0,1676347200000,SBSV
0,1676350800000,SBSV
