esperas,hora,aero
0,1683849600000,SBBR
0,1683853200000,SBBR
0,1683856800000,SBBR
0,1683860400000,SBBR
0,1683864000000,SBBR
0,1683867600000,SBBR
0,1683871200000,SBBR
0,1683874800000,SBBR
0,1683878400000,SBBR
0,1683882000000,SBBR
0,1683885600000,SBBR
0,1683889200000,SBBR
0,1683892800000,SBBR
0,1683896400000,SBBR
0,1683900000000,SBBR
0,1683903600000,SBBR
0,1683907200000,SBBR
0,1683910800000,SBBR
0,1683914400000,SBBR
0,1683918000000,SBBR
0,1683921600000,SBBR
0,1683925200000,SBBR
0,1683928800000,SBBR
0,1683932400000,SBBR
0,1683849600000,SBCF
0,1683853200000,SBCF
0,1683856800000,SBCF
0,1683860400000,SBCF
0,1683864000000,SBCF
0,1683867600000,SBCF
0,1683871200000,SBCF
0,1683874800000,SBCF
0,1683878400000,SBCF
0,1683882000000,SBCF
8,1683885600000,SBCF
0,1683889200000,SBCF
0,1683892800000,SBCF
0,1683896400000,SBCF
0,1683900000000,SBCF
0,1683903600000,SBCF
0,1683907200000,SBCF
0,1683910800000,SBCF
0,1683914400000,SBCF
0,1683918000000,SBCF
0,1683921600000,SBCF
0,1683925200000,SBCF
0,1683928800000,SBCF
0,1683932400000,SBCF
0,1683849600000,SBCT
0,1683853200000,SBCT
0,1683856800000,SBCT
0,1683860400000,SBCT
0,1683864000000,SBCT
0,1683867600000,SBCT
0,1683871200000,SBCT
0,1683874800000,SBCT
0,1683878400000,SBCT
0,1683882000000,SBCT
0,1683885600000,SBCT
0,1683889200000,SBCT
0,1683892800000,SBCT
0,1683896400000,SBCT
0,1683900000000,SBCT
0,1683903600000,SBCT
0,1683907200000,SBCT
0,1683910800000,SBCT
0,1683914400000,SBCT
0,1683918000000,SBCT
0,1683921600000,SBCT
0,1683925200000,SBCT
0,1683928800000,SBCT
0,1683932400000,SBCT
0,1683849600000,SBFL
0,1683853200000,SBFL
0,1683856800000,SBFL
0,1683860400000,SBFL
0,1683864000000,SBFL
0,1683867600000,SBFL
0,1683871200000,SBFL
0,1683874800000,SBFL
0,1683878400000,SBFL
0,1683882000000,SBFL
0,1683885600000,SBFL
0,1683889200000,SBFL
0,1683892800000,SBFL
0,1683896400000,SBFL
0,1683900000000,SBFL
0,1683903600000,SBFL
0,1683907200000,SBFL
0,1683910800000,SBFL
0,1683914400000,SBFL
0,1683918000000,SBFL
1,1683921600000,SBFL
0,1683925200000,SBFL
0,1683928800000,SBFL
0,1683932400000,SBFL
0,1683849600000,SBGL
0,1683853200000,SBGL
0,1683856800000,SBGL
0,1683860400000,SBGL
0,1683864000000,SBGL
0,1683867600000,SBGL
0,1683871200000,SBGL
0,1683874800000,SBGL
0,1683878400000,SBGL
0,1683882000000,SBGL
0,1683885600000,SBGL
0,1683889200000,SBGL
0,1683892800000,SBGL
0,1683896400000,SBGL
0,1683900000000,SBGL
0,1683903600000,SBGL
0,1683907200000,SBGL
0,1683910800000,SBGL
0,1683914400000,SBGL
0,1683918000000,SBGL
0,1683921600000,SBGL
0,1683925200000,SBGL
0,1683928800000,SBGL
0,1683932400000,SBGL
2,1683849600000,SBGR
1,1683853200000,SBGR
0,1683856800000,SBGR
0,1683860400000,SBGR
0,1683864000000,SBGR
0,1683867600000,SBGR
0,1683871200000,SBGR
0,1683874800000,SBGR
1,1683878400000,SBGR
4,1683882000000,SBGR
1,1683885600000,SBGR
0,1683889200000,SBGR
0,1683892800000,SBGR
0,1683896400000,SBGR
0,1683900000000,SBGR
0,1683903600000,SBGR
0,1683907200000,SBGR
0,1683910800000,SBGR
0,1683914400000,SBGR
1,1683918000000,SBGR
0,1683921600000,SBGR
0,1683925200000,SBGR
0,1683928800000,SBGR
0,1683932400000,SBGR
0,1683849600000,SBKP
0,1683853200000,SBKP
0,1683856800000,SBKP
0,1683860400000,SBKP
0,1683864000000,SBKP
0,1683867600000,SBKP
0,1683871200000,SBKP
0,1683874800000,SBKP
0,1683878400000,SBKP
0,1683882000000,SBKP
0,1683885600000,SBKP
0,1683889200000,SBKP
0,1683892800000,SBKP
0,1683896400000,SBKP
5,1683900000000,SBKP
6,1683903600000,SBKP
0,1683907200000,SBKP
0,1683910800000,SBKP
0,1683914400000,SBKP
0,1683918000000,SBKP
0,1683921600000,SBKP
0,1683925200000,SBKP
0,1683928800000,SBKP
0,1683932400000,SBKP
0,1683849600000,SBPA
0,1683853200000,SBPA
0,1683856800000,SBPA
0,1683860400000,SBPA
0,1683864000000,SBPA
0,1683867600000,SBPA
0,1683871200000,SBPA
0,1683874800000,SBPA
0,1683878400000,SBPA
0,1683882000000,SBPA
0,1683885600000,SBPA
0,1683889200000,SBPA
0,1683892800000,SBPA
0,1683896400000,SBPA
0,1683900000000,SBPA
0,1683903600000,SBPA
0,1683907200000,SBPA
0,1683910800000,SBPA
0,1683914400000,SBPA
0,1683918000000,SBPA
0,1683921600000,SBPA
0,1683925200000,SBPA
0,1683928800000,SBPA
0,1683932400000,SBPA
0,1683849600000,SBRF
0,1683853200000,SBRF
0,1683856800000,SBRF
0,1683860400000,SBRF
0,1683864000000,SBRF
0,1683867600000,SBRF
0,1683871200000,SBRF
0,1683874800000,SBRF
0,1683878400000,SBRF
9,1683882000000,SBRF
1,1683885600000,SBRF
0,1683889200000,SBRF
0,1683892800000,SBRF
0,1683896400000,SBRF
0,1683900000000,SBRF
0,1683903600000,SBRF
0,1683907200000,SBRF
0,1683910800000,SBRF
0,1683914400000,SBRF
0,1683918000000,SBRF
0,1683921600000,SBRF
0,1683925200000,SBRF
0,1683928800000,SBRF
0,1683932400000,SBRF
