esperas,hora,aero
0,1680134400000,SBBR
0,1680138000000,SBBR
0,1680141600000,SBBR
0,1680145200000,SBBR
0,1680148800000,SBBR
0,1680152400000,SBBR
0,1680156000000,SBBR
0,1680159600000,SBBR
0,1680163200000,SBBR
0,1680166800000,SBBR
0,1680170400000,SBBR
0,1680174000000,SBBR
0,1680177600000,SBBR
0,1680181200000,SBBR
0,1680184800000,SBBR
0,1680188400000,SBBR
0,1680192000000,SBBR
0,1680195600000,SBBR
0,1680199200000,SBBR
0,1680202800000,SBBR
0,1680206400000,SBBR
0,1680210000000,SBBR
0,1680213600000,SBBR
0,1680217200000,SBBR
0,1680134400000,SBCF
0,1680138000000,SBCF
0,1680141600000,SBCF
0,1680145200000,SBCF
0,1680148800000,SBCF
0,1680152400000,SBCF
0,1680156000000,SBCF
0,1680159600000,SBCF
0,1680163200000,SBCF
0,1680166800000,SBCF
0,1680170400000,SBCF
0,1680174000000,SBCF
0,1680177600000,SBCF
0,1680181200000,SBCF
0,1680184800000,SBCF
0,1680188400000,SBCF
0,1680192000000,SBCF
0,1680195600000,SBCF
0,1680199200000,SBCF
0,1680202800000,SBCF
0,1680206400000,SBCF
0,1680210000000,SBCF
0,1680213600000,SBCF
0,1680217200000,SBCF
0,1680134400000,SBCT
0,1680138000000,SBCT
0,1680141600000,SBCT
0,1680145200000,SBCT
0,1680148800000,SBCT
0,1680152400000,SBCT
0,1680156000000,SBCT
0,1680159600000,SBCT
0,1680163200000,SBCT
2,1680166800000,SBCT
0,1680170400000,SBCT
0,1680174000000,SBCT
0,1680177600000,SBCT
0,1680181200000,SBCT
0,1680184800000,SBCT
0,1680188400000,SBCT
0,1680192000000,SBCT
0,1680195600000,SBCT
0,1680199200000,SBCT
0,1680202800000,SBCT
0,1680206400000,SBCT
0,1680210000000,SBCT
0,1680213600000,SBCT
0,1680217200000,SBCT
0,1680134400000,SBFL
0,1680138000000,SBFL
0,1680141600000,SBFL
0,1680145200000,SBFL
0,1680148800000,SBFL
0,1680152400000,SBFL
0,1680156000000,SBFL
0,1680159600000,SBFL
0,1680163200000,SBFL
0,1680166800000,SBFL
0,1680170400000,SBFL
0,1680174000000,SBFL
0,1680177600000,SBFL
0,1680181200000,SBFL
0,1680184800000,SBFL
0,1680188400000,SBFL
0,1680192000000,SBFL
0,1680195600000,SBFL
0,1680199200000,SBFL
0,1680202800000,SBFL
0,1680206400000,SBFL
0,1680210000000,SBFL
0,1680213600000,SBFL
0,1680217200000,SBFL
0,1680134400000,SBGL
0,1680138000000,SBGL
0,1680141600000,SBGL
0,1680145200000,SBGL
0,1680148800000,SBGL
0,1680152400000,SBGL
0,1680156000000,SBGL
0,1680159600000,SBGL
0,1680163200000,SBGL
0,1680166800000,SBGL
0,1680170400000,SBGL
0,1680174000000,SBGL
0,1680177600000,SBGL
0,1680181200000,SBGL
0,1680184800000,SBGL
0,1680188400000,SBGL
0,1680192000000,SBGL
0,1680195600000,SBGL
0,1680199200000,SBGL
0,1680202800000,SBGL
0,1680206400000,SBGL
0,1680210000000,SBGL
2,1680213600000,SBGL
1,1680217200000,SBGL
0,1680134400000,SBGR
0,1680138000000,SBGR
0,1680141600000,SBGR
1,1680145200000,SBGR
0,1680148800000,SBGR
0,1680152400000,SBGR
0,1680156000000,SBGR
0,1680159600000,SBGR
0,1680163200000,SBGR
1,1680166800000,SBGR
0,1680170400000,SBGR
0,1680174000000,SBGR
0,1680177600000,SBGR
0,1680181200000,SBGR
0,1680184800000,SBGR
0,1680188400000,SBGR
0,1680192000000,SBGR
0,1680195600000,SBGR
0,1680199200000,SBGR
2,1680202800000,SBGR
0,1680206400000,SBGR
0,1680210000000,SBGR
0,1680213600000,SBGR
1,1680217200000,SBGR
0,1680134400000,SBKP
0,1680138000000,SBKP
0,1680141600000,SBKP
0,1680145200000,SBKP
0,1680148800000,SBKP
0,1680152400000,SBKP
0,1680156000000,SBKP
0,1680159600000,SBKP
0,1680163200000,SBKP
0,1680166800000,SBKP
0,1680170400000,SBKP
0,1680174000000,SBKP
0,1680177600000,SBKP
0,1680181200000,SBKP
0,1680184800000,SBKP
0,1680188400000,SBKP
0,1680192000000,SBKP
0,1680195600000,SBKP
0,1680199200000,SBKP
0,1680202800000,SBKP
0,1680206400000,SBKP
0,1680210000000,SBKP
0,1680213600000,SBKP
0,1680217200000,SBKP
0,1680134400000,SBPA
0,1680138000000,SBPA
0,1680141600000,SBPA
0,1680145200000,SBPA
0,1680148800000,SBPA
0,1680152400000,SBPA
0,1680156000000,SBPA
0,1680159600000,SBPA
0,1680163200000,SBPA
0,1680166800000,SBPA
0,1680170400000,SBPA
0,1680174000000,SBPA
0,1680177600000,SBPA
0,1680181200000,SBPA
0,1680184800000,SBPA
0,1680188400000,SBPA
0,1680192000000,SBPA
0,1680195600000,SBPA
0,1680199200000,SBPA
0,1680202800000,SBPA
0,1680206400000,SBPA
0,1680210000000,SBPA
0,1680213600000,SBPA
0,1680217200000,SBPA
0,1680134400000,SBRF
3,1680138000000,SBRF
0,1680141600000,SBRF
0,1680145200000,SBRF
0,1680148800000,SBRF
0,1680152400000,SBRF
0,1680156000000,SBRF
0,1680159600000,SBRF
0,1680163200000,SBRF
0,1680166800000,SBRF
0,1680170400000,SBRF
0,1680174000000,SBRF
0,1680177600000,SBRF
0,1680181200000,SBRF
0,1680184800000,SBRF
0,1680188400000,SBRF
0,1680192000000,SBRF
0,1680195600000,SBRF
0,1680199200000,SBRF
0,1680202800000,SBRF
0,1680206400000,SBRF
0,1680210000000,SBRF
0,1680213600000,SBRF
0,1680217200000,SBRF
0,1680134400000,SBRJ
0,1680138000000,SBRJ
0,1680141600000,SBRJ
0,1680145200000,SBRJ
0,1680148800000,SBRJ
0,1680152400000,SBRJ
0,1680156000000,SBRJ
0,1680159600000,SBRJ
0,1680163200000,SBRJ
0,1680166800000,SBRJ
0,1680170400000,SBRJ
1,1680174000000,SBRJ
0,1680177600000,SBRJ
1,1680181200000,SBRJ
0,1680184800000,SBRJ
0,1680188400000,SBRJ
0,1680192000000,SBRJ
0,1680195600000,SBRJ
0,1680199200000,SBRJ
0,1680202800000,SBRJ
0,1680206400000,SBRJ
0,1680210000000,SBRJ
10,1680213600000,SBRJ
10,1680217200000,SBRJ
3,1680134400000,SBSP
0,1680138000000,SBSP
0,1680141600000,SBSP
0,1680145200000,SBSP
0,1680148800000,SBSP
0,1680152400000,SBSP
0,1680156000000,SBSP
0,1680159600000,SBSP
1,1680163200000,SBSP
0,1680166800000,SBSP
0,1680170400000,SBSP
0,1680174000000,SBSP
7,1680177600000,SBSP
0,1680181200000,SBSP
9,1680184800000,SBSP
0,1680188400000,SBSP
0,1680192000000,SBSP
0,1680195600000,SBSP
1,1680199200000,SBSP
4,1680202800000,SBSP
0,1680206400000,SBSP
10,1680210000000,SBSP
15,1680213600000,SBSP
3,1680217200000,SBSP
0,1680134400000,SBSV
0,1680138000000,SBSV
0,1680141600000,SBSV
0,1680145200000,SBSV
0,1680148800000,SBSV
0,1680152400000,SBSV
0,1680156000000,SBSV
0,1680159600000,SBSV
1,1680163200000,SBSV
0,1680166800000,SBSV
0,1680170400000,SBSV
0,1680174000000,SBSV
0,1680177600000,SBSV
0,1680181200000,SBSV
0,1680184800000,SBSV
0,1680188400000,SBSV
0,1680192000000,SBSV
0,1680195600000,SBSV
0,1680199200000,SBSV
0,1680202800000,SBSV
0,1680206400000,SBSV
