esperas,hora,aero
0,1683676800000,SBBR
0,1683680400000,SBBR
0,1683684000000,SBBR
0,1683687600000,SBBR
0,1683691200000,SBBR
0,1683694800000,SBBR
0,1683698400000,SBBR
0,1683702000000,SBBR
0,1683705600000,SBBR
0,1683709200000,SBBR
0,1683712800000,SBBR
0,1683716400000,SBBR
0,1683720000000,SBBR
0,1683723600000,SBBR
0,1683727200000,SBBR
0,1683730800000,SBBR
0,1683734400000,SBBR
0,1683738000000,SBBR
0,1683741600000,SBBR
0,1683745200000,SBBR
0,1683748800000,SBBR
0,1683752400000,SBBR
0,1683756000000,SBBR
0,1683759600000,SBBR
0,1683676800000,SBCF
0,1683680400000,SBCF
0,1683684000000,SBCF
0,1683687600000,SBCF
0,1683691200000,SBCF
0,1683694800000,SBCF
0,1683698400000,SBCF
0,1683702000000,SBCF
0,1683705600000,SBCF
0,1683709200000,SBCF
0,1683712800000,SBCF
0,1683716400000,SBCF
0,1683720000000,SBCF
0,1683723600000,SBCF
0,1683727200000,SBCF
0,1683730800000,SBCF
0,1683734400000,SBCF
0,1683738000000,SBCF
0,1683741600000,SBCF
0,1683745200000,SBCF
0,1683748800000,SBCF
0,1683752400000,SBCF
0,1683756000000,SBCF
0,1683759600000,SBCF
0,1683676800000,SBCT
0,1683680400000,SBCT
0,1683684000000,SBCT
0,1683687600000,SBCT
0,1683691200000,SBCT
0,1683694800000,SBCT
0,1683698400000,SBCT
0,1683702000000,SBCT
0,1683705600000,SBCT
0,1683709200000,SBCT
0,1683712800000,SBCT
0,1683716400000,SBCT
0,1683720000000,SBCT
0,1683723600000,SBCT
0,1683727200000,SBCT
0,1683730800000,SBCT
0,1683734400000,SBCT
0,1683738000000,SBCT
0,1683741600000,SBCT
0,1683745200000,SBCT
0,1683748800000,SBCT
0,1683752400000,SBCT
0,1683756000000,SBCT
0,1683759600000,SBCT
0,1683676800000,SBFL
0,1683680400000,SBFL
0,1683684000000,SBFL
0,1683687600000,SBFL
0,1683691200000,SBFL
0,1683694800000,SBFL
0,1683698400000,SBFL
0,1683702000000,SBFL
0,1683705600000,SBFL
0,1683709200000,SBFL
0,1683712800000,SBFL
0,1683716400000,SBFL
0,1683720000000,SBFL
0,1683723600000,SBFL
0,1683727200000,SBFL
0,1683730800000,SBFL
0,1683734400000,SBFL
0,1683738000000,SBFL
0,1683741600000,SBFL
0,1683745200000,SBFL
0,1683748800000,SBFL
0,1683752400000,SBFL
0,1683756000000,SBFL
0,1683759600000,SBFL
0,1683676800000,SBGL
0,1683680400000,SBGL
0,1683684000000,SBGL
0,1683687600000,SBGL
0,1683691200000,SBGL
0,1683694800000,SBGL
0,1683698400000,SBGL
0,1683702000000,SBGL
0,1683705600000,SBGL
0,1683709200000,SBGL
0,1683712800000,SBGL
0,1683716400000,SBGL
0,1683720000000,SBGL
0,1683723600000,SBGL
0,1683727200000,SBGL
0,1683730800000,SBGL
0,1683734400000,SBGL
0,1683738000000,SBGL
0,1683741600000,SBGL
0,1683745200000,SBGL
0,1683748800000,SBGL
0,1683752400000,SBGL
0,1683756000000,SBGL
0,1683759600000,SBGL
8,1683676800000,SBGR
0,1683680400000,SBGR
0,1683684000000,SBGR
0,1683687600000,SBGR
0,1683691200000,SBGR
0,1683694800000,SBGR
0,1683698400000,SBGR
0,1683702000000,SBGR
