esperas,hora,aero
0,1657756800000,SBBR
0,1657760400000,SBBR
0,1657764000000,SBBR
0,1657767600000,SBBR
0,1657771200000,SBBR
0,1657774800000,SBBR
0,1657778400000,SBBR
0,1657782000000,SBBR
0,1657785600000,SBBR
0,1657789200000,SBBR
0,1657792800000,SBBR
0,1657796400000,SBBR
0,1657800000000,SBBR
0,1657803600000,SBBR
0,1657807200000,SBBR
0,1657810800000,SBBR
0,1657814400000,SBBR
0,1657818000000,SBBR
0,1657821600000,SBBR
0,1657825200000,SBBR
0,1657828800000,SBBR
0,1657832400000,SBBR
0,1657836000000,SBBR
0,1657839600000,SBBR
0,1657756800000,SBCF
0,1657760400000,SBCF
0,1657764000000,SBCF
0,1657767600000,SBCF
0,1657771200000,SBCF
0,1657774800000,SBCF
0,1657778400000,SBCF
0,1657782000000,SBCF
0,1657785600000,SBCF
0,1657789200000,SBCF
0,1657792800000,SBCF
0,1657796400000,SBCF
0,1657800000000,SBCF
0,1657803600000,SBCF
0,1657807200000,SBCF
0,1657810800000,SBCF
0,1657814400000,SBCF
0,1657818000000,SBCF
0,1657821600000,SBCF
0,1657825200000,SBCF
0,1657828800000,SBCF
0,1657832400000,SBCF
0,1657836000000,SBCF
0,1657839600000,SBCF
0,1657756800000,SBCT
0,1657760400000,SBCT
0,1657764000000,SBCT
0,1657767600000,SBCT
0,1657771200000,SBCT
0,1657774800000,SBCT
0,1657778400000,SBCT
0,1657782000000,SBCT
0,1657785600000,SBCT
0,1657789200000,SBCT
1,1657792800000,SBCT
0,1657796400000,SBCT
0,1657800000000,SBCT
0,1657803600000,SBCT
0,1657807200000,SBCT
0,1657810800000,SBCT
0,1657814400000,SBCT
0,1657818000000,SBCT
0,1657821600000,SBCT
1,1657825200000,SBCT
0,1657828800000,SBCT
0,1657832400000,SBCT
0,1657836000000,SBCT
0,1657839600000,SBCT
0,1657756800000,SBFL
0,1657760400000,SBFL
0,1657764000000,SBFL
0,1657767600000,SBFL
0,1657771200000,SBFL
0,1657774800000,SBFL
0,1657778400000,SBFL
0,1657782000000,SBFL
0,1657785600000,SBFL
0,1657789200000,SBFL
0,1657792800000,SBFL
0,1657796400000,SBFL
0,1657800000000,SBFL
0,1657803600000,SBFL
0,1657807200000,SBFL
0,1657810800000,SBFL
0,1657814400000,SBFL
1,1657818000000,SBFL
0,1657821600000,SBFL
0,1657825200000,SBFL
0,1657828800000,SBFL
0,1657832400000,SBFL
0,1657836000000,SBFL
0,1657839600000,SBFL
0,1657756800000,SBGL
0,1657760400000,SBGL
0,1657764000000,SBGL
0,1657767600000,SBGL
0,1657771200000,SBGL
0,1657774800000,SBGL
0,1657778400000,SBGL
0,1657782000000,SBGL
0,1657785600000,SBGL
0,1657789200000,SBGL
0,1657792800000,SBGL
0,1657796400000,SBGL
0,1657800000000,SBGL
0,1657803600000,SBGL
0,1657807200000,SBGL
0,1657810800000,SBGL
0,1657814400000,SBGL
0,1657818000000,SBGL
0,1657821600000,SBGL
0,1657825200000,SBGL
0,1657828800000,SBGL
0,1657832400000,SBGL
0,1657836000000,SBGL
