esperas,hora,aero
0,1669507200000,SBBR
0,1669510800000,SBBR
0,1669514400000,SBBR
0,1669518000000,SBBR
0,1669521600000,SBBR
0,1669525200000,SBBR
0,1669528800000,SBBR
0,1669532400000,SBBR
0,1669536000000,SBBR
0,1669539600000,SBBR
0,1669543200000,SBBR
0,1669546800000,SBBR
0,1669550400000,SBBR
0,1669554000000,SBBR
0,1669557600000,SBBR
0,1669561200000,SBBR
0,1669564800000,SBBR
0,1669568400000,SBBR
0,1669572000000,SBBR
0,1669575600000,SBBR
0,1669579200000,SBBR
0,1669582800000,SBBR
0,1669586400000,SBBR
0,1669590000000,SBBR
0,1669507200000,SBCF
0,1669510800000,SBCF
0,1669514400000,SBCF
0,1669518000000,SBCF
0,1669521600000,SBCF
0,1669525200000,SBCF
0,1669528800000,SBCF
0,1669532400000,SBCF
0,1669536000000,SBCF
0,1669539600000,SBCF
0,1669543200000,SBCF
2,1669546800000,SBCF
2,1669550400000,SBCF
0,1669554000000,SBCF
2,1669557600000,SBCF
0,1669561200000,SBCF
0,1669564800000,SBCF
0,1669568400000,SBCF
0,1669572000000,SBCF
0,1669575600000,SBCF
0,1669579200000,SBCF
2,1669582800000,SBCF
0,1669586400000,SBCF
2,1669590000000,SBCF
0,1669507200000,SBCT
0,1669510800000,SBCT
0,1669514400000,SBCT
0,1669518000000,SBCT
0,1669521600000,SBCT
0,1669525200000,SBCT
0,1669528800000,SBCT
0,1669532400000,SBCT
0,1669536000000,SBCT
0,1669539600000,SBCT
0,1669543200000,SBCT
0,1669546800000,SBCT
0,1669550400000,SBCT
0,1669554000000,SBCT
0,1669557600000,SBCT
0,1669561200000,SBCT
0,1669564800000,SBCT
0,1669568400000,SBCT
0,1669572000000,SBCT
0,1669575600000,SBCT
0,1669579200000,SBCT
0,1669582800000,SBCT
1,1669586400000,SBCT
0,1669590000000,SBCT
0,1669507200000,SBFL
0,1669510800000,SBFL
0,1669514400000,SBFL
0,1669518000000,SBFL
0,1669521600000,SBFL
0,1669525200000,SBFL
0,1669528800000,SBFL
0,1669532400000,SBFL
0,1669536000000,SBFL
0,1669539600000,SBFL
1,1669543200000,SBFL
0,1669546800000,SBFL
0,1669550400000,SBFL
0,1669554000000,SBFL
0,1669557600000,SBFL
0,1669561200000,SBFL
0,1669564800000,SBFL
0,1669568400000,SBFL
0,1669572000000,SBFL
0,1669575600000,SBFL
0,1669579200000,SBFL
0,1669582800000,SBFL
0,1669586400000,SBFL
0,1669590000000,SBFL
0,1669507200000,SBGL
0,1669510800000,SBGL
0,1669514400000,SBGL
0,1669518000000,SBGL
0,1669521600000,SBGL
0,1669525200000,SBGL
0,1669528800000,SBGL
0,1669532400000,SBGL
0,1669536000000,SBGL
0,1669539600000,SBGL
0,1669543200000,SBGL
0,1669546800000,SBGL
0,1669550400000,SBGL
