esperas,hora,aero
0,1657497600000,SBBR
0,1657501200000,SBBR
0,1657504800000,SBBR
0,1657508400000,SBBR
0,1657512000000,SBBR
0,1657515600000,SBBR
0,1657519200000,SBBR
0,1657522800000,SBBR
0,1657526400000,SBBR
0,1657530000000,SBBR
0,1657533600000,SBBR
0,1657537200000,SBBR
0,1657540800000,SBBR
0,1657544400000,SBBR
0,1657548000000,SBBR
0,1657551600000,SBBR
0,1657555200000,SBBR
0,1657558800000,SBBR
0,1657562400000,SBBR
0,1657566000000,SBBR
0,1657569600000,SBBR
0,1657573200000,SBBR
0,1657576800000,SBBR
0,1657580400000,SBBR
0,1657497600000,SBCF
0,1657501200000,SBCF
0,1657504800000,SBCF
0,1657508400000,SBCF
0,1657512000000,SBCF
0,1657515600000,SBCF
0,1657519200000,SBCF
0,1657522800000,SBCF
0,1657526400000,SBCF
0,1657530000000,SBCF
0,1657533600000,SBCF
0,1657537200000,SBCF
0,1657540800000,SBCF
0,1657544400000,SBCF
0,1657548000000,SBCF
0,1657551600000,SBCF
0,1657555200000,SBCF
0,1657558800000,SBCF
0,1657562400000,SBCF
0,1657566000000,SBCF
0,1657569600000,SBCF
0,1657573200000,SBCF
0,1657576800000,SBCF
0,1657580400000,SBCF
0,1657497600000,SBCT
0,1657501200000,SBCT
0,1657504800000,SBCT
0,1657508400000,SBCT
0,1657512000000,SBCT
0,1657515600000,SBCT
0,1657519200000,SBCT
0,1657522800000,SBCT
0,1657526400000,SBCT
0,1657530000000,SBCT
0,1657533600000,SBCT
0,1657537200000,SBCT
0,1657540800000,SBCT
0,1657544400000,SBCT
0,1657548000000,SBCT
0,1657551600000,SBCT
0,1657555200000,SBCT
0,1657558800000,SBCT
0,1657562400000,SBCT
0,1657566000000,SBCT
0,1657569600000,SBCT
0,1657573200000,SBCT
0,1657576800000,SBCT
0,1657580400000,SBCT
0,1657497600000,SBFL
0,1657501200000,SBFL
0,1657504800000,SBFL
0,1657508400000,SBFL
0,1657512000000,SBFL
0,1657515600000,SBFL
0,1657519200000,SBFL
0,1657522800000,SBFL
0,1657526400000,SBFL
0,1657530000000,SBFL
0,1657533600000,SBFL
0,1657537200000,SBFL
