esperas,hora,aero
0,1670976000000,SBBR
0,1670979600000,SBBR
0,1670983200000,SBBR
0,1670986800000,SBBR
0,1670990400000,SBBR
0,1670994000000,SBBR
0,1670997600000,SBBR
1,1671001200000,SBBR
0,1671004800000,SBBR
0,1671008400000,SBBR
0,1671012000000,SBBR
0,1671015600000,SBBR
0,1671019200000,SBBR
0,1671022800000,SBBR
0,1671026400000,SBBR
0,1671030000000,SBBR
0,1671033600000,SBBR
0,1671037200000,SBBR
0,1671040800000,SBBR
0,1671044400000,SBBR
0,1671048000000,SBBR
0,1671051600000,SBBR
5,1671055200000,SBBR
2,1671058800000,SBBR
0,1670976000000,SBCF
0,1670979600000,SBCF
0,1670983200000,SBCF
0,1670986800000,SBCF
0,1670990400000,SBCF
0,1670994000000,SBCF
0,1670997600000,SBCF
0,1671001200000,SBCF
0,1671004800000,SBCF
0,1671008400000,SBCF
0,1671012000000,SBCF
0,1671015600000,SBCF
0,1671019200000,SBCF
0,1671022800000,SBCF
0,1671026400000,SBCF
0,1671030000000,SBCF
0,1671033600000,SBCF
0,1671037200000,SBCF
0,1671040800000,SBCF
0,1671044400000,SBCF
0,1671048000000,SBCF
0,1671051600000,SBCF
1,1671055200000,SBCF
0,1671058800000,SBCF
0,1670976000000,SBCT
0,1670979600000,SBCT
0,1670983200000,SBCT
0,1670986800000,SBCT
0,1670990400000,SBCT
0,1670994000000,SBCT
0,1670997600000,SBCT
0,1671001200000,SBCT
0,1671004800000,SBCT
0,1671008400000,SBCT
0,1671012000000,SBCT
0,1671015600000,SBCT
0,1671019200000,SBCT
0,1671022800000,SBCT
0,1671026400000,SBCT
2,1671030000000,SBCT
0,1671033600000,SBCT
0,1671037200000,SBCT
0,1671040800000,SBCT
0,1671044400000,SBCT
0,1671048000000,SBCT
0,1671051600000,SBCT
0,1671055200000,SBCT
0,1671058800000,SBCT
0,1670976000000,SBFL
0,1670979600000,SBFL
0,1670983200000,SBFL
0,1670986800000,SBFL
0,1670990400000,SBFL
0,1670994000000,SBFL
0,1670997600000,SBFL
0,1671001200000,SBFL
0,1671004800000,SBFL
0,1671008400000,SBFL
0,1671012000000,SBFL
0,1671015600000,SBFL
0,1671019200000,SBFL
0,1671022800000,SBFL
0,1671026400000,SBFL
0,1671030000000,SBFL
0,1671033600000,SBFL
0,1671037200000,SBFL
0,1671040800000,SBFL
0,1671044400000,SBFL
0,1671048000000,SBFL
1,1671051600000,SBFL
0,1671055200000,SBFL
0,1671058800000,SBFL
0,1670976000000,SBGL
0,1670979600000,SBGL
0,1670983200000,SBGL
0,1670986800000,SBGL
0,1670990400000,SBGL
0,1670994000000,SBGL
0,1670997600000,SBGL
0,1671001200000,SBGL
0,1671004800000,SBGL
0,1671008400000,SBGL
0,1671012000000,SBGL
0,1671015600000,SBGL
0,1671019200000,SBGL
0,1671022800000,SBGL
0,1671026400000,SBGL
0,1671030000000,SBGL
0,1671033600000,SBGL
0,1671037200000,SBGL
0,1671040800000,SBGL
0,1671044400000,SBGL
0,1671048000000,SBGL
0,1671051600000,SBGL
0,1671055200000,SBGL
0,1671058800000,SBGL
0,1670976000000,SBGR
0,1670979600000,SBGR
0,1670983200000,SBGR
0,1670986800000,SBGR
0,1670990400000,SBGR
0,1670994000000,SBGR
0,1670997600000,SBGR
0,1671001200000,SBGR
0,1671004800000,SBGR
0,1671008400000,SBGR
0,1671012000000,SBGR
0,1671015600000,SBGR
0,1671019200000,SBGR
0,1671022800000,SBGR
0,1671026400000,SBGR
0,1671030000000,SBGR
0,1671033600000,SBGR
0,1671037200000,SBGR
0,1671040800000,SBGR
0,1671044400000,SBGR
0,1671048000000,SBGR
0,1671051600000,SBGR
0,1671055200000,SBGR
0,1671058800000,SBGR
2,1670976000000,SBKP
0,1670979600000,SBKP
0,1670983200000,SBKP
0,1670986800000,SBKP
0,1670990400000,SBKP
0,1670994000000,SBKP
0,1670997600000,SBKP
3,1671001200000,SBKP
0,1671004800000,SBKP
0,1671008400000,SBKP
2,1671012000000,SBKP
0,1671015600000,SBKP
0,1671019200000,SBKP
0,1671022800000,SBKP
0,1671026400000,SBKP
0,1671030000000,SBKP
0,1671033600000,SBKP
0,1671037200000,SBKP
0,1671040800000,SBKP
0,1671044400000,SBKP
0,1671048000000,SBKP
0,1671051600000,SBKP
0,1671055200000,SBKP
1,1671058800000,SBKP
0,1670976000000,SBPA
0,1670979600000,SBPA
0,1670983200000,SBPA
0,1670986800000,SBPA
0,1670990400000,SBPA
0,1670994000000,SBPA
0,1670997600000,SBPA
0,1671001200000,SBPA
0,1671004800000,SBPA
0,1671008400000,SBPA
0,1671012000000,SBPA
0,1671015600000,SBPA
0,1671019200000,SBPA
0,1671022800000,SBPA
0,1671026400000,SBPA
0,1671030000000,SBPA
0,1671033600000,SBPA
0,1671037200000,SBPA
0,1671040800000,SBPA
0,1671044400000,SBPA
0,1671048000000,SBPA
0,1671051600000,SBPA
0,1671055200000,SBPA
0,1671058800000,SBPA
0,1670976000000,SBRF
0,1670979600000,SBRF
0,1670983200000,SBRF
0,1670986800000,SBRF
0,1670990400000,SBRF
0,1670994000000,SBRF
0,1670997600000,SBRF
0,1671001200000,SBRF
0,1671004800000,SBRF
0,1671008400000,SBRF
0,1671012000000,SBRF
0,1671015600000,SBRF
0,1671019200000,SBRF
0,1671022800000,SBRF
0,1671026400000,SBRF
0,1671030000000,SBRF
0,1671033600000,SBRF
0,1671037200000,SBRF
0,1671040800000,SBRF
0,1671044400000,SBRF
1,1671048000000,SBRF
0,1671051600000,SBRF
0,1671055200000,SBRF
0,1671058800000,SBRF
1,1670976000000,SBRJ
0,1670979600000,SBRJ
0,1670983200000,SBRJ
0,1670986800000,SBRJ
0,1670990400000,SBRJ
0,1670994000000,SBRJ
0,1670997600000,SBRJ
0,1671001200000,SBRJ
0,1671004800000,SBRJ
0,1671008400000,SBRJ
0,1671012000000,SBRJ
0,1671015600000,SBRJ
0,1671019200000,SBRJ
0,1671022800000,SBRJ
0,1671026400000,SBRJ
0,1671030000000,SBRJ
0,1671033600000,SBRJ
0,1671037200000,SBRJ
0,1671040800000,SBRJ
0,1671044400000,SBRJ
0,1671048000000,SBRJ
0,1671051600000,SBRJ
0,1671055200000,SBRJ
0,1671058800000,SBRJ
1,1670976000000,SBSP
0,1670979600000,SBSP
0,1670983200000,SBSP
0,1670986800000,SBSP
0,1670990400000,SBSP
0,1670994000000,SBSP
0,1670997600000,SBSP
0,1671001200000,SBSP
0,1671004800000,SBSP
0,1671008400000,SBSP
0,1671012000000,SBSP
0,1671015600000,SBSP
0,1671019200000,SBSP
0,1671022800000,SBSP
1,1671026400000,SBSP
2,1671030000000,SBSP
0,1671033600000,SBSP
0,1671037200000,SBSP
0,1671040800000,SBSP
6,1671044400000,SBSP
3,1671048000000,SBSP
1,1671051600000,SBSP
6,1671055200000,SBSP
1,1671058800000,SBSP
0,1670976000000,SBSV
0,1670979600000,SBSV
0,1670983200000,SBSV
0,1670986800000,SBSV
0,1670990400000,SBSV
0,1670994000000,SBSV
0,1670997600000,SBSV
0,1671001200000,SBSV
0,1671004800000,SBSV
0,1671008400000,SBSV
0,1671012000000,SBSV
0,1671015600000,SBSV
0,1671019200000,SBSV
0,1671022800000,SBSV
0,1671026400000,SBSV
0,1671030000000,SBSV
0,1671033600000,SBSV
0,1671037200000,SBSV
0,1671040800000,SBSV
0,1671044400000,SBSV
0,1671048000000,SBSV
0,1671051600000,SBSV
0,1671055200000,SBSV
0,1671058800000,SBSV
