hora,nova_cabeceira,antiga_cabeceira,aero
1676893339000,15,21,GL
1676894917000,02R,21,RJ
1676899287000,15,07,KP
1676900196000,02R,21,RJ
1676901197000,17,10,SV
1676901227000,20L,02R,RJ
1676901561000,15,21,GL
1676902386000,33,15,KP
1676902885000,11,15,PA
1676903281000,20L,21,RJ
1676903362000,10,17,SV
1676854318000,10,17,SV
1676855065000,02R,20L,RJ
1676856437000,15,06,KP
1676903771000,11,23,PA
1676904347000,20L,21,RJ
1676905067000,35L,17R,SP
1676860544000,10R,28L,GR
1676861268000,17,10,SV
1676862530000,10,17,SV
1676867035000,17,10,SV
1676910381000,20L,05,RJ
1676867204000,10,17,SV
1676878591000,17,10,SV
1676878985000,10,17,SV
1676883312000,17,10,SV
1676886012000,17R,12,SP
1676886591000,15,21,GL
1676887561000,15,26,GL
1676888664000,10,17,SV
1676890908000,32,14,FL
1676892008000,02R,15,RJ
1676892370000,15,02R,KP
1676906885000,14,32,FL
1676907260000,17,10,SV
1676907500000,10,17,SV
1676893163000,02R,21,RJ
1676911185000,20L,21,RJ
1676925852000,20L,21,RJ
1676911780000,21,14,FL
1676912906000,14,21,FL
1676926062000,33,29,CT
1676926260000,20L,21,RJ
1676926920000,17,10,SV
1676913573000,17,10,SV
1676927182000,10,17,SV
1676927744000,15,21,GL
1676927917000,28L,10R,GR
1676928233000,21,32,FL
1676929949000,32,21,FL
1676930269000,21,32,FL
1676930480000,10R,28L,GR
1676930917000,15,33,KP
1676931242000,11R,21,BR
1676931369000,32,21,FL
1676931925000,20L,17R,RJ
1676932177000,16,34,CF
1676932323000,15,08,GL
1676932462000,10L,11,GR
1676932663000,17R,20L,SP
1676933121000,15,08,GL
1676933383000,11,10L,PA
1676935062000,28L,10R,GR
1676936353000,17,10,SV
1676937567000,10R,28L,GR
1676913935000,33,15,CT
1676915282000,15,21,GL
1676917204000,18,15,RF
1676917339000,28L,10R,GR
1676918530000,10,17,SV
1676918956000,35,10,SV
1676919285000,17R,35L,SP
1676919634000,15,21,GL
1676919729000,33,34,KP
1676919752000,20L,21,RJ
1676920362000,10,35,SV
1676920403000,17,10,SV
1676920736000,10,17,SV
1676921670000,21,14,FL
1676923531000,10R,28L,GR
1676924223000,33,15,KP
1676924504000,17,10,SV
1676924555000,32,21,FL
1676924568000,33,17,KP
1676924715000,28L,10R,GR
1676924936000,29,33,CT
1676924979000,10R,28L,GR
1676925595000,34,16,CF
1676925607000,10,17,SV
