hora,nova_cabeceira,antiga_cabeceira,aero
1655984757000,03,25,FL
1655984797000,15,07,KP
1655985230000,17,10,SV
1655985457000,32,03,FL
1655986482000,10,25,GL
1655986599000,03,32,FL
1655986621000,03,07,FL
1655987698000,32,03,FL
1655987851000,10,17,SV
1655987865000,02R,03,RJ
1655988986000,15,03,GL
1655943103000,02R,20L,RJ
1655943598000,10,28,SV
1655947213000,17,10,SV
1655947457000,10,17,SV
1655989538000,03,32,FL
1655989811000,15,26,GL
1655951726000,17,10,SV
1655952549000,10,17,SV
1655954010000,14,32,FL
1655956872000,17,10,SV
1655957211000,10,17,SV
1655990914000,17,10,SV
1655991138000,15,03,GL
1655991222000,32,25,FL
1655991322000,03,32,FL
1655972888000,32,14,FL
1655976390000,16,35L,CF
1655976456000,35L,16,SP
1655977760000,15,08,GL
1655991753000,09R,16,GR
1655991993000,21,03,FL
1655980496000,15,08,GL
1655980629000,15,26,GL
1655992078000,10,17,SV
1655992108000,15,03,GL
1655992141000,35L,09R,SP
1655992155000,32,21,FL
1655992785000,32,25,FL
1655980733000,35L,12,SP
1655992824000,17,10,SV
1655993137000,15,23,GL
1655993307000,33,15,KP
1655993555000,09R,35,GR
1655993728000,10,17,SV
1655993955000,35,10,SV
1655994186000,10,35,SV
1655994563000,17,10,SV
1655995055000,18,16L,RF
1656006322000,33,30,KP
1655995206000,10,17,SV
1655995248000,33,36,CT
1655996073000,29,11,PA
1656006852000,17,10,SV
1656006908000,15,21,GL
1656006923000,35L,17R,SP
1656007238000,14,32,FL
1656007241000,21,14,FL
1656007300000,11L,14,BR
1655996989000,17,10,SV
1655997397000,10,17,SV
1655997598000,03,32,FL
1655997665000,35L,30,SP
1655998043000,33,03,KP
1655998133000,32,03,FL
1655998222000,17,10,SV
1655998232000,11L,07,BR
1656007777000,15,26,GL
1656008487000,20L,02R,RJ
1656008687000,20L,21,RJ
1656008808000,14,21,FL
1656008912000,10,17,SV
1655999040000,27L,09R,GR
1655999619000,10,17,SV
1656009366000,21,14,FL
1656018629000,20L,02R,RJ
1656010737000,17,10,SV
1656011000000,10,17,SV
1656001151000,17,10,SV
1656001527000,33,03,KP
1656001704000,15,33,GL
1656018849000,10,17,SV
1656018914000,09R,27L,GR
1656002749000,10,17,SV
1656002912000,15,08,GL
1656012513000,15,09,GL
1656012593000,02R,20L,RJ
1656012617000,14,21,FL
1656021585000,17,10,SV
1656013167000,17,10,SV
1656013857000,15,03,GL
1656014313000,10,17,SV
1656003794000,03,32,FL
1656005395000,11L,14,BR
1656005477000,32,03,FL
1656014777000,17,10,SV
1656014973000,15,21,GL
1656015044000,33,35L,KP
1656006019000,21,25,FL
1656021970000,10,17,SV
1656006272000,35R,17,SP
1656015932000,10,17,SV
1656016215000,21,14,FL
1656016535000,14,21,FL
1656017278000,17,10,SV
1656017346000,15,26,GL
1656018068000,15,21,GL
1656022300000,33,18,KP
1656022994000,15,33,KP
1656025255000,17,10,SV
1656025431000,15,34,KP
