hora,nova_cabeceira,antiga_cabeceira,aero
1675074247000,15,33,CT
1675074713000,35L,17R,SP
1675074762000,18,09,RF
1675074763000,35L,10R,SP
1675075671000,17,10,SV
1675077069000,10,17,SV
1675077139000,15,08,GL
1675077515000,32,14,FL
1675077626000,35L,17,SP
1675078025000,16,09,CF
1675079148000,33,15,CT
1675079162000,17,10,SV
1675039003000,11L,29R,BR
1675039147000,15,33,KP
1675039422000,15,33,GL
1675081892000,10,17,SV
1675082417000,17,10,SV
1675082519000,18,17,RF
1675062220000,14,32,FL
1675064025000,33,15,KP
1675065506000,16,34,CF
1675066024000,33,15,CT
1675071027000,35L,17,SP
1675083109000,10,17,SV
1675084339000,34,16,CF
1675085439000,17,10,SV
1675085581000,10,17,SV
1675085783000,17,10,SV
1675086103000,10,17,SV
1675086384000,03,32,FL
1675086535000,21,03,FL
1675086589000,02R,08,RJ
1675086733000,28L,10R,GR
1675086785000,03,21,FL
1675087380000,32,03,FL
1675087736000,17,10,SV
1675088078000,18,12,RF
1675088079000,20L,02R,RJ
1675090528000,03,32,FL
1675090660000,32,03,FL
1675090745000,17,10,SV
1675091199000,14,32,FL
1675091623000,10,17,SV
1675091742000,02R,35L,RJ
1675091780000,35L,02R,SP
1675088183000,02R,20L,RJ
1675089363000,10,17,SV
1675089447000,17,33,SV
1675094442000,02R,20L,RJ
1675094716000,16,34,CF
1675095268000,28R,18,GR
1675095288000,02R,21,RJ
1675095676000,18,28R,RF
1675096348000,17,10,SV
1675096603000,10,17,SV
1675108325000,14,21,FL
1675108338000,20L,21,RJ
1675108372000,14,11,FL
1675108401000,11,14,PA
1675097436000,21,14,FL
1675097456000,20L,02R,RJ
1675108753000,21,14,FL
1675109164000,14,21,FL
1675097648000,20L,07,RJ
1675097837000,35L,17,SP
1675097846000,14,21,FL
1675098696000,17,10,SV
1675098771000,29,11,PA
1675098785000,10,17,SV
1675110466000,10,17,SV
1675111152000,35L,30,SP
1675111238000,17,10,SV
1675111782000,15,33,CT
1675111845000,10,17,SV
1675112220000,33,15,GL
1675112311000,17,10,SV
1675113258000,10,17,SV
1675113305000,21,14,FL
1675113737000,14,21,FL
1675100031000,11R,33,BR
1675101023000,33,11R,KP
1675101035000,11,29,PA
1675101042000,17,10,SV
1675101167000,33,36,KP
1675101395000,10,17,SV
1675101655000,17,10,SV
1675115203000,15,33,KP
1675116911000,17R,35L,SP
1675118792000,15,34,KP
1675120394000,10R,28L,GR
1675122451000,02R,20L,RJ
1675102030000,10,17,SV
1675102242000,21,14,FL
1675103274000,34,16,CF
1675103843000,17,10,SV
1675104193000,10,17,SV
1675104249000,14,21,FL
1675104620000,33,36,KP
1675106497000,16,34,CF
1675108048000,21,14,FL
1675108262000,17,10,SV
