hora,nova_cabeceira,antiga_cabeceira,aero
1680862562000,14,32,FL
1680863415000,17R,12,SP
1680863999000,15,08,GL
1680865504000,15,09,GL
1680869059000,17,10,SV
1680869339000,10,17,SV
1680873431000,17,10,SV
1680873435000,20L,02R,RJ
1680873658000,10,17,SV
1680873851000,35L,17R,SP
1680874676000,02R,20L,RJ
1680874965000,20L,02R,RJ
1680875080000,17,10,SV
1680875606000,10,17,SV
1680876350000,17,10,SV
1680876634000,10,17,SV
1680877416000,17,10,SV
1680878164000,10,17,SV
1680878856000,29L,11R,BR
1680880474000,17,10,SV
1680880861000,10,17,SV
1680881024000,11L,29L,BR
1680883192000,17,10,SV
1680883463000,10,17,SV
1680885240000,17,10,SV
1680885513000,11,29,PA
1680886588000,10,17,SV
1680827743000,10,17,SV
1680887116000,17,10,SV
1680827929000,29L,11L,BR
1680830835000,14,32,FL
1680831750000,02R,20L,RJ
1680888557000,10,17,SV
1680835517000,15,18,KP
1680889475000,21,14,FL
1680836750000,14,15,FL
1680889720000,17,10,SV
1680889731000,14,25,FL
1680838181000,15,14,CT
1680890787000,20L,21,RJ
1680846718000,11L,29R,BR
1680891406000,10,17,SV
1680894582000,17R,35L,SP
1680854337000,32,14,FL
1680895439000,34,16,CF
1680858222000,15,18,KP
1680897536000,17,10,SV
1680897965000,10,17,SV
1680901513000,17,10,SV
1680903711000,16,34,CF
1680905128000,10,17,SV
