hora,nova_cabeceira,antiga_cabeceira,aero
1677748848000,02R,20L,RJ
1677748876000,32,21,FL
1677750425000,33,15,KP
1677752302000,15,08,GL
1677754014000,17,10,SV
1677754031000,15,08,GL
1677755436000,10,17,SV
1677755654000,03,18,FL
1677755700000,17,10,SV
1677756234000,10,17,SV
1677756447000,17,10,SV
1677764773000,32,31,FL
1677764961000,17,10,SV
1677764997000,15,02R,GL
1677765117000,02R,15,RJ
1677765390000,28L,10R,GR
1677765433000,10,17,SV
1677757393000,10,17,SV
1677765828000,35R,16,SP
1677759591000,29,11,PA
1677759812000,17,10,SV
1677766363000,17,10,SV
1677766376000,03,32,FL
1677760076000,02L,03,RJ
1677766773000,20L,02R,RJ
1677766798000,10,17,SV
1677760238000,03,25,FL
1677767330000,15,16,GL
1677767573000,02R,20L,RJ
1677760595000,10,17,SV
1677760752000,32,05,FL
1677767757000,20L,02R,RJ
1677761165000,02R,08,RJ
1677761360000,32,05,FL
1677761421000,18,15,RF
1677768674000,15,08,GL
1677769105000,32,03,FL
1677761933000,33,34,KP
1677762583000,33,36,CT
1677769358000,35R,17,SP
1677769708000,03,32,FL
1677770593000,32,03,FL
1677763506000,03,32,FL
1677764208000,32,25,FL
1677764269000,33,36,KP
1677764488000,32,03,FL
1677716125000,15,33,KP
1677772406000,15,09,GL
1677772815000,21,32,FL
1677773157000,32,21,FL
1677716361000,17,10,SV
1677716765000,10,17,SV
1677720063000,32,14,FL
1677775228000,33,07,KP
1677775294000,33,30,KP
1677776873000,17,10,SV
1677721163000,33,15,GL
1677776962000,10,17,SV
1677731348000,17,10,SV
1677777407000,17,10,SV
1677777562000,10,17,SV
1677740151000,21,32,FL
1677744320000,33,15,CT
1677787729000,21,14,FL
1677747120000,15,33,GL
1677778604000,33,13,CT
1677788576000,14,21,FL
1677747584000,10,17,SV
1677779052000,11R,16,BR
1677747799000,35L,17R,SP
1677779490000,32,05,FL
1677779583000,03,32,FL
1677779951000,11R,15,BR
1677789369000,10,17,SV
1677790405000,15,33,CT
1677790426000,17,10,SV
1677790820000,21,14,FL
1677790972000,14,07,FL
1677780113000,17,10,SV
1677780442000,11R,04,BR
1677780868000,17,10,SV
1677781274000,32,03,FL
1677791224000,03,21,FL
1677791339000,28L,12,GR
1677791420000,10,17,SV
1677791877000,32,03,FL
1677792110000,03,32,FL
1677792522000,17,10,SV
1677792933000,10,17,SV
1677793886000,15,34,KP
1677794092000,32,03,FL
1677794332000,15,33,KP
1677795840000,10R,28L,GR
1677798065000,33,15,GL
1677801556000,17,10,SV
1677782989000,29,31,PA
1677783022000,18,28L,RF
1677783057000,28L,18,GR
1677783191000,10,17,SV
1677783434000,29,33,CT
1677783499000,17L,35R,SP
1677783655000,33,17R,KP
1677783673000,32,05,FL
1677783960000,03,32,FL
1677784363000,32,03,FL
1677784411000,33,29,CT
1677785445000,29L,11R,BR
1677785674000,17,10,SV
1677786100000,10,17,SV
1677786189000,18,15,RF
1677786196000,21,32,FL
1677786717000,17,10,SV
1677786970000,14,21,FL
1677787697000,21,07,FL
