hora,nova_cabeceira,antiga_cabeceira,aero
1682779017000,20R,05,RJ
1682727723000,10R,30,GR
1682729203000,17,10,SV
1682729565000,10,17,SV
1682731460000,17,10,SV
1682731697000,10,17,SV
1682768482000,02R,20L,RJ
1682769313000,15,21,GL
1682735988000,17,10,SV
1682779307000,10,17,SV
1682736226000,10,17,SV
1682737129000,17,10,SV
1682737337000,10,17,SV
1682738919000,11,15,CT
1682739331000,15,11,CT
1682780021000,17,10,SV
1682755071000,32,14,FL
1682760478000,02R,15,RJ
1682760668000,15,02R,KP
1682772013000,29,11,PA
1682772382000,15,18,KP
1682772481000,17,10,SV
1682772747000,18,16,RF
1682773553000,15,16,GL
1682774128000,10,17,SV
1682774490000,15,16,GL
1682761853000,20L,02R,RJ
1682774699000,15,36,KP
1682780240000,20L,21,RJ
1682775017000,32,25,FL
1682780439000,10,17,SV
1682775122000,29,13,PA
1682793776000,17R,32,SP
1682794332000,02R,20L,RJ
1682775383000,17,10,SV
1682781680000,15,36,KP
1682775786000,15,16,KP
1682776000000,10,17,SV
1682776011000,15,08,KP
1682776551000,15,21,GL
1682794588000,20L,02R,RJ
1682795103000,17,10,SV
1682795185000,10,17,SV
1682795419000,17R,16,SP
1682796127000,16,13,CF
1682796623000,17,10,SV
1682796943000,10,17,SV
1682776931000,32,25,FL
1682777036000,15,16,KP
1682797208000,18,17R,RF
1682797342000,15,18,CT
1682782347000,17,10,SV
1682797640000,17R,18,SP
1682798260000,17,10,SV
1682798844000,10,17,SV
1682798919000,17,10,SV
1682778091000,20L,05,RJ
1682778165000,11L,14,BR
1682782548000,32,21,FL
1682778891000,17,10,SV
1682799440000,10,17,SV
1682783644000,32,07,FL
1682800397000,15,33,KP
1682803750000,17,10,SV
1682804330000,10,17,SV
1682805149000,21,32,FL
1682784013000,11R,05,BR
1682805331000,11,33,PA
1682805665000,17,10,SV
1682784497000,33,15,KP
1682806578000,10,17,SV
1682806858000,15,21,GL
1682810974000,17,10,SV
1682811763000,10,17,SV
1682784689000,10,17,SV
1682784830000,32,07,FL
1682786353000,17,10,SV
1682786438000,11,29,PA
1682786751000,10,17,SV
1682788812000,11R,21,BR
1682788884000,17,10,SV
1682790065000,16,13,CF
1682791373000,10,17,SV
1682793427000,32,07,FL
