hora,nova_cabeceira,antiga_cabeceira,aero
1663892090000,10,17,SV
1663894091000,02R,20L,RJ
1663899458000,29R,11L,BR
1663900708000,16,34,CF
1663901402000,34,16,CF
1663901714000,16,34,CF
1663902052000,17,10,SV
1663902133000,34,16,CF
1663902460000,10,17,SV
1663903256000,16,34,CF
1663904104000,17,10,SV
1663904293000,34,16,CF
1663906726000,10,17,SV
1663933770000,18,33,RF
1663921280000,32,14,FL
1663923475000,35L,30,SP
1663927644000,33,34,KP
1663927778000,34,33,CF
1663928782000,17R,35L,SP
1663929742000,20L,02R,RJ
1663935084000,33,02C,CT
1663930689000,18,07,RF
1663931104000,15,21,GL
1663931627000,33,18,KP
1663931903000,33,08,CT
1663943388000,17,10,SV
1663944043000,21,32,FL
1663936818000,35L,17R,SP
1663944309000,14,21,FL
1663944430000,10,17,SV
1663944800000,15,26,GL
1663945182000,17,10,SV
1663946128000,21,14,FL
1663946384000,14,21,FL
1663946394000,10,17,SV
1663946539000,17,10,SV
1663946688000,29,33,CT
1663937123000,32,07,FL
1663937989000,33,16,KP
1663947133000,33,29,CT
1663948050000,10,17,SV
1663948460000,34,31,CF
1663954714000,14,21,FL
1663939220000,17,10,SV
1663954926000,15,26,GL
1663955795000,17,10,SV
1663955821000,03,14,FL
1663948886000,17,10,SV
1663949153000,10,17,SV
1663950377000,33,08,CT
1663950722000,17,10,SV
1663950984000,10,17,SV
1663939282000,03,32,FL
1663939428000,32,03,FL
1663939482000,33,18,KP
1663951423000,17,10,SV
1663951635000,10,17,SV
1663956813000,14,03,FL
1663957181000,33,30,KP
1663939900000,29,21,PA
1663957418000,15,20L,GL
1663957801000,20R,15,RJ
1663958236000,17R,35R,SP
1663958319000,11,33,CT
1663958631000,10,17,SV
1663959211000,15,11,CT
1663959574000,21,14,FL
1663959849000,14,21,FL
1663960888000,17,10,SV
1663961286000,14,15,FL
1663952533000,32,14,FL
1663952697000,35L,36,SP
1663953385000,29,33,CT
1663953557000,21,32,FL
1663953586000,33,29,CT
1663961622000,10,17,SV
1663961866000,29,31,PA
1663939970000,34,31,CF
1663939992000,10,17,SV
1663940011000,03,32,FL
1663940162000,32,03,FL
1663963582000,21,14,FL
1663963617000,17,10,SV
1663940697000,17,10,SV
1663964083000,14,21,FL
1663964232000,21,14,FL
1663964537000,10,17,SV
1663966180000,10,17,SV
1663940713000,10,17,SV
1663966440000,33,15,KP
1663964896000,14,21,FL
1663941202000,10,17,SV
1663965991000,17,10,SV
1663966879000,17,10,SV
1663966888000,33,16,KP
1663967220000,29,15,CT
1663941742000,21,32,FL
1663967532000,15,29,CT
1663967846000,21,14,FL
1663942478000,15,26,GL
1663968734000,14,21,FL
1663968779000,10R,28L,GR
1663968827000,10,17,SV
1663969131000,11,29,PA
1663969160000,15,18,CT
1663970082000,11R,29L,BR
1663970172000,17,10,SV
1663970349000,15,21,GL
1663942880000,17,10,SV
1663970887000,10,17,SV
1663971929000,15,33,KP
1663943099000,32,21,FL
1663943246000,10,17,SV
1663977155000,16,34,CF
