hora,nova_cabeceira,antiga_cabeceira,aero
1665231547000,15,16,GL
1665231649000,15,17,KP
1665232575000,32,03,FL
1665232991000,03,32,FL
1665234365000,32,03,FL
1665234403000,17,10,SV
1665234665000,15,18,KP
1665235072000,10,17,SV
1665188352000,21,14,FL
1665190424000,17R,35L,SP
1665190531000,14,21,FL
1665191943000,17,10,SV
1665192206000,10,17,SV
1665235348000,35L,17R,SP
1665235937000,15,16,KP
1665195160000,17,10,SV
1665195673000,10,17,SV
1665196900000,10R,28L,GR
1665197410000,17,10,SV
1665197659000,10,17,SV
1665197936000,17,10,SV
1665198888000,10,17,SV
1665236747000,20L,05,RJ
1665236990000,35L,17,SP
1665242212000,33,15,KP
1665237496000,03,15,FL
1665238734000,29,11,PA
1665214221000,15,33,KP
1665216079000,15,33,CT
1665222351000,32,14,FL
1665223938000,33,15,CT
1665224247000,10,11,SV
1665239500000,20L,21,RJ
1665239568000,29,09,PA
1665242305000,17,10,SV
1665243855000,29,31,PA
1665240518000,15,20,KP
1665240570000,32,03,FL
1665240587000,32,16,FL
1665255928000,17,10,SV
1665256063000,32,03,FL
1665229459000,17,10,SV
1665229610000,03,32,FL
1665229830000,10,17,SV
1665230249000,15,10,KP
1665257819000,10,17,SV
1665258042000,17,10,SV
1665243945000,29,31,PA
1665259088000,10,17,SV
1665259267000,17,10,SV
1665259275000,29R,11R,BR
1665244336000,29,15,PA
1665244380000,10,17,SV
1665260342000,20L,21,RJ
1665260371000,10,17,SV
1665244866000,33,07,KP
1665245293000,33,15,KP
1665261527000,03,32,FL
1665262081000,32,03,FL
1665262381000,35L,17R,SP
1665262935000,17R,35L,SP
1665263204000,11L,29R,BR
1665263349000,03,32,FL
1665263751000,32,03,FL
1665245331000,16,18,CF
1665245568000,28L,10R,GR
1665264619000,15,33,KP
1665264685000,17,10,SV
1665264780000,10,17,SV
1665265867000,32,07,FL
1665266471000,17R,30,SP
1665247491000,17,10,SV
1665267990000,15,33,CT
1665268803000,15,17,KP
1665269942000,17R,30,SP
1665269995000,18,15,RF
1665270147000,15,18,GL
1665270866000,10R,28L,GR
1665271436000,32,07,FL
1665271463000,11,29,PA
1665247540000,10,17,SV
1665247550000,32,07,FL
1665248221000,35L,15,SP
1665248508000,33,35,KP
1665248845000,17,10,SV
1665248869000,03,32,FL
1665249171000,10,17,SV
1665249699000,35L,30,SP
1665249817000,33,16,KP
1665249863000,33,36,KP
1665249888000,17,10,SV
1665250172000,10,17,SV
1665250217000,32,03,FL
1665250364000,03,32,FL
1665250784000,33,02C,CT
1665251002000,32,03,FL
1665251298000,32,07,FL
1665251811000,35L,30,SP
1665252321000,17,10,SV
1665252723000,35L,17R,SP
1665252775000,32,07,FL
1665252902000,35L,17R,SP
1665253220000,35L,30,SP
1665253598000,10,17,SV
1665253772000,17,10,SV
1665254019000,33,07,CT
1665254295000,10,17,SV
1665254522000,03,32,FL
1665254645000,35L,17,SP
1665255093000,33,16,KP
