hora,nova_cabeceira,antiga_cabeceira,aero
1658923500000,15,21,KP
1658923939000,20L,02R,RJ
1658924331000,18,05,RF
1658924924000,02R,20L,RJ
1658925212000,03,07,FL
1658925394000,32,03,FL
1658925747000,03,32,FL
1658925824000,15,05,GL
1658925953000,11R,15,BR
1658926100000,15,11R,KP
1658926798000,17,10,SV
1658926860000,32,03,FL
1658927621000,03,32,FL
1658927692000,10,17,SV
1658884972000,15,16,KP
1658885341000,17,10,SV
1658885584000,10,17,SV
1658886089000,16,15,CF
1658886296000,17,10,SV
1658886554000,10,17,SV
1658888819000,32,14,FL
1658928850000,17,10,SV
1658929282000,10,17,SV
1658929551000,15,33,KP
1658906852000,09L,11,GR
1658910722000,33,15,CT
1658929943000,11R,14,BR
1658914106000,02R,20L,RJ
1658935278000,15,02R,GL
1658916198000,15,33,CT
1658916629000,15,21,GL
1658918742000,03,32,FL
1658919834000,17,10,SV
1658919970000,10,17,SV
1658919991000,15,21,GL
1658920447000,11R,14,BR
1658930334000,32,03,FL
1658930397000,17,10,SV
1658930646000,15,16,GL
1658931207000,10,17,SV
1658931209000,15,16,KP
1658931311000,11L,06L,BR
1658931408000,15,13,CT
1658932550000,11,13,PA
1658935566000,20L,15,RJ
1658921073000,18,12,RF
1658935664000,32,25,FL
1658921223000,32,03,FL
1658936355000,17,10,SV
1658933600000,18,12,RF
1658936727000,03,25,FL
1658933894000,32,13,FL
1658936941000,10,17,SV
1658934508000,21,04,FL
1658934677000,21,32,FL
1658937478000,32,03,FL
1658934709000,11L,21,BR
1658938097000,17R,16,SP
1658938330000,03,32,FL
1658946544000,10,17,SV
1658946742000,32,03,FL
1658939186000,17,10,SV
1658946763000,17R,07,SP
1658947035000,03,07,FL
1658947434000,33,36,CT
1658947870000,03,07,FL
1658939207000,33,15,CT
1658939499000,10,17,SV
1658963694000,02R,20L,RJ
1658939680000,33,15,KP
1658940156000,16,13,CF
1658949046000,11R,14,BR
1658949323000,03,33,FL
1658949457000,21,03,FL
1658940223000,21,03,FL
1658950069000,17,10,SV
1658950087000,32,07,FL
1658950188000,15,26,GL
1658940492000,33,01,KP
1658950625000,32,21,FL
1658950881000,10,17,SV
1658940604000,32,21,FL
1658941048000,03,32,FL
1658941387000,17,10,SV
1658952725000,17R,07,SP
1658941608000,10,17,SV
1658952933000,17,10,SV
1658953203000,10,17,SV
1658941639000,32,03,FL
1658941890000,17,10,SV
1658954348000,03,32,FL
1658954462000,32,03,FL
1658941965000,33,28,KP
1658955529000,09R,17R,GR
1658955618000,17,10,SV
1658955887000,09R,17,GR
1658956492000,10,17,SV
1658956972000,11R,07,BR
1658942065000,10,17,SV
1658957081000,11,13,PA
1658942522000,17,10,SV
1658942714000,18,13,RF
1658958506000,17,10,SV
1658958649000,10,17,SV
1658959086000,15,33,KP
1658959165000,17,10,SV
1658959488000,15,21,GL
1658959832000,10,17,SV
1658960502000,17R,30,SP
1658943287000,10,17,SV
1658943535000,18,16L,RF
1658943721000,33,36,CT
1658944326000,17,10,SV
1658944881000,11R,21,BR
1658945900000,18,15,RF
1658946107000,33,26,CT
1658946114000,03,32,FL
