hora,nova_cabeceira,antiga_cabeceira,aero
1656461491000,11L,14,BR
1656461646000,32,07,FL
1656462893000,10,17,SV
1656463396000,11L,06L,BR
1656463766000,17,10,SV
1656465531000,11,29,PA
1656465975000,10,17,SV
1656473594000,17,10,SV
1656476449000,10,17,SV
1656476915000,17,10,SV
1656478598000,10,17,SV
1656490660000,15,26,GL
1656491431000,29,11,PA
1656493725000,14,32,FL
1656494725000,16,09R,CF
1656494795000,09R,16,GR
1656497116000,15,03,GL
1656498757000,15,26,GL
1656499207000,28,11,SV
1656499753000,18,34R,RF
1656500921000,15,17,GL
1656501681000,14,25,FL
1656501838000,15,26,GL
1656502736000,15,03,GL
1656503944000,33,15,KP
1656506120000,28,17,SV
1656506328000,14,21,FL
1656504024000,33,18,KP
1656504311000,35,28,SV
1656504720000,18,33,RF
1656505239000,21,14,FL
1656505489000,28,35,SV
1656507015000,14,15,FL
1656507345000,27L,09R,GR
1656507734000,17,28,SV
1656507861000,28,17,SV
1656508033000,14,07,FL
1656505617000,17,28,SV
1656508514000,27L,16,GR
1656510950000,35L,17,SP
1656511182000,21,08,FL
1656511405000,17,28,SV
1656511565000,28,17,SV
1656528463000,17,28,SV
1656511755000,27L,16,GR
1656512084000,27L,17,GR
1656512443000,17,28,SV
1656512718000,34,16,CF
1656512951000,33,26,CT
1656516976000,28,12,SV
1656517368000,33,36,KP
1656513053000,28,17,SV
1656513078000,33,15,KP
1656513157000,33,08,CT
1656513164000,17,28,SV
1656513372000,18,16,RF
1656514615000,21,14,FL
1656518759000,15,08,GL
1656519651000,29,11,PA
1656520351000,17,15,SV
1656520423000,28,17,SV
1656520996000,34,13,CF
1656521079000,21,14,FL
1656521823000,17,28,SV
1656522009000,28,17,SV
1656515268000,28,17,SV
1656515292000,14,21,FL
1656515435000,15,08,GL
1656515609000,29,31,PA
1656522260000,18,12,RF
1656522294000,35L,32,SP
1656522329000,02R,03,RJ
1656529363000,15,34,GL
1656523096000,33,02R,KP
1656523481000,14,25,FL
1656529673000,28,17,SV
1656524025000,18,16L,RF
1656524241000,21,14,FL
1656524249000,02R,33,RJ
1656529761000,18,16L,RF
1656524801000,27L,34,GR
1656530156000,11R,15,BR
1656525002000,14,21,FL
1656525050000,35L,30,SP
1656525164000,21,14,FL
1656525270000,17,28,SV
1656525641000,27L,34,GR
1656530285000,17,28,SV
1656526117000,33,34,KP
1656526182000,35,17,SV
1656526285000,14,21,FL
1656526841000,27L,34,GR
1656526968000,28,35,SV
1656527497000,02R,17,RJ
1656531060000,21,14,FL
1656527905000,21,14,FL
1656528105000,14,21,FL
1656531828000,02R,21,RJ
1656531906000,29,31,PA
1656531934000,28,17,SV
1656532496000,14,21,FL
1656532765000,17,28,SV
1656533094000,28,17,SV
1656533897000,20L,02R,RJ
1656534226000,17,28,SV
1656534263000,03,14,FL
1656534508000,14,03,FL
1656534646000,21,14,FL
1656534701000,28,17,SV
1656534769000,14,21,FL
1656534926000,20L,26,RJ
1656535437000,11R,21,BR
1656536054000,21,14,FL
1656536597000,15,21,GL
1656538899000,15,33,CT
1656540136000,02R,20L,RJ
1656540192000,14,21,FL
1656540933000,10,28,SV
1656541322000,21,14,FL
1656541822000,17,10,SV
1656543597000,10,17,SV
1656544318000,14,21,FL
1656545053000,18,16L,RF
1656545706000,35L,30,SP
1656546087000,17R,35L,SP
1656546669000,21,14,FL
1656546869000,17,10,SV
1656547170000,10,17,SV
