hora,nova_cabeceira,antiga_cabeceira,aero
1681085006000,14,32,FL
1681085219000,10,17,SV
1681089524000,32,14,FL
1681090034000,02R,20L,RJ
1681090075000,15,13,KP
1681096746000,17,10,SV
1681097063000,10,17,SV
1681099960000,17,10,SV
1681100521000,10,17,SV
1681118783000,15,21,GL
1681120004000,17,10,SV
1681121548000,02R,21,RJ
1681122799000,15,21,GL
1681123397000,15,08,GL
1681123404000,15,21,GL
1681124390000,29,11,PA
1681125384000,15,16,KP
1681135657000,18,12,RF
1681135794000,15,08,CT
1681125644000,10,17,SV
1681126193000,02R,21,RJ
1681126848000,17,10,SV
1681136787000,17,10,SV
1681137682000,10,17,SV
1681137688000,32,05,FL
1681137718000,20L,02R,RJ
1681128996000,10,17,SV
1681139969000,20L,02R,RJ
1681129512000,17,10,SV
1681140054000,17,10,SV
1681140589000,10,17,SV
1681130887000,10,17,SV
1681148505000,16,12,CF
1681131725000,17,10,SV
1681132011000,10,17,SV
1681141785000,15,07,CT
1681142133000,29,06,PA
1681142690000,15,08,GL
1681142943000,15,16,KP
1681143034000,16,15,CF
1681143499000,20L,23,RJ
1681132029000,17,10,SV
1681149420000,16,12,CF
1681132971000,10,17,SV
1681143672000,17,10,SV
1681143992000,10,17,SV
1681144150000,20L,21,RJ
1681144261000,32,07,FL
1681144466000,11,15,CT
1681151097000,18,12,RF
1681145009000,15,11,CT
1681145126000,17,10,SV
1681145272000,16,13,CF
1681145289000,10,17,SV
1681146373000,17,10,SV
1681146526000,10,17,SV
1681151962000,17,10,SV
1681146873000,17,10,SV
1681147019000,10,17,SV
1681167601000,10,17,SV
1681168030000,29L,11R,BR
1681169114000,11,20L,PA
1681169212000,20L,11,RJ
1681147489000,20L,33,RJ
1681152188000,32,07,FL
1681147500000,32,07,FL
1681147819000,32,07,FL
1681148185000,32,07,FL
1681148275000,17R,14,SP
1681152507000,03,32,FL
1681152625000,32,03,FL
1681152729000,29,15,CT
1681152862000,15,21,GL
1681152876000,15,29,CT
1681153274000,10,17,SV
1681153735000,15,12,KP
1681154518000,17,10,SV
1681155116000,10,17,SV
1681156009000,17,10,SV
1681156868000,10,17,SV
1681157522000,32,05,FL
1681157814000,17,10,SV
1681158200000,10,17,SV
1681158461000,11R,17R,BR
1681158716000,15,25,KP
1681158879000,17R,11R,SP
1681159783000,17,10,SV
1681159899000,11,29,PA
1681160546000,11,32,PA
1681160557000,17,10,SV
1681160625000,15,21,GL
1681161734000,10,17,SV
1681163836000,32,07,FL
1681164528000,20R,21,RJ
1681165709000,17,10,SV
