hora,nova_cabeceira,antiga_cabeceira,aero
1677071246000,17,10,SV
1677071545000,10,17,SV
1677026207000,28,33,GL
1677026480000,33,28,GL
1677027312000,10,17,SV
1677029713000,28,33,GL
1677071648000,20L,21,RJ
1677071797000,35L,14,SP
1677035794000,33,28,GL
1677044129000,17,10,SV
1677044449000,15,33,GL
1677071912000,17,10,SV
1677046627000,10,17,SV
1677053385000,32,14,FL
1677055211000,17,10,SV
1677056482000,35L,17R,SP
1677059556000,15,21,GL
1677061854000,10,17,SV
1677063353000,15,21,GL
1677063510000,17,10,SV
1677064002000,11R,29L,BR
1677064486000,10,17,SV
1677064780000,17,10,SV
1677065300000,33,15,CT
1677078632000,15,33,CT
1677079260000,14,21,FL
1677079353000,18,21,RF
1677079480000,21,14,FL
1677079865000,14,21,FL
1677080223000,33,15,KP
1677080692000,20L,21,RJ
1677065696000,10,17,SV
1677080939000,17,10,SV
1677072484000,10,17,SV
1677081707000,18,23,RF
1677066208000,15,08,GL
1677066930000,17,10,SV
1677082365000,15,20L,GL
1677082477000,20L,15,RJ
1677072598000,17,10,SV
1677073171000,10,17,SV
1677082843000,17R,16,SP
1677082929000,10,17,SV
1677068400000,15,33,GL
1677068457000,21,32,FL
1677069050000,10,17,SV
1677073354000,14,23,FL
1677069171000,32,21,FL
1677069197000,17,10,SV
1677073617000,14,23,FL
1677084108000,20L,21,RJ
1677073671000,03,14,FL
1677069434000,10,17,SV
1677074498000,15,07,KP
1677069840000,11,15,PA
1677070220000,02R,05,RJ
1677085252000,17,10,SV
1677085431000,10,17,SV
1677085443000,20L,21,RJ
1677086454000,17,10,SV
1677074614000,14,03,FL
1677086638000,10,17,SV
1677086782000,14,07,FL
1677074657000,35L,16,SP
1677087212000,17,10,SV
1677075294000,14,23,FL
1677087462000,10,17,SV
1677088420000,17,10,SV
1677075778000,17,10,SV
1677110147000,17,10,SV
1677089313000,10,17,SV
1677090323000,20L,21,RJ
1677075805000,17R,35L,SP
1677090590000,17,10,SV
1677076748000,10,17,SV
1677091227000,10,17,SV
1677091652000,20L,23,RJ
1677094228000,21,14,FL
1677077075000,17,10,SV
1677094374000,14,21,FL
1677077734000,14,07,FL
1677095362000,17,13,SV
1677095848000,15,33,KP
1677096142000,10,17,SV
1677097038000,21,14,FL
1677077772000,10,17,SV
1677097914000,14,21,FL
1677098483000,29R,11L,BR
1677098548000,17,10,SV
1677098578000,15,21,GL
1677077930000,17,10,SV
1677078242000,15,16,GL
1677098984000,10,17,SV
1677099023000,21,14,FL
1677099115000,17,10,SV
1677099795000,10,17,SV
1677078305000,21,14,FL
1677099941000,17L,01,SP
1677078377000,10,17,SV
1677078389000,17L,21,SP
1677101741000,14,21,FL
1677101961000,17,10,SV
1677102100000,15,12,KP
1677102178000,10,17,SV
1677103281000,17R,01,SP
1677106262000,15,26,GL
