hora,nova_cabeceira,antiga_cabeceira,aero
1655467880000,17,28,SV
1655469151000,28,17,SV
1655469672000,15,16,GL
1655469933000,16,15,CF
1655425438000,02R,20L,RJ
1655432441000,17,10,SV
1655434075000,10,17,SV
1655436567000,17,10,SV
1655437842000,10,17,SV
1655446379000,17,10,SV
1655448492000,10,17,SV
1655454175000,17,10,SV
1655471655000,17,28,SV
1655454189000,29,11,PA
1655456813000,35L,17L,SP
1655458051000,11,29,PA
1655458118000,18,12,RF
1655473798000,09R,02R,GR
1655473854000,02R,09R,RJ
1655461921000,33,15,CT
1655462147000,10,17,SV
1655474253000,28,17,SV
1655474541000,15,26,GL
1655475249000,17,28,SV
1655464925000,17,10,SV
1655475981000,33,15,KP
1655476023000,28,17,SV
1655476410000,03,32,FL
1655476666000,02R,03,RJ
1655466336000,28,17,SV
1655466680000,32,05,FL
1655476828000,32,03,FL
1655477828000,17,28,SV
1655478859000,09R,11,GR
1655479520000,09L,10,GR
1655479589000,28,17,SV
1655479681000,17,28,SV
1655479770000,28,17,SV
1655479798000,15,05,GL
1655480141000,17,28,SV
1655480569000,03,32,FL
1655480711000,15,03,GL
1655480897000,29,11,PA
1655481463000,32,03,FL
1655481484000,27L,09R,GR
1655481723000,28,17,SV
1655497556000,15,05,GL
1655482562000,17,28,SV
1655483087000,16,27,CF
1655484585000,28,17,SV
1655484741000,17,28,SV
1655484869000,28,17,SV
1655484881000,18,05,RF
1655485863000,11R,03,BR
1655486744000,17,28,SV
1655486898000,15,11R,GL
1655487163000,28,17,SV
1655488648000,14,32,FL
1655497789000,11R,15,BR
1655498847000,28,17,SV
1655498908000,15,03,GL
1655499476000,33,16,KP
1655489215000,35L,17,SP
1655489417000,17,28,SV
1655489743000,33,15,KP
1655489751000,35L,30,SP
1655500888000,10,28,SV
1655503596000,35L,30,SP
1655491017000,03,14,FL
1655491035000,20L,02R,RJ
1655491188000,15,26,GL
1655507102000,02R,20L,RJ
1655491518000,28,17,SV
1655491775000,15,03,GL
1655491950000,34,16,CF
1655492790000,17,28,SV
1655493553000,28,17,SV
1655495540000,17,28,SV
1655495636000,33,17,KP
1655495720000,28,17,SV
1655496479000,32,07,FL
1655496549000,17,28,SV
