hora,nova_cabeceira,antiga_cabeceira,aero
1657806633000,15,16,KP
1657807425000,17,10,SV
1657807578000,10,17,SV
1657807661000,17,10,SV
1657807922000,15,33,KP
1657808402000,02R,15,RJ
1657759800000,10,17,SV
1657771010000,18,15,RF
1657774740000,17,10,SV
1657789220000,10,17,SV
1657790566000,02R,20L,RJ
1657792944000,20L,02R,RJ
1657794366000,17,10,SV
1657795600000,10,17,SV
1657797321000,20L,25,RJ
1657808531000,10,17,SV
1657808778000,17,10,SV
1657809016000,10,17,SV
1657809637000,11,06,PA
1657809762000,33,15,CT
1657797924000,35L,17R,SP
1657798182000,18,13,RF
1657798208000,15,08,GL
1657799018000,17,10,SV
1657810396000,33,17,KP
1657810669000,33,15,KP
1657810912000,09R,17,GR
1657811279000,17,10,SV
1657811577000,15,09R,GL
1657812296000,10,17,SV
1657802069000,10,17,SV
1657812440000,20L,02R,RJ
1657802095000,15,13,KP
1657804591000,15,16,KP
1657813370000,17,10,SV
1657813379000,10,17,SV
1657813660000,17,10,SV
1657813693000,17R,35L,SP
1657814147000,15,17,GL
1657814169000,09L,11,GR
1657814446000,10,17,SV
1657814823000,09R,20,GR
1657805337000,02R,20L,RJ
1657805781000,09R,16,GR
1657815437000,17,10,SV
1657815702000,35L,17R,SP
1657816587000,35L,12,SP
1657816959000,10,17,SV
1657819022000,16,09,CF
1657822903000,33,26,CT
1657823075000,34,16,CF
1657819404000,15,08,GL
1657819544000,20L,05,RJ
1657820159000,14,32,FL
1657820180000,17,10,SV
1657820288000,10,17,SV
1657823295000,33,34,KP
1657820566000,33,36,CT
1657821045000,14,25,FL
1657821063000,35L,36,SP
1657824182000,10,17,SV
1657824220000,15,21,GL
1657824296000,32,25,FL
1657821508000,32,14,FL
1657838654000,35L,15,SP
1657821696000,17,10,SV
1657824517000,17,10,SV
1657824938000,33,15,KP
1657839568000,16,34,CF
1657840363000,15,12,KP
1657840374000,15,33,KP
1657842297000,09L,33,GR
1657826155000,15,21,GL
1657826278000,10,17,SV
1657826465000,18,05,RF
1657826896000,17,10,SV
1657826969000,14,25,FL
1657827065000,10,17,SV
1657828219000,33,10,KP
1657828263000,11R,33,BR
1657828784000,17,10,SV
1657830342000,10,17,SV
1657830582000,20L,21,RJ
1657830786000,17,10,SV
1657831164000,20L,08,RJ
1657831427000,15,33,CT
1657831836000,15,11R,GL
1657832750000,10,17,SV
1657832861000,17,10,SV
1657832875000,15,23,GL
1657834488000,10,17,SV
1657834524000,15,36,CT
1657835364000,02R,20L,RJ
1657835541000,17,10,SV
1657835796000,10,17,SV
1657837837000,35L,30,SP
