hora,nova_cabeceira,antiga_cabeceira,aero
1671844840000,17,10,SV
1671845297000,10,17,SV
1671852679000,29R,11L,BR
1671867693000,17,10,SV
1671868429000,11L,29R,BR
1671868725000,10,17,SV
1671877119000,17,10,SV
1671878594000,10,17,SV
1671878726000,36,15,RF
1671882339000,03,32,FL
1671888544000,10,17,SV
1671888912000,17,10,SV
1671889183000,10,17,SV
1671890458000,21,32,FL
1671891048000,17,10,SV
1671882927000,02R,20L,RJ
1671891331000,32,21,FL
1671891870000,10,17,SV
1671885171000,29,11,PA
1671885360000,36,16,RF
1671885596000,32,03,FL
1671886553000,20L,02R,RJ
1671886984000,17,10,SV
1671893379000,17,10,SV
1671893839000,10,17,SV
1671894005000,15,21,GL
1671894327000,18,36,RF
1671887598000,10,17,SV
1671910430000,10,17,SV
1671888381000,17,10,SV
1671888522000,20L,03,RJ
1671912452000,28L,10R,GR
1671897606000,17,10,SV
1671898199000,10,17,SV
1671898477000,33,15,KP
1671913420000,03,32,FL
1671915369000,17,10,SV
1671899634000,21,32,FL
1671899664000,17,10,SV
1671899692000,18,12,RF
1671899732000,33,21,KP
1671899758000,10,17,SV
1671899876000,17,10,SV
1671900156000,10,17,SV
1671901245000,32,21,FL
1671901360000,33,17,KP
1671915759000,10,17,SV
1671902796000,20L,21,RJ
1671903236000,11,29,PA
1671917693000,10R,28L,GR
1671905009000,17,10,SV
1671905480000,10,17,SV
1671918348000,17,10,SV
1671906439000,10R,17,GR
1671907135000,03,32,FL
1671907303000,15,33,KP
1671907515000,32,03,FL
1671918629000,10,17,SV
1671907885000,17,13,SV
1671908176000,21,32,FL
1671908182000,32,21,FL
1671909103000,17,10,SV
1671922494000,10R,12,GR
1671922960000,02R,20L,RJ
1671924914000,20L,02R,RJ
