hora,nova_cabeceira,antiga_cabeceira,aero
1667222224000,10,17,SV
1667222234000,14,21,FL
1667222928000,17,10,SV
1667223277000,10,17,SV
1667223724000,17,10,SV
1667223813000,11,33,CT
1667223921000,10,17,SV
1667224211000,33,11,CT
1667224309000,11L,29R,BR
1667224377000,21,14,FL
1667224576000,18,21,RF
1667224679000,17,10,SV
1667225194000,10,17,SV
1667225317000,28L,30,GR
1667225370000,15,33,CT
1667225943000,14,21,FL
1667236281000,17,10,SV
1667236379000,10,17,SV
1667226224000,29L,11L,BR
1667237987000,17,10,SV
1667226328000,29,11,PA
1667226351000,17R,35R,SP
1667238240000,11,15,PA
1667238643000,15,33,CT
1667238656000,17R,35L,SP
1667238664000,10,17,SV
1667227409000,21,14,FL
1667227489000,17,10,SV
1667227612000,14,21,FL
1667240156000,17,10,SV
1667227613000,10,17,SV
1667228302000,11R,29L,BR
1667228700000,35L,17L,SP
1667240846000,18,15,RF
1667241041000,10R,23,GR
1667174411000,34,16,CF
1667228977000,15,33,GL
1667241281000,15,23,GL
1667229144000,35L,30,SP
1667174823000,14,32,FL
1667229718000,29,15,PA
1667175911000,17,10,SV
1667229938000,15,11,KP
1667242232000,10,17,SV
1667230533000,21,14,FL
1667176742000,32,14,FL
1667230734000,33,15,CT
1667230899000,17,10,SV
1667231132000,10,17,SV
1667231235000,29L,11R,BR
1667244310000,15,32,GL
1667244313000,15,21,GL
1667245067000,20L,02R,RJ
1667231998000,15,03,GL
1667177160000,35L,36,SP
1667231999000,10R,28L,GR
1667232288000,11,33,CT
1667232463000,14,21,FL
1667232468000,15,08,GL
1667232536000,33,11,CT
1667247363000,28,15,GL
1667232726000,35L,20L,SP
1667232826000,15,08,GL
1667232981000,17,10,SV
1667177532000,10,17,SV
1667248592000,29L,24,BR
1667178194000,02R,20L,RJ
1667233990000,20L,35L,RJ
1667233997000,10,17,SV
1667249236000,02R,20L,RJ
1667178745000,16,34,CF
1667249343000,17,10,SV
1667179151000,11,29,PA
1667250317000,10,17,SV
1667182817000,29,11,PA
1667251409000,28,21,GL
1667252521000,11R,29L,BR
1667253106000,33,16,KP
1667253202000,33,15,KP
1667183643000,17,10,SV
1667253764000,15,28,GL
1667254763000,15,28,GL
1667255770000,11,02R,PA
1667255899000,02R,11,RJ
1667184301000,10,17,SV
1667257524000,29L,11L,BR
1667258925000,15,33,KP
1667191276000,17,10,SV
1667191908000,10,17,SV
1667203084000,28L,10R,GR
1667204793000,11R,29L,BR
1667205537000,14,32,FL
1667207297000,15,33,KP
1667208029000,15,08,GL
1667209608000,11,29,PA
1667210144000,17,10,SV
1667211758000,10,17,SV
1667211975000,15,21,GL
1667212700000,11R,04,BR
1667213922000,11L,14,BR
1667215547000,35L,07,SP
1667215573000,33,15,GL
1667216020000,15,33,KP
1667217620000,10,17,SV
1667217732000,21,14,FL
1667218287000,29L,11L,BR
1667218494000,14,21,FL
1667218610000,33,15,CT
1667218851000,11,33,CT
1667218903000,33,11,CT
1667219515000,35L,25,SP
1667219582000,33,08,GL
1667219836000,20L,02R,RJ
1667220161000,21,14,FL
1667220560000,14,21,FL
1667220988000,21,14,FL
1667221260000,17,10,SV
1667221467000,11,15,PA
