hora,nova_cabeceira,antiga_cabeceira,aero
1660696080000,20L,02R,RJ
1660696392000,02R,20L,RJ
1660696683000,17,10,SV
1660736073000,02R,21,RJ
1660736262000,17,10,SV
1660700023000,10,17,SV
1660702187000,17,10,SV
1660703640000,10,17,SV
1660707227000,17,10,SV
1660738241000,10,17,SV
1660739010000,17,10,SV
1660725776000,15,08,GL
1660726809000,10,17,SV
1660728472000,32,14,FL
1660728504000,17R,12,SP
1660728559000,15,03,GL
1660739382000,10,17,SV
1660739819000,02R,15,RJ
1660740071000,11L,32,BR
1660730914000,15,26,GL
1660731934000,15,26,GL
1660732648000,15,18,KP
1660732722000,15,26,GL
1660741509000,17,10,SV
1660741613000,10,17,SV
1660733278000,17,10,SV
1660741670000,15,16,KP
1660734449000,10,17,SV
1660743070000,17,10,SV
1660743635000,33,15,KP
1660743666000,10,17,SV
1660748902000,10,17,SV
1660744252000,17,10,SV
1660744351000,10,17,SV
1660744970000,17,10,SV
1660744985000,21,32,FL
1660750242000,20L,13,RJ
1660751104000,20L,02R,RJ
1660745652000,35L,17R,SP
1660764195000,10,17,SV
1660746502000,32,21,FL
1660751889000,27L,09R,GR
1660752248000,16,13,CF
1660764518000,17,10,SV
1660753028000,15,20L,GL
1660753040000,17,10,SV
1660753169000,10,17,SV
1660753349000,20R,15,RJ
1660747055000,10,17,SV
1660747136000,17,10,SV
1660747257000,18,15,RF
1660747271000,20L,02R,RJ
1660764876000,10,17,SV
1660765141000,35L,30,SP
1660755795000,32,07,FL
1660755887000,17,10,SV
1660765170000,35L,30,SP
1660756062000,10,17,SV
1660765263000,15,02R,GL
1660756571000,11L,32,BR
1660756848000,17,10,SV
1660765353000,35L,21,SP
1660757414000,10,17,SV
1660757543000,34,16,CF
1660757762000,17,10,SV
1660765487000,16,34,CF
1660765781000,11,13,PA
1660766070000,11L,32,BR
1660766321000,17,10,SV
1660760824000,10,17,SV
1660760947000,17,10,SV
1660766722000,10,17,SV
1660763500000,10,17,SV
1660763889000,17,10,SV
1660767105000,18,15,RF
1660767476000,17,10,SV
1660767906000,15,33,KP
1660768262000,11R,06L,BR
1660768405000,20L,21,RJ
1660768757000,16,13,CF
1660769919000,35L,30,SP
1660770502000,15,36,GL
1660771272000,10,17,SV
1660771638000,33,21,GL
1660772979000,33,15,GL
1660773080000,11L,32,BR
1660773754000,27L,11,GR
1660776860000,35L,11R,SP
1660777050000,11L,35L,BR
1660778988000,02R,20L,RJ
