hora,nova_cabeceira,antiga_cabeceira,aero
1674904140000,11,29,PA
1674904444000,35L,36,SP
1674905032000,32,25,FL
1674907061000,33,15,KP
1674907102000,33,15,CT
1674909180000,17,10,SV
1674909881000,03,32,FL
1674909945000,10,17,SV
1674910461000,29,11,PA
1674918025000,17,10,SV
1674918244000,03,32,FL
1674918457000,32,03,FL
1674918590000,03,32,FL
1674919145000,10,17,SV
1674919221000,32,03,FL
1674911769000,32,03,FL
1674911798000,18,10,RF
1674913305000,35L,17,SP
1674913799000,35L,12,SP
1674921222000,29,36,PA
1674921398000,03,32,FL
1674922238000,11,33,CT
1674923678000,32,07,FL
1674923960000,17,10,SV
1674924068000,33,11,CT
1674924079000,32,03,FL
1674924176000,10,17,SV
1674914904000,17,10,SV
1674915562000,03,32,FL
1674915622000,11R,21,BR
1674915723000,10,17,SV
1674915801000,33,26,CT
1674916011000,34,16,CF
1674916146000,32,03,FL
1674916593000,28L,10L,GR
1674926472000,20L,21,RJ
1674926516000,03,32,FL
1674926545000,10R,28L,GR
1674926768000,21,03,FL
1674927221000,17R,35L,SP
1674864596000,21,32,FL
1674927501000,35L,17R,SP
1674927652000,17R,35L,SP
1674864785000,32,21,FL
1674865121000,17R,12,SP
1674896471000,35L,17R,SP
1674928570000,32,21,FL
1674928718000,03,32,FL
1674928862000,17,10,SV
1674928987000,32,03,FL
1674929248000,11,29,PA
1674929942000,33,08,CT
1674930398000,10,17,SV
1674931945000,29,11,PA
1674933588000,17,10,SV
1674934018000,11,29,PA
1674934387000,28L,10R,GR
1674934457000,02R,20L,RJ
1674897503000,18,15,RF
1674934959000,10,17,SV
1674898170000,02R,20L,RJ
1674935436000,15,33,CT
1674899158000,02R,11L,RJ
1674935915000,16,34,CF
1674936224000,29R,11R,BR
1674899352000,11L,02R,BR
1674936754000,15,16,GL
1674936867000,17,10,SV
1674901977000,20L,02R,RJ
1674936987000,16,15,CF
1674937002000,10,17,SV
1674937547000,33,15,GL
1674938006000,21,32,FL
1674938216000,03,21,FL
1674939127000,17,10,SV
1674940215000,10,17,SV
1674940228000,10R,28L,GR
1674940523000,32,03,FL
1674940576000,29,11,PA
1674941032000,03,32,FL
1674942532000,32,03,FL
1674944027000,15,33,KP
1674944373000,17R,04,SP
1674944643000,33,15,KP
1674944836000,15,33,KP
1674945184000,11,29,PA
1674945426000,11R,29L,BR
1674949167000,15,33,GL
