hora,nova_cabeceira,antiga_cabeceira,aero
1662943271000,02R,20L,RJ
1662943687000,10,17,SV
1662946403000,17,10,SV
1662946723000,10,17,SV
1662951248000,17,10,SV
1662951616000,10,17,SV
1662952068000,32,14,FL
1662974108000,20L,02R,RJ
1662976588000,17R,16,SP
1662977037000,02R,20L,RJ
1662977585000,17R,12,SP
1662978165000,28,10,SV
1662978425000,17R,15,SP
1662979068000,20L,02R,RJ
1662979220000,02R,20L,RJ
1662979704000,15,21,GL
1662979725000,15,08,GL
1662980422000,15,08,GL
1662980493000,15,08,GL
1662980742000,15,17R,KP
1662980751000,17R,15,SP
1662980951000,15,08,GL
1662981852000,10L,09,GR
1662982020000,20L,02R,RJ
1662982436000,17,28,SV
1662983209000,28,17,SV
1662984252000,10,28,SV
1662985901000,15,13,GL
1662999804000,17,10,SV
1663000036000,10,17,SV
1663000374000,11R,17R,BR
1663000424000,17R,11R,SP
1662987374000,17,10,SV
1663000931000,17,10,SV
1663001189000,10,17,SV
1662988789000,10,17,SV
1662988851000,16,13,CF
1662990388000,17,10,SV
1662990521000,10,17,SV
1662990795000,15,17,KP
1663002912000,34,16,CF
1663003159000,03,32,FL
1663003779000,17,10,SV
1663003916000,10R,16,GR
1663003970000,10,12,SV
1662991940000,17,10,SV
1662992766000,10,17,SV
1663004605000,32,03,FL
1663005131000,29,11,PA
1663005349000,20L,21,RJ
1663005356000,20L,02R,RJ
1662993809000,20L,16,RJ
1662994976000,17,10,SV
1662995207000,10,17,SV
1662995503000,17R,16,SP
1663007042000,10,12,SV
1663007062000,11R,21,BR
1663007126000,17,10,SV
1662996581000,20L,16,RJ
1662996612000,17,10,SV
1663012669000,17R,16,SP
1662996793000,10,17,SV
1662997172000,35,10,SV
1662997591000,03,32,FL
1662997761000,10,35,SV
1662998352000,32,03,FL
1663008515000,15,18,KP
1663013104000,10,17,SV
1663010252000,10,17,SV
1663010282000,16,34,CF
1663010305000,17,10,SV
1663010481000,10,17,SV
1663010578000,15,07,GL
1663013310000,15,11R,CT
1663010782000,16,13,CF
1663010827000,11R,14,BR
1663013597000,17,10,SV
1663011161000,17,10,SV
1663014282000,15,10,GL
1663011728000,10,17,SV
1663011894000,18,21,RF
1663011897000,17,10,SV
1663014500000,11R,15,BR
1663015149000,10,17,SV
1663015821000,11,08,PA
1663015990000,17,10,SV
1663016019000,17R,13,SP
1663016312000,10,17,SV
1663016328000,33,15,CT
1663016924000,17,10,SV
1663017550000,10R,16,GR
1663019157000,15,18,KP
1663019290000,10,17,SV
1663019434000,17,10,SV
1663019817000,10,17,SV
1663019864000,10R,16,GR
1663021162000,18,15,RF
1663021934000,15,33,CT
1663027017000,11L,32,BR
