hora,nova_cabeceira,antiga_cabeceira,aero
1683420525000,02R,20L,RJ
1683450371000,35L,17R,SP
1683470241000,18,12,RF
1683461261000,28,10,SV
1683461761000,15,26,GL
1683462086000,16,13,CF
1683462469000,11R,09,BR
1683463829000,32,21,FL
1683464303000,32,23,FL
1683471137000,21,32,FL
1683471449000,35,28,SV
1683471773000,03,21,FL
1683466446000,15,18,KP
1683472144000,28,35,SV
1683467067000,02R,03,RJ
1683472145000,20L,02R,RJ
1683473157000,32,03,FL
1683474664000,17,28,SV
1683496232000,17,28,SV
1683497611000,29,11,PA
1683482284000,35,28,SV
1683474839000,28,17,SV
1683483447000,35L,12,SP
1683499736000,28,17,SV
1683500427000,11R,20L,BR
1683483649000,29,11,PA
1683501021000,20L,11R,RJ
1683483800000,17,35,SV
1683483925000,33,15,CT
1683484459000,28,17,SV
1683485125000,03,32,FL
1683485232000,35L,12,SP
1683485432000,32,03,FL
1683485451000,35L,17R,SP
1683485519000,15,14,KP
1683503234000,29,17R,PA
1683503259000,17R,29,SP
1683485953000,03,18,FL
1683474982000,17,28,SV
1683486663000,15,05,GL
1683487066000,17,02,SV
1683475019000,28,17,SV
1683487478000,28,17,SV
1683477555000,17,28,SV
1683487600000,11,29,PA
1683488933000,17,28,SV
1683477663000,28,17,SV
1683489453000,28,17,SV
1683489499000,17R,35L,SP
1683489583000,17,28,SV
1683478305000,17,28,SV
1683490155000,15,33,KP
1683478417000,28,17,SV
1683490659000,03,21,FL
1683478453000,21,32,FL
1683490845000,15,33,CT
1683478508000,17,28,SV
1683478642000,32,21,FL
1683491789000,03,32,FL
1683491858000,28,17,SV
1683478645000,15,21,GL
1683478654000,28,17,SV
1683478850000,03,32,FL
1683478961000,32,03,FL
1683493975000,32,03,FL
1683479902000,35,28,SV
1683480343000,28,35,SV
1683480954000,15,21,GL
1683481473000,17,28,SV
1683481783000,28,17,SV
