hora,nova_cabeceira,antiga_cabeceira,aero
1660954060000,14,21,FL
1660954602000,02R,20L,RJ
1660956075000,20L,02R,RJ
1660965864000,17,10,SV
1660966095000,10,17,SV
1660966551000,17,10,SV
1660985794000,10,17,SV
1660987906000,32,14,FL
1661003831000,17,10,SV
1661004093000,10,17,SV
1661004528000,18,17,RF
1660993959000,03,32,FL
1660994335000,18,15,RF
1661004553000,17L,12,SP
1660994499000,32,03,FL
1660997146000,17,10,SV
1660997518000,02R,20L,RJ
1661004999000,32,15,FL
1661005047000,03,32,FL
1661005086000,17,10,SV
1661005431000,11,29,PA
1661005431000,10,17,SV
1661005619000,32,03,FL
1660998784000,10,17,SV
1661006488000,03,32,FL
1661007214000,21,03,FL
1661007300000,32,21,FL
1660999624000,03,32,FL
1661000092000,17R,12,SP
1661000123000,32,03,FL
1661000209000,17,10,SV
1661000368000,10,17,SV
1661000732000,17,10,SV
1661001172000,10,17,SV
1661010323000,09R,16,GR
1661001643000,17,10,SV
1661002539000,20R,02R,RJ
1661002604000,10,17,SV
1661003127000,11R,17R,BR
1661003172000,17R,11R,SP
1661012433000,15,17,KP
1661012687000,03,05,FL
1661012885000,17,10,SV
1661013294000,10,17,SV
1661013463000,32,03,FL
1661014176000,03,05,FL
1661014515000,17,10,SV
1661014562000,21,32,FL
1661014687000,10,17,SV
1661015109000,20L,21,RJ
1661015923000,14,21,FL
1661018793000,14,07,FL
1661018879000,21,14,FL
1661025329000,14,07,FL
1661025795000,10,17,SV
1661026397000,21,14,FL
1661026625000,14,21,FL
1661019456000,14,07,FL
1661026772000,02R,20L,RJ
1661026903000,02R,03,RJ
1661027841000,21,14,FL
1661028175000,14,21,FL
1661030293000,20L,02R,RJ
1661022355000,17,10,SV
1661023262000,03,21,FL
1661023287000,14,03,FL
1661023434000,10,17,SV
1661023683000,14,05,FL
1661023741000,16,13,CF
1661023767000,17,10,SV
1661031695000,14,07,FL
1661032083000,02R,20L,RJ
1661033963000,14,07,FL
1661037305000,17R,12,SP
