hora,nova_cabeceira,antiga_cabeceira,aero
1674001045000,17,10,SV
1674001656000,10,17,SV
1674001759000,17,10,SV
1674003579000,10,17,SV
1674004822000,17,10,SV
1674006980000,10,17,SV
1674008059000,16,12,CF
1674044769000,10,08,GL
1674044929000,10,17,SV
1674046856000,15,05,KP
1674046882000,11,18,CT
1674047352000,32,14,FL
1674047967000,17,10,SV
1674048078000,15,16,KP
1674048230000,02R,21,RJ
1674048442000,10,17,SV
1674048702000,20L,02R,RJ
1674049023000,17,10,SV
1674033006000,18,15,RF
1674035187000,17R,15,SP
1674037763000,15,17R,CT
1674037817000,02R,17R,RJ
1674037844000,17R,02R,SP
1674039293000,10,03,GL
1674039950000,35,10,SV
1674050125000,33,15,KP
1674050207000,10,17,SV
1674040207000,10,35,SV
1674041547000,10,08,GL
1674041590000,10,03,GL
1674042788000,17,10,SV
1674042793000,10,21,GL
1674051023000,17,10,SV
1674051213000,10R,17,GR
1674051250000,10,17,SV
1674051611000,17,10,SV
1674052096000,20L,21,RJ
1674052457000,35L,17L,SP
1674052611000,14,32,FL
1674071663000,17,10,SV
1674053004000,10,21,SV
1674056049000,10,17,SV
1674071709000,15,33,KP
1674071844000,14,16,FL
1674072291000,10,17,SV
1674072412000,10,08,GL
1674072558000,20L,21,RJ
1674072739000,17,10,SV
1674060343000,17R,35L,SP
1674060483000,17,10,SV
1674060670000,10,17,SV
1674060930000,10,15,GL
1674072847000,10,04,GL
1674073360000,20L,10,RJ
1674061596000,10,15,GL
1674061691000,03,25,FL
1674061959000,21,14,FL
1674073374000,10,20L,GL
1674073668000,33,15,CT
1674062689000,28L,10R,GR
1674063327000,28L,16,GR
1674073970000,15,33,CT
1674074420000,10,17,SV
1674074722000,29R,11L,BR
1674064721000,10,08,GL
1674064819000,14,21,FL
1674075069000,17,10,SV
1674065180000,17,10,SV
1674075077000,10,21,GL
1674066505000,28L,16,GR
1674075634000,10,17,SV
1674067032000,28L,16,GR
1674075894000,17,10,SV
1674076182000,10,17,SV
1674067340000,10,17,SV
1674077312000,29R,17,BR
1674069106000,17,10,SV
1674077468000,10,08,GL
1674079040000,17,10,SV
1674070312000,10,17,SV
1674070469000,03,21,FL
1674079463000,10,17,SV
1674083546000,10R,28L,GR
