hora,nova_cabeceira,antiga_cabeceira,aero
1667272625000,34,16,CF
1667272824000,15,14,CT
1667264212000,28L,10R,GR
1667277110000,17,10,SV
1667277677000,10,17,SV
1667279083000,17,10,SV
1667264583000,20L,02R,RJ
1667265469000,18,29L,RF
1667265556000,29L,18,BR
1667281163000,10,17,SV
1667266773000,17R,24,SP
1667267677000,14,15,FL
1667267780000,15,14,CT
1667288809000,16,34,CF
1667289794000,33,15,GL
1667292566000,15,33,GL
1667269314000,14,11,FL
1667269739000,29,14,PA
1667270429000,14,28L,FL
1667270609000,28L,14,GR
1667271516000,15,29L,KP
1667272284000,29R,15,BR
1667272597000,14,15,FL
1667294605000,02R,20L,RJ
1667295200000,11L,29L,BR
1667295709000,17,10,SV
1667295799000,15,08,GL
1667297368000,15,08,GL
1667298771000,15,08,GL
1667299030000,11R,12,BR
1667299632000,15,21,GL
1667300127000,10,17,SV
1667300405000,20L,02R,RJ
1667311191000,17R,35,SP
1667311367000,29,13,PA
1667312097000,17,10,SV
1667301750000,17,12,SV
1667302190000,17,10,SV
1667302441000,10,17,SV
1667313018000,18,12,RF
1667313443000,21,14,FL
1667314156000,14,21,FL
1667315155000,34,16,CF
1667315169000,10,17,SV
1667305323000,18,15,RF
1667315602000,21,14,FL
1667316492000,15,16,KP
1667316677000,17,10,SV
1667305975000,21,14,FL
1667306189000,14,21,FL
1667306299000,18,12,RF
1667306337000,15,08,GL
1667310039000,17,10,SV
1667310188000,10,17,SV
1667316869000,14,21,FL
1667317179000,10,17,SV
1667317785000,18,16,RF
1667319252000,21,25,FL
1667319460000,17R,13,SP
1667319905000,15,20,KP
1667319907000,14,21,FL
1667321310000,15,03,KP
1667310720000,21,14,FL
1667311072000,14,21,FL
1667330058000,17R,10,SP
1667330147000,10,17R,SV
1667330198000,15,33,KP
1667330899000,17,10,SV
1667325630000,21,14,FL
1667325819000,17,10,SV
1667325887000,14,21,FL
1667326134000,16,13,CF
1667326384000,29R,14,BR
1667332058000,10,17,SV
1667332164000,17,10,SV
1667332321000,10,17,SV
1667332768000,14,21,FL
1667332920000,17,10,SV
1667332999000,10,17,SV
1667328502000,29R,06L,BR
1667328844000,10,17,SV
1667329521000,29,31,PA
1667329578000,21,14,FL
1667329717000,15,16,KP
1667334207000,15,12,KP
1667334675000,17,10,SV
1667334838000,21,14,FL
1667335361000,15,09,KP
1667335531000,29,27,PA
1667336285000,10,17,SV
1667337883000,11,29,PA
1667337901000,14,21,FL
1667338347000,29R,14,BR
1667339428000,11,13,PA
1667339727000,17,10,SV
1667341437000,10,17,SV
1667344424000,17R,12,SP
1667345769000,17,10,SV
