hora,nova_cabeceira,antiga_cabeceira,aero
1656344350000,33,13,CT
1656345126000,17,10,SV
1656346053000,16,13,CF
1656346173000,10,17,SV
1656346715000,11R,17R,BR
1656346831000,11,27,PA
1656346891000,17R,11R,SP
1656327400000,17R,30,SP
1656327821000,03,32,FL
1656347328000,28,10,SV
1656328851000,32,03,FL
1656348486000,29,11,PA
1656329455000,17,28,SV
1656329714000,03,32,FL
1656330473000,32,25,FL
1656348889000,17,28,SV
1656330921000,28,17,SV
1656331218000,17,28,SV
1656348986000,28,17,SV
1656331995000,03,32,FL
1656349181000,20L,02R,RJ
1656332478000,03,07,FL
1656349269000,18,12,RF
1656349618000,17R,35L,SP
1656333711000,32,03,FL
1656350155000,17,28,SV
1656334292000,28,17,SV
1656350434000,15,33,CT
1656350441000,28,17,SV
1656288567000,14,07,FL
1656289160000,10,17,SV
1656291307000,11R,14,BR
1656291498000,17,10,SV
1656292403000,10,17,SV
1656336701000,18,16L,RF
1656336818000,17,28,SV
1656336827000,11,29,PA
1656337242000,28,17,SV
1656351481000,03,32,FL
1656337715000,11L,14,BR
1656338466000,32,07,FL
1656303987000,18,15,RF
1656351597000,11,29,PA
1656313350000,17,10,SV
1656313930000,09R,29,GR
1656338986000,16,13,CF
1656339340000,11R,06L,BR
1656315748000,10,17,SV
1656339520000,10,28,SV
1656319446000,32,14,FL
1656351613000,10,28,SV
1656321019000,02R,20L,RJ
1656339758000,03,32,FL
1656352065000,32,03,FL
1656352201000,09R,17,GR
1656341006000,17,10,SV
1656341691000,32,03,FL
1656325567000,28,10,SV
1656326227000,18,16L,RF
1656353224000,17,10,SV
1656342981000,33,15,CT
1656343153000,16,13,CF
1656343274000,10,17,SV
1656353664000,10,17,SV
1656361768000,11R,24,BR
1656362090000,03,32,FL
1656353878000,32,15,FL
1656356233000,32,07,FL
1656362851000,32,03,FL
1656362874000,15,36,KP
1656363781000,15,21,GL
1656363924000,10,17,SV
1656356370000,03,07,FL
1656365470000,17,10,SV
1656366110000,10,17,SV
1656371121000,17R,30,SP
1656371194000,02R,20L,RJ
1656356400000,17,10,SV
1656357036000,15,23,GL
1656357060000,11R,14,BR
1656357450000,10,17,SV
1656357460000,11R,14,BR
1656358800000,17,10,SV
1656359022000,16,13,CF
1656359568000,10,17,SV
1656360116000,20L,26,RJ
1656360269000,11R,14,BR
1656360378000,16,13,CF
1656361437000,17,10,SV
