hora,nova_cabeceira,antiga_cabeceira,aero
1678534790000,32,03,FL
1678536042000,15,13,KP
1678536147000,02R,16,RJ
1678537401000,15,16,GL
1678537579000,15,17,KP
1678537607000,17,10,SV
1678538513000,10,17,SV
1678540451000,14,32,FL
1678540490000,35L,17,SP
1678540578000,33,15,KP
1678540860000,20L,02R,RJ
1678541121000,35L,17,SP
1678541443000,20L,05,RJ
1678541476000,33,19,KP
1678541550000,17,10,SV
1678541660000,35L,16,SP
1678541823000,10,17,SV
1678493305000,14,21,FL
1678498567000,32,14,FL
1678499392000,15,33,KP
1678542935000,35L,33,SP
1678543426000,21,33,FL
1678508176000,10L,09L,GR
1678509746000,17,10,SV
1678510026000,10,17,SV
1678543825000,15,33,KP
1678521977000,33,15,GL
1678526794000,15,33,GL
1678544885000,21,25,FL
1678530733000,17,10,SV
1678545916000,15,33,KP
1678545992000,15,21,GL
1678532617000,10,17,SV
1678547446000,21,07,FL
1678548249000,21,14,FL
1678566381000,02R,20L,RJ
1678566601000,15,33,KP
1678567246000,10,17,SV
1678568353000,17,10,SV
1678568541000,10,17,SV
1678568785000,17R,12,SP
1678549298000,17,10,SV
1678549711000,14,21,FL
1678550029000,10,17,SV
1678550200000,28L,10R,GR
1678569465000,17,10,SV
1678569624000,10,17,SV
1678570084000,17R,10R,SP
1678570193000,10R,17R,GR
1678571397000,11L,29L,BR
1678551294000,35L,18,SP
1678551365000,21,23,FL
1678551396000,29,11,PA
1678551883000,14,05,FL
1678552125000,18,35L,RF
1678552740000,21,14,FL
1678574345000,14,07,FL
1678577581000,17,10,SV
1678553471000,35L,17,SP
1678553599000,33,15,KP
1678553851000,15,28,GL
1678554396000,14,21,FL
1678554720000,20L,21,RJ
1678554823000,14,21,FL
1678556504000,29R,11R,BR
1678556512000,11,29,PA
1678558046000,16,13,CF
1678558813000,10R,28L,GR
1678559007000,17R,35L,SP
1678559212000,28L,10R,GR
1678559577000,10R,28L,GR
1678562615000,21,14,FL
1678562823000,17,10,SV
1678562977000,10,17,SV
1678562992000,20L,23,RJ
1678563140000,15,33,KP
1678563166000,17,10,SV
1678563551000,17R,33,SP
1678563989000,14,21,FL
1678564156000,14,07,FL
1678564517000,20R,21,RJ
1678564872000,10,17,SV
1678565520000,17,10,SV
