hora,nova_cabeceira,antiga_cabeceira,aero
1654560988000,33,15,CT
1654561536000,17,10,SV
1654562637000,10,17,SV
1654565338000,02R,20L,RJ
1654568521000,14,32,FL
1654572281000,32,14,FL
1654576192000,17L,35L,SP
1654592368000,15,36,KP
1654592613000,35L,17L,SP
1654595489000,09R,30,GR
1654596450000,17,10,SV
1654597239000,15,33,CT
1654598082000,15,21,GL
1654598112000,18,16L,RF
1654598213000,15,26,GL
1654598683000,10,17,SV
1654600692000,15,16,KP
1654601159000,02R,21,RJ
1654602156000,02R,26,RJ
1654602275000,15,30,KP
1654602302000,14,32,FL
1654603494000,17,10,SV
1654603543000,11L,14,BR
1654603854000,02R,10,RJ
1654605226000,10,17,SV
1654607126000,33,15,KP
1654607268000,10,28,SV
1654605809000,28,10,SV
1654606043000,18,12,RF
1654606284000,35R,07,SP
1654609614000,15,03,GL
1654637815000,20L,03,RJ
1654609733000,28,10,SV
1654609946000,18,16L,RF
1654610222000,17,28,SV
1654638072000,11L,29L,BR
1654610439000,28,17,SV
1654639306000,17,28,SV
1654611036000,15,05,GL
1654620931000,20L,02R,RJ
1654639493000,28,17,SV
1654640254000,15,33,KP
1654622454000,33,15,CT
1654622499000,27L,21,GR
1654611651000,17,28,SV
1654611748000,28,17,SV
1654641486000,17,28,SV
1654612359000,17,28,SV
1654642049000,28,17,SV
1654643819000,17,28,SV
1654613791000,15,26,GL
1654614405000,18,21,RF
1654625184000,15,04,GL
1654615180000,27L,09R,GR
1654615558000,33,15,KP
1654615753000,33,20,KP
1654626070000,33,36,KP
1654629034000,16,13,CF
1654617949000,15,26,GL
1654618037000,28,17,SV
1654618320000,11,15,PA
1654618472000,17R,35L,SP
1654629542000,17R,30,SP
1654619436000,15,26,GL
1654630972000,11L,14,BR
1654632193000,33,36,KP
1654633231000,17,28,SV
1654633356000,28,17,SV
1654634098000,17,28,SV
1654634313000,15,33,CT
1654634451000,29R,11L,BR
1654634668000,09R,27L,GR
1654634863000,15,NIL,CT
1654635537000,28,17,SV
1654636205000,15,21,GL
1654636456000,15,16,GL
